"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyMass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Verticality" "MajorHabitatSum" "HabitatBreadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "Venomous" "Dorsal_colour" "Dorsal_pattern" "Foraging_mode" "Shape_pupil" "Fangs" "Sex_determinism" "Body_temp"
"Coluber ammodytes" "Coluber ammodytes Linnaeus, 1758" "SPECIES" "proparte synonym" "Vipera transcaucasiana Boulenger, 1913" "Vipera" "Viperidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA NA NA NA "ENDANGERED" 1 0 0 0 1 0 1 0 0 0 1 1 1 NA NA NA NA NA NA 0 1 NA NA 0 108900 151.25070205 600 10 "viviparous" NA NA 25 NA NA NA NA NA NA NA NA NA 0.5 2.5 NA 0.0039737995 0.0787973145 0.0422577855 0.001346409 12.28742417 1312.14671815 7340.917872 14.11171722 639.01450565 NA "Yes" NA NA NA NA "front-fanged" NA NA
"Coluber aspis" "Coluber aspis Linnaeus, 1758" "SPECIES" "homotypic synonym" "Vipera aspis (Linnaeus, 1758)" "Vipera" "Viperidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "Yes" "EN" "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1246300 324.7947495 517 7 "viviparous" NA 4.5 25 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 4 NA 0.009578751 0.161397721 0.072569136 0 11.52805 890.71873 607.3579 0.16 1465 NA "Yes" NA NA "AMB" NA "front-fanged" "GSD (ZW/ZZ)" NA
"Coluber berus" "Coluber berus Linnaeus, 1758" "SPECIES" "heterotypic synonym" "Vipera berus (Linnaeus, 1758)" "Vipera" "Viperidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "Yes" "EN" "LC" "CRITICALLY_ENDANGERED" 1 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 16903700 227.4018534 590 8.8 "viviparous" NA 3 25 "Cathemeral" "Carnivorous" 0 1 NA 0 0 0 0 0.5 6 NA 0.002910049 0.082629617 0.028630796 0.033280943 2.095405 567.9578355 1111.155 0.32 1350 NA "Yes" "Gray" NA "AMB" NA "front-fanged" "GSD (ZW/ZZ)" NA
"Coluber caspius" "Coluber caspius Gmelin, 1789" "SPECIES" NA "unresolved_accepted_6138" "Coluber" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Coluber cucullatus" "Coluber cucullatus Geoffroy Saint-Hilaire" "SPECIES" "homotypic synonym" "Macroprotodon cucullatus (Geoffroy Saint-Hilaire, 1827)" "Macroprotodon" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 1 1 0 0 1 0 0 1 NA NA NA NA NA NA 1 1 NA NA 0 2420000 25.69099171 363.3 6 "oviparous" NA NA 16 "Nocturnal" NA NA NA NA NA NA NA NA 0.5 4 NA 0.003729284 0.111527907 0.011565667 0.123963523 19.46924 216.25631 668.5873 0.74 1250 NA "Yes" NA NA NA "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" NA
"Coluber cypriensis" "Coluber cypriensis Schätti, 1985" "SPECIES" "synonym" "Hierophis cypriensis (Schätti, 1985)" "Hierophis" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 1 1 0 0 1 1 1 0 1 1 0 0 1 NA NA NA NA NA NA 0 1 NA NA 0 48400 4068.2 NA NA "oviparous" NA NA NA NA NA NA NA NA NA NA NA NA 0.5 4 NA 0.000670901 0.01490387 0 0 NA 593.0082576 NA NA 1011.5 NA "Yes" NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coluber dione" "Coluber dione Pallas, 1773" "SPECIES" "homotypic synonym" "Elaphe dione (Pallas, 1773)" "Elaphe" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 1 1 0 0 1 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 16577000 117.2195366 NA 9.5 "oviparous" NA 3.5 NA "Diurnal" "Carnivorous" 0 1 NA 0 0 0 0 0.5 7 NA 0.002393258 0.073006585 0.037810643 0.209174646 NA 351.5014836 NA 0.45 1913 NA "No" "Black/Brown" "Banded/blotched" "ACT" "round (or oval)" "rear-fanged" NA NA
"Coluber gemonensis" "Coluber gemonensis (Laurenti, 1768)" "SPECIES" "homotypic synonym" "Hierophis gemonensis (Laurenti, 1768)" "Hierophis" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 0 NA NA NA NA NA NA 1 1 NA NA 0 447700 219.3845872 NA 6.5 "oviparous" NA NA 33 NA NA NA NA NA NA NA NA NA 0.5 2 NA 0.003124882 0.083205583 0.087005846 0 NA 979.3193771 NA 0.33 1032.5 NA NA NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coluber girondica" "Coluber girondicus Daudin, 1803" "SPECIES" "synonym" "Coronella girondica (Daudin, 1803)" "Coronella" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 2032800 66.51896405 NA 11 "oviparous" NA 3.5 16 "Nocturnal" NA NA NA NA NA NA NA NA 0.5 5 NA 0.006825539 0.184792906 0.050829143 0.006119246 14.33326 623.4413309 620.6644 0.44 1600 NA "No" NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coluber gyarosensis" "Coluber gyarosensis Mertens, 1968" "SPECIES" "accepted" "Coluber gyarosensis Mertens, 1968" "Coluber" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Coluber halys" "Coluber halys Pallas, 1776" "SPECIES" "homotypic synonym" "Gloydius halys (Pallas, 1776)" "Gloydius" "Viperidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA NA "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 8252200 225.6463308 NA 5 "viviparous" NA NA 12.3 "Cathemeral" "Carnivorous" 0 1 NA 0 0 0 0 0.5 6 NA 0.000904378 0.038055654 0.011660638 0.27858553 3.217929 291.0930365 1256.248 0.47 1243 NA "Yes" "Yellow" NA "AMB" NA "front-fanged" NA NA
"Coluber hippocrepis" "Coluber hippocrepis Linnaeus, 1758" "SPECIES" "synonym" "Hemorrhois hippocrepis (Linnaeus, 1758)" "Hemorrhois" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 0 0 NA NA NA NA NA NA 1 1 NA NA 0 1548800 681.263559 NA 8 "oviparous" NA NA 6.3 "Diurnal" NA NA NA NA NA NA NA NA 0.5 3 NA 0.005830151 0.218155142 0.04511674 0.013977239 16.37617 472.9009208 606.3045 0.72 1130 NA "No" NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coluber jugularis" "Coluber jugularis Linnaeus, 1758" "SPECIES" "synonym" "Dolichophis jugularis (Linnaeus, 1758)" "Dolichophis" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 1 1 0 0 1 0 1 1 NA NA NA NA NA NA 1 1 NA NA 0 1173700 1200.520781 1220.4 10 "oviparous" NA NA 10.3 "Diurnal" NA NA NA NA NA NA NA NA 0.5 5 NA 0.007307619 0.206352947 0.052933353 0.077420224 14.46187 487.9908882 868.2315 0.95 520 NA "Yes" NA NA NA "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" NA
"Coluber lebetina" "Coluber lebetinus Linnaeus, 1758" "SPECIES" "synonym" "Macrovipera lebetinus (Linnaeus, 1758)" "Macrovipera" "Viperidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 1 1 0 1 0 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 3484800 4769.842951 2140 9 "oviparous" NA 4 11.3 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 7 NA 0.004230244 0.124443669 0.027716329 0.123689606 18.08596 362.7533333 514.2552 0.77 552.5 NA "Yes" NA NA NA NA "front-fanged" "GSD (ZW/ZZ)" NA
"Coluber maura" "Coluber maurus Linnaeus" "SPECIES" "synonym" "Natrix maura (Linnaeus, 1758)" "Natrix" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" "INR" "No" "CR" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 2904000 135.8020191 483 11.5 "oviparous" NA 4.5 20 "Diurnal" NA NA NA NA NA NA NA NA 0.5 7 NA 0.00500086 0.15996244 0.041293492 0.064595009 15.92642 506.5599057 636.5857 0.44 1300 NA "No" NA NA "AMB" "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" NA
"Coluber monspessulanus" "Coluber monspessulanus Hermann, 1804" "SPECIES" "homotypic synonym" "Malpolon monspessulanus (Hermann, 1804)" "Malpolon" "Psammophiidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 0 NA NA NA NA NA NA 1 1 NA NA 0 1960200 388.3534691 1166 8 "oviparous" NA 4.5 20 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 5 NA 0.005744554 0.18694679 0.04014252 0.018652044 15.59303 495.1140397 614.0954 0.55 1500 NA "Yes" NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coluber najadum" "Coluber najadum (Eichwald, 1831)" "SPECIES" "homotypic synonym" "Platyceps najadum (Eichwald, 1831)" "Platyceps" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 4029300 228.1929233 NA 9.5 "oviparous" NA NA NA NA NA NA NA NA NA NA NA NA 0.5 5 NA 0.0041482 0.113194139 0.039264454 0.041773343 NA 418.150742 NA 0.61 1100 NA NA NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coluber natrix" "Coluber natrix Linnaeus, 1758" "SPECIES" "heterotypic synonym" "Natrix natrix (Linnaeus, 1758)" "Natrix" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" "INN" "No" "EN" "LC" "REGIONALLY_EXTINCT" 1 1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 18609800 2800.928844 320 9.16 "oviparous" NA 3.625 20 "Cathemeral" "Carnivorous" 0 1 NA 0 0 0 0 0.75 6 NA 0.004185055 0.129436163 0.041695104 0.078790405 6.59482 543.3015097 974.847 0.29 922.5 NA "No" NA NA "ACT" NA NA "GSD (ZW/ZZ)" NA
"Coluber nummifer" "Coluber nummifer Reuss, 1834" "SPECIES" "synonym" "Hemorrhois nummifer (Reuss, 1834)" "Hemorrhois" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 0 1 NA NA NA NA NA NA 1 1 NA NA 0 1137400 217.2152733 854 NA "oviparous" NA NA 13.8 "Diurnal" "Carnivorous" 0 1 NA 0 0 0 0 0.75 4 NA 0.009145721 0.166423555 0.051847719 0.070830246 14.37789 440.0448399 804.5195 0.76 1012.5 NA "No" "Black/Brown" "Banded/blotched" NA "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" NA
"Coluber quatuorlineata" "Coluber quatuorlineatus Bonnaterre, 1790" "SPECIES" "synonym" "Elaphe quatuorlineata Lacepede, 1789" "Elaphe" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "Yes" NA "NT" "LEAST_CONCERN" 1 0 0 0 1 1 1 0 0 1 0 0 1 NA NA NA NA NA NA 1 1 NA NA 0 834900 681.263559 NA 10.5 "oviparous" NA NA 5.2 "Diurnal" "Carnivorous" 0 1 NA 0 0 0 0 0.5 4 NA 0.006822339 0.132013171 0.082464944 0 13.4387 821.2441421 674.7598 0.29 1250 NA "No" "Black/Brown" "Striped" NA "round (or oval)" "rear-fanged" NA NA
"Coluber rubriceps" "Coluber rubriceps (Venzmer, 1919)" "SPECIES" "accepted" "Coluber rubriceps (Venzmer, 1919)" "Coluber" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Coluber scalaris" "Coluber scalaris Schinz, 1822" "SPECIES" "homotypic synonym" "Zamenis scalaris (Schinz, 1822)" "Zamenis" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 1 1 NA NA 0 919600 386.6 1600 NA "oviparous" NA NA 23 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 3 NA 0.007302441 0.194441593 0.057255677 0 14.14031308 666.4607089 5863.803345 0.47 1100 NA NA NA NA NA "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" NA
"Coluber situla" "Coluber situla Linnaeus, 1758" "SPECIES" "homotypic synonym" "Zamenis situla (Linnaeus, 1758)" "Zamenis" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 0 NA NA NA NA NA NA 1 1 NA NA 0 1149500 117.2195366 NA 5 "oviparous" NA 3 23 NA NA NA NA NA NA NA NA NA 0.5 2 NA 0.005332187 0.128512786 0.086267217 7.52907e-06 NA 764.5596796 NA 0.35 800 NA NA NA NA NA "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" NA
"Coluber viridiflavus" "Coluber viridiflavus Lacepède, 1789" "SPECIES" "accepted" "Coluber viridiflavus Lacepède, 1789" "Coluber" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Coronella austriaca" "Coronella austriaca Laurenti, 1768" "SPECIES" "accepted" "Coronella austriaca Laurenti, 1768" "Coronella" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "SPEED2ZERO" "INN" "No" "EN" "LC" "ENDANGERED" 1 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 9099200 66.51896405 NA 9 "ovoviviparous" NA 3.5 17 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 5 NA 0.006154171 0.185657227 0.060932736 0.027129257 8.36021 623.1897454 877.7891 0.24 1500 NA "No" NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coronella brevis" "Coronella brevis Günther, 1862" "SPECIES" "homotypic synonym" "Macroprotodon brevis (Günther, 1862)" "Macroprotodon" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "NT" "NEAR_THREATENED" 1 0 0 0 1 0 1 0 0 0 0 1 1 NA NA NA NA NA NA 1 1 NA NA 0 834900 20.16902206 NA 4 "oviparous" NA NA 5.9 NA NA NA NA NA NA NA NA NA 0.5 4 NA 0.005004939 0.246549348 0.062444966 0.007897425 NA 510.0831166 NA 0.85 1244.5 NA NA NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coronella fimbriatus" "Coronella fimbriatus Goldfusz, 1820" "SPECIES" NA "unresolved_accepted_6304" "Coronella" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Coronella girondica" "Coronella girondica (Daudin, 1803)" "SPECIES" "accepted" "Coronella girondica (Daudin, 1803)" "Coronella" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 2032800 66.51896405 NA 11 "oviparous" NA 3.5 16 "Nocturnal" NA NA NA NA NA NA NA NA 0.5 5 NA 0.006825539 0.184792906 0.050829143 0.006119246 14.33326 623.4413309 620.6644 0.44 1600 NA "No" NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coronella modesta" "Coronella modesta Martin, 1838" "SPECIES" "homotypic synonym" "Eirenis modestus Martin, 1838" "Eirenis" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 1 1 NA NA 0 1972300 32.04247285 350 5.5 "oviparous" NA NA NA NA NA NA NA NA NA NA NA NA 0.5 3 NA 0.005556755 0.148250644 0.050630753 0.033982236 NA 488.310521 NA 0.63 1000 NA "No" NA NA NA "round (or oval)" "rear-fanged" NA NA
"Coronella tessellata" "Coronella tessellata Laurenti, 1768" "SPECIES" "homotypic synonym" "Natrix tessellata (Laurenti, 1768)" "Natrix" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" "INR" "No" "EN" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 9885700 283.7919028 979 15 "oviparous" NA 3 14 "Diurnal" "Carnivorous" 0 1 NA 0 0 0 0 0.5 6 NA 0.004162817 0.125919212 0.038584481 0.139041652 11.30141 413.4748477 916.1695 0.39 725 NA "No" NA NA "ACT" "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" NA
"Cyrtopodion caspius" "Cyrtopodion caspium (Eichwald, 1831)" "SPECIES" "synonym" "Tenuidactylus caspius (Eichwald, 1831)" "Tenuidactylus" "Gekkonidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 0 NA NA NA NA NA NA 1 1 NA NA 0 2831400 10.23292992 80 2 "oviparous" NA 0.916666666666667 NA "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.75 5 NA 0.0022157 0.06177528 0.019798165 0.250360304 NA 223.8368551 NA 24.843088 1330 NA "No" NA NA NA NA "non-fanged" NA NA
"Cyrtopodion kotschyi" "Cyrtopodion kotschyi (Steindachner, 1870)" "SPECIES" "synonym" "Mediodactylus kotschyi (Steindachner, 1870)" "Mediodactylus" "Gekkonidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 0 0 NA NA NA NA NA NA 1 1 NA NA 0 1802900 3.801893963 56 1.625 "oviparous" NA 2 NA "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.75 3 NA 0.007022352 0.173206015 0.066881355 0.007065109 NA 620.4664906 NA 20.395048 1250 NA "No" NA NA "AMB" NA "non-fanged" NA 26.05
"Daboia xanthina" "Daboia xanthina Gray, 1849" "SPECIES" "homotypic synonym" "Montivipera xanthina (Gray, 1849)" "Montivipera" "Viperidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 1 0 NA NA NA NA NA NA 1 1 NA NA 0 471900 1118.343338 942 8.5 "viviparous" NA NA 16.4 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 3 NA 0.007141091 0.169413637 0.070581923 0.003708234 13.03821 633.287624 751.7566 0.58 1350 NA "Yes" NA NA NA NA "front-fanged" NA NA
"Dalmatolacerta oxycephala" "Dalmatolacerta oxycephala (Schlegel, 1839)" "SPECIES" "accepted" "Dalmatolacerta oxycephala (Schlegel, 1839)" "Dalmatolacerta" "Lacertidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 0 0 NA NA NA NA NA NA 1 1 NA NA 0 157300 8.128305162 70.6 3.4 "oviparous" NA NA 3.9 "Diurnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 3 NA 0.002682418 0.082286714 0.07980026 0 11 1308.124664 6743.9 19.689252 800 NA "No" NA NA NA NA "non-fanged" NA 33.1
"Darevskia armeniaca" "Darevskia armeniaca (Méhely, 1909)" "SPECIES" "accepted" "Darevskia armeniaca (Méhely, 1909)" "Darevskia" "Lacertidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 1 1 0 NA NA NA NA NA NA 1 0 NA NA 0 278300 9.120108394 73 4 "oviparous" NA 3.5 8 "Diurnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 3 NA 0.005138322 0.14108011 0.124661517 0.051615638 7.39 625.5125341 7834.8 13.35552 1800 NA "No" NA NA NA NA "non-fanged" NA NA
"Darevskia lindholmi" "Darevskia lindholmi (Szczerbak, 1962)" "SPECIES" "accepted" "Darevskia lindholmi (Szczerbak, 1962)" "Darevskia" "Lacertidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 1 1 0 0 1 0 1 1 1 NA NA NA NA NA NA 1 0 NA NA 0 108900 9.77237221 75 4 "oviparous" NA NA NA "Diurnal" "Carnivorous" 1 0 NA 0 0 0 1 0.5 5 NA 0.002931936 0.156029513 0.047366445 0.008760415 NA 472.6293096 NA 21.602984 625 NA "No" NA NA NA NA "non-fanged" NA NA
"Darevskia praticola" "Darevskia praticola (Eversmann, 1834)" "SPECIES" "accepted" "Darevskia praticola (Eversmann, 1834)" "Darevskia" "Lacertidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "EEA" NA "No" NA "NT" "NEAR_THREATENED" 1 0 0 0 1 0 0 0 0 0 0 1 1 NA NA NA NA NA NA 1 0 NA NA 0 471900 6.760829754 61.6 4.295 "oviparous" NA NA 8.6 "Diurnal" "Carnivorous" 1 1 NA 0 0 0 0 0.5 3 NA 0.005170976 0.196800207 0.100315943 0.051528905 8.66 618.6350439 8343.1 17.138456 1175 NA "No" NA NA "ACT" NA "non-fanged" NA NA
"Dermochelys coriacea" "Dermochelys coriacea (Vandelli, 1761)" "SPECIES" "accepted" "Dermochelys coriacea (Vandelli, 1761)" "Dermochelys" "Dermochelyidae" "Testudines" "Reptilia" "Chordata" "Reptiles" "FaunaEuropeae" NA NA NA NA "CRITICALLY_ENDANGERED" 1 0 1 0 1 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 1 38659500 950000 2700 110 "oviparous" NA NA 30 "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.5 3 NA 0.005460315 0.072211457 0.092708852 0.025067472 NA 1570.62992 NA NA 234.7253221 NA "No" "Black/Brown" "Uniform" "ACT" "round (or oval)" "non-fanged" "TSD" 30.22
"Dinarolacerta mosorensis" "Dinarolacerta mosorensis (Kolombatovic, 1886)" "SPECIES" "accepted" "Dinarolacerta mosorensis (Kolombatovic, 1886)" "Dinarolacerta" "Lacertidae" "Squamata" "Reptilia" "Chordata" "Reptiles" "EEA" NA "Yes" NA "VU" "VULNERABLE" 1 0 0 0 1 0 1 0 0 0 1 0 1 NA NA NA NA NA NA 0 1 NA NA 0 84700 11.74897555 80 4.75 "oviparous" NA 3.5 9 "Diurnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 3 NA 0.002424513 0.085133783 0.089967498 0 10.11 1380.214125 6809.3 19.196467 1085 NA "No" NA NA NA NA "non-fanged" "GSD (ZW/ZZ)" 34
"Dolichophis caspius" "Dolichophis caspius (Gmelin, 1789)" "SPECIES" "accepted" "Dolichophis caspius (Gmelin, 1789)" "Dolichophis" "Colubridae" "Squamata" "Reptilia" "Chordata" "Reptiles" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 2044900 1200.520781 NA 10 "oviparous" NA 3 NA NA NA NA NA NA NA NA NA NA 0.5 5 NA 0.003793402 0.230872808 0.069313116 0.099649704 NA 503.0703843 NA 0.21 950 NA "Yes" NA NA NA "round (or oval)" "rear-fanged" "GSD (ZW/ZZ)" NA
