"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up"
"Phaeoceros laevis f. carolinianus" "Phaeoceros laevis f. carolinianus (Michx.) R.M.Schust." "FORM" "synonym" "Phaeoceros carolinianus (Michx.) Prosk." "Phaeoceros" "Notothyladaceae" "Notothyladales" "Anthocerotopsida" "Anthocerotophyta" "Bryophytes" "FaunaEuropeae" "INN" "No" "EN" "NT" "VULNERABLE" 1 0 NA NA 1 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 NA "thalloid" "mat" "annual_shuttle" 0 "erect" 0 1 NA "monoicous" "common" 3.3 0 20 47 1 NA 0 1 0 0 0 "rare" 0 7 55 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 7 3 6 3 5 0 4 4 7 4 9.55 784.7 0 540 1080
"Phaeoceros laevis subsp. carolinianus" "Phaeoceros laevis subsp. carolinianus (Michx.) Prosk." "SUBSPECIES" "synonym" "Phaeoceros carolinianus (Michx.) Prosk." "Phaeoceros" "Notothyladaceae" "Anthocerotales" "Anthocerotopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "NT" "VULNERABLE" 1 0 NA NA 1 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 NA "thalloid" "mat" "annual_shuttle" 0 "erect" 0 1 NA "monoicous" "common" 3.3 0 20 47 1 NA 0 1 0 0 0 "rare" 0 7 55 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 7 3 6 3 5 0 4 4 7 4 9.55 784.7 0 540 1080
"Phascum cuspidatum" "Phascum cuspidatum Schreb. ex Hedw." "SPECIES" "synonym" "Tortula acaulon (With.) R.H.Zander" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "Yes" "LC" "DD" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 790771.578081274 "acrocarpous" "turf" "annual_shuttle" 0 "erect_to_inclined" 1 NA 0 "monoicous" "common" 5 NA 9.125 22.625 0 NA 0 0 0 0 0 NA 1 9.33333333333333 327.5 0 6 1 8 1 0 2 1 2 1 0 1 0 0 0 0 0 0 1 4 2 5.5 NA NA 0 4 4 7.5 4 9.65 878.675 5 480 955
"Phascum cuspidatum var. piliferum" "Phascum cuspidatum subsp. piliferum (Schreb. ex Hedw.) J.J.Amann" "VARIETY" "synonym" "Tortula acaulon var. pilifera (Schreb. ex Hedw.) R.H.Zander" "Tortula" "Pottiaceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA NA NA NA "NOT_FOUND" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Phascum cuspidatum var. retortifolium" "Phascum cuspidatum var. retortifolium J.Guerra & Ros" "VARIETY" "synonym" "Tortula acaulon var. retortifolia (J.Guerra & Ros) R.H.Zander" "Tortula" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Philonotis caespitosa" "Philonotis caespitosa Jur." "SPECIES" "accepted" "Philonotis caespitosa Jur." "Philonotis" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "LC" "ENDANGERED" 1 0 NA NA 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "longLived_shuttle" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 NA 50 24 0 NA 0 0 0 0 0 NA 1 2 3 0 1 2 0 2 1 0 1 3 0 0 0 0 0 0 0 0 0 0 7 4 2 2 4 0 3 3 6 3 4.35 725.6 0 1200 2400
"Philonotis calcarea" "Philonotis calcarea (Bruch & Schimp.) Schimp." "SPECIES" "accepted" "Philonotis calcarea (Bruch & Schimp.) Schimp." "Philonotis" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "NT" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "longLived_shuttle" 0 NA 1 1 0 "dioicous" "occasional" 16.7 4 100 24 0 NA 0 0 0 0 0 NA 1 129 32 3 14 15 2 2 7 1 1 15 0 0 0 1 0 0 0 0 0 2 7 5 8 5 3 0 2 3 8 3 8.35 752.5 0 1300 2600
"Philonotis capillaris" "Philonotis capillaris Lindb." "SPECIES" "accepted" "Philonotis capillaris Lindb." "Philonotis" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" NA 1 0 NA NA 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "longLived_shuttle" 0 NA 1 1 0 "dioicous" "rare" 16.7 NA 10 23 1 NA 0 0 0 0 1 NA 1 5 3 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 7 4 2 2 2 0 3 5 7 4 2.65 764 5 372.5 740
"Philonotis cernua" "Philonotis cernua (Wilson) D.G.Griffin & W.R.Buck" "SPECIES" "accepted" "Philonotis cernua (Wilson) D.G.Griffin & W.R.Buck" "Philonotis" "Bartramiaceae" "Bartramiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "CR" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "longLived_shuttle" 0 NA NA NA NA "both" "common" 16.7 NA 5 28 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 2 NA NA 0 NA NA 7 NA 8.55 2276.3 240 385 530
"Philonotis fontana" "Philonotis fontana (Hedw.) Brid." "SPECIES" "accepted" "Philonotis fontana (Hedw.) Brid." "Philonotis" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 5 92.5 28 1 NA 0 0 0 0 1 NA 1 89 20 1 5 0 2 14 17 2 1 26 0 0 0 0 0 1 0 0 0 1 7 5 2 NA 4 0 0 1 8 4 5.25 721.3 0 1500 3000
"Philonotis fontana aggr." "Philonotis fontana (Hedw.) Brid." "AGGREGATE" "accepted" "Philonotis fontana (Hedw.) Brid." "Philonotis" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 5 92.5 28 1 NA 0 0 0 0 1 NA 1 89 20 1 5 0 2 14 17 2 1 26 0 0 0 0 0 1 0 0 0 1 7 5 2 NA 4 0 0 1 8 4 5.25 721.3 0 1500 3000
"Philonotis hastata" "Philonotis hastata (Duby) Wijk & Margad." "SPECIES" "accepted" "Philonotis hastata (Duby) Wijk & Margad." "Philonotis" "Bartramiaceae" "Bartramiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "longLived_shuttle" 0 NA 1 1 0 "dioicous" NA 16.7 NA 20 NA 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.15 1407.2 350 650 950
"Philonotis marchica" "Philonotis marchica (Hedw.) Brid." "SPECIES" "accepted" "Philonotis marchica (Hedw.) Brid." "Philonotis" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "EN" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 1 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 NA "acrocarpous" "turf" "longLived_shuttle" 0 NA 1 1 0 "dioicous" "rare" 16.7 NA 50 22.5 1 NA 1 0 1 0 0 NA 1 22 3 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 2 0 7 4 5 3 3 0 6 4 7 4 7.95 707.5 35 917.5 1800
"Philonotis rigida" "Philonotis rigida Brid." "SPECIES" "accepted" "Philonotis rigida Brid." "Philonotis" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "EN" "VU" NA 1 0 NA NA 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "longLived_shuttle" 0 NA 1 1 0 "monoicous" "common" 16.7 2 10 30 1 NA 0 0 1 0 0 NA 1 1 1 0 0 0 0 1 2 0 1 1 0 0 0 0 0 0 0 0 0 0 7 5 6 2 NA 0 7 5 7 2 11.05 1062.2 5 252.5 500
"Philonotis seriata" "Philonotis seriata Mitt." "SPECIES" "accepted" "Philonotis seriata Mitt." "Philonotis" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "longLived_shuttle" 0 "inclined" 1 NA 0 "dioicous" "rare" 16.7 NA 86 19 0 NA 0 0 0 0 0 NA 0 61 12 0 0 2 0 14 42 3 1 31 0 0 0 0 0 0 0 0 0 0 7 4 2 NA 3 0 1 1 8 4 1.95 771.3 460 1660 2860
"Philonotis tomentella" "Philonotis tomentella Molendo" "SPECIES" "accepted" "Philonotis tomentella Molendo" "Philonotis" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "longLived_shuttle" 0 NA 1 1 0 "dioicous" "rare" 16.7 NA 50 21 0 NA 0 0 0 0 0 NA 1 40 29 1 1 9 4 8 24 5 1 9 0 0 0 0 0 0 0 0 0 1 7 5 8 NA 3 0 1 1 6 4 2.15 753.5 50 1660 3270
"Philonotis uncinata" "Philonotis uncinata (Schwägr.) Brid." "SPECIES" "accepted" "Philonotis uncinata (Schwägr.) Brid." "Philonotis" "Bartramiaceae" "Bartramiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" "NOT_EVALUATED" 0 1 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "longLived_shuttle" 0 NA 1 1 0 "dioicous" NA 16.7 NA 17.5 23 1 NA 0 0 0 0 1 NA 0 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.35 1340.55 180 90 0
"Phymatoceros bulbiculosus" "Phymatoceros bulbiculosus (Brot.) Stotler, W.T.Doyle & Crand.-Stotl." "SPECIES" "accepted" "Phymatoceros bulbiculosus (Brot.) Stotler, W.T.Doyle & Crand.-Stotl." "Phymatoceros" "Phymatocerotaceae" "Phymatocerotales" "Anthocerotopsida" "Anthocerotophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "thalloid" "mat" "annual_shuttle" NA "erect" 0 1 NA "dioicous" NA 3.3 0 1.75 51.5 1 NA 0 1 0 0 0 "common" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 NA 6 NA NA NA 9 NA 6 NA 15.85 717.2 0 450 900
"Physcomitrella patens" "Physcomitrella patens (Hedw.) Bruch & Schimp." "SPECIES" "synonym" "Physcomitrium patens (Hedw.) Mitt." "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "VU" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 2.5 26 0 NA 0 0 0 0 0 NA 0 17 6 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 3 0 7 4 6 NA 6 0 5 4 8 4 7.25 675.3 0 590 1180
"Physcomitridium readeri" "Physcomitridium readeri (Müll.Hal.) G.Roth" "SPECIES" "synonym" "Physcomitrium readeri Müll.Hal." "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" NA 3.3 NA 4 34.5 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 15.35 826.1 20 280 540
"Physcomitrium arenicola" "Physcomitrium arenicola Laz." "SPECIES" "accepted" "Physcomitrium arenicola Laz." "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2493.33824611379 "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" NA 3.3 NA 5 42 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 9.05 479.4 10 105 200
"Physcomitrium eurystomum" "Physcomitrium eurystomum Sendtn." "SPECIES" "accepted" "Physcomitrium eurystomum Sendtn." "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "VU" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 3 30 0 NA 0 0 0 0 0 NA 0 4 11 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 7 4 7 5 7 0 7 4 9 4 8.35 740.6 0 500 1000
"Physcomitrium eurystomum f. acuminatum" "Physcomitrium eurystomum f. acuminatum (Bruch & Schimp.) Loeske" "FORM" "synonym" "Physcomitrium acuminatum Bruch & Schimp." "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" NA NA "CR" NA NA NA NA NA NA 0 1 0 0 0 1 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 NA 5 NA NA NA 4 NA 4 NA NA NA NA NA
"Physcomitrium eurystomum subsp. acuminatum" "Physcomitrium eurystomum subsp. acuminatum (Bruch & Schimp.) Giacom." "SUBSPECIES" "synonym" "Physcomitrium acuminatum Bruch & Schimp." "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA NA "CR" NA NA NA NA NA NA 0 1 0 0 0 1 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4 NA 5 NA NA NA 4 NA 4 NA NA NA NA NA
"Physcomitrium eurystomum subsp. eurystomum" NA "SUBSPECIES" NA "unresolved_accepted_16861" "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA "EN" NA NA NA NA NA NA 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Physcomitrium patens" "Physcomitrium patens (Hedw.) Mitt." "SPECIES" "accepted" "Physcomitrium patens (Hedw.) Mitt." "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" "NOT_EVALUATED" 1 0 NA NA 1 1 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 2.5 26 0 NA 0 0 0 0 0 NA 0 17 6 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 3 0 7 4 6 NA 6 0 5 4 8 4 7.25 675.3 0 590 1180
"Physcomitrium pyriforme" "Physcomitrium pyriforme (Hedw.) Brid." "SPECIES" "accepted" "Physcomitrium pyriforme (Hedw.) Brid." "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 NA NA "acrocarpous" "annual" "annual_shuttle" 0 "erect" 1 1 0 "monoicous" "common" 3.3 15 13.33 32 0 NA 0 0 0 0 0 NA 0 27 57 0 2 0 0 2 0 0 1 0 1 0 1 0 0 0 0 0 1 0 7 4 6 5 7 0 4 4 8 4 7.65 683.5 0 650 1300
"Physcomitrium sphaericum" "Physcomitrium sphaericum (C.Ludw.) Brid." "SPECIES" "accepted" "Physcomitrium sphaericum (C.Ludw.) Brid." "Physcomitrium" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA "No" "CR (PE)" "VU" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 4 24 0 NA 0 0 0 0 0 NA 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 7 NA 6 NA 5 0 5 NA 8 NA 9.15 696.4 5 502.5 1000
"Plagiobryum demissum" "Plagiobryum demissum (Hook.) Lindb." "SPECIES" "accepted" "Plagiobryum demissum (Hook.) Lindb." "Plagiobryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "EN" "DATA_DEFICIENT" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "shortLived_shuttle" 0 "inclined_to_pendulous" 1 NA 0 "dioicous" "occasional" 6.7 NA 12.5 26.25 0 NA 0 0 0 0 0 NA 1 1 24 0 1 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 6 2 8 NA NA 0 1 1 5 4 1.55 1397.7 10 1505 3000
"Plagiobryum zieri" "Plagiobryum zieri (Dicks. ex Hedw.) Lindb." "SPECIES" "accepted" "Plagiobryum zieri (Dicks. ex Hedw.) Lindb." "Plagiobryum" "Bryaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 NA 0 0 NA 0 0 0 0 0 NA "acrocarpous" "turf" "longLived_shuttle" 0 "inclined" 1 NA 0 "dioicous" "occasional" 16.7 NA 17.5 35.5 0 NA 0 0 0 0 0 NA 1 0 7 0 2 12 9 1 8 5 1 3 0 0 0 0 0 0 0 0 0 0 7 4 8 NA 3 0 1 3 4 1 3.05 846.7 30 1455 2880
"Plagiochasma appendiculatum" "Plagiochasma appendiculatum Lehm. & Lindenb." "SPECIES" "accepted" "Plagiochasma appendiculatum Lehm. & Lindenb." "Plagiochasma" "Aytoniaceae" "Marchantiales" "Marchantiopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "VU" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "thalloid" NA "longLived_shuttle" 0 NA NA NA NA "monoicous" NA 16.7 NA 20 77.5 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 15.65 922.85 20 200 380
"Plagiochasma rupestre" "Plagiochasma rupestre (J.R.Forst. & G.Forst.) Steph." "SPECIES" "accepted" "Plagiochasma rupestre (J.R.Forst. & G.Forst.) Steph." "Plagiochasma" "Aytoniaceae" "Marchantiales" "Marchantiopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "thalloid" "mat" "longLived_shuttle" 0 "erect" 0 1 NA "monoicous" NA 16.7 NA 15 80 0 NA 0 0 0 0 0 NA 1 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 5 2 7 2 NA NA 9 1 7 5 16.95 654.1 0 500 1000
"Plagiochila arctica" "Plagiochila arctica Bryhn & Kaal." "SPECIES" "accepted" "Plagiochila arctica Bryhn & Kaal." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "DD" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" NA "perennial" 0 "erect" 0 NA NA "dioicous" NA 16.7 NA 13 NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA -3.75 659.8 0 350 700
"Plagiochila asplenioides" "Plagiochila asplenioides (L.) Dumort." "SPECIES" "accepted" "Plagiochila asplenioides (L.) Dumort." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "turf" "perennial" 0 "erect" 0 NA 0 "dioicous" "rare" 16.7 NA 87.5 16.5 0 NA 0 0 0 0 0 NA 1 84 362 1 8 14 83 5 6 21 1 71 1 39 1 50 0 2 0 0 0 2 6 3 6 3 6 0 4 3 4 2 5.35 717 5 1427.5 2850
"Plagiochila asplenioides aggr." "Plagiochila asplenioides (L.) Dumort." "AGGREGATE" "accepted" "Plagiochila asplenioides (L.) Dumort." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "NT bis LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "turf" "perennial" 0 "erect" 0 NA 0 "dioicous" "rare" 16.7 NA 87.5 16.5 0 NA 0 0 0 0 0 NA 1 84 362 1 8 14 83 5 6 21 1 71 1 39 1 50 0 2 0 0 0 2 6 3 6 3 6 0 4 3 4 2 5.35 717 5 1427.5 2850
"Plagiochila bifaria" "Plagiochila bifaria (Sw.) Lindenb." "SPECIES" "accepted" "Plagiochila bifaria (Sw.) Lindenb." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "turf" "perennial" 1 "erect" 0 1 NA "dioicous" NA 16.7 NA 30 16 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 0 NA 1 NA 0 NA NA NA 5 NA 5 NA NA 0 8 NA 4 NA 9.45 1435 0 350 700
