"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up"
"Entodon schleicheri" "Entodon schleicheri (Schimp.) Demet." "SPECIES" "accepted" "Entodon schleicheri (Schimp.) Demet." "Entodon" "Entodontaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "LC" NA 1 0 NA NA 1 0 1 0 0 0 1 0 1 1 0 1 0 0 0 0 1 1 0 0 NA "pleurocarpous" "turf" "perennial" 0 "erect" 1 1 0 "monoicous" "common" 16.7 18 80 16 0 NA 0 0 0 0 0 NA 1 0 6 0 1 3 36 0 0 3 1 1 0 5 0 0 0 0 0 0 0 1 5 3 8 5 5 NA 7 4 4 2 5.95 692.3 0 1000 2000
"Entosthodon attenuatus" "Entosthodon attenuatus (Dicks.) Bryhn" "SPECIES" "accepted" "Entosthodon attenuatus (Dicks.) Bryhn" "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU" "LC" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA 1 1 0 "monoicous" "common" 3.3 15 4.5 27 0 NA 0 0 0 0 0 NA 1 2 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 5 3 7 3 NA 0 7 5 6 3 11.35 876.6 0 350 700
"Entosthodon commutatus" "Entosthodon commutatus Durieu & Mont." "SPECIES" "accepted" "Entosthodon commutatus Durieu & Mont." "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 3 25.5 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 17.75 435.3 5 302.5 600
"Entosthodon convexus" "Entosthodon convexus (Spruce) Brugués" "SPECIES" "accepted" "Entosthodon convexus (Spruce) Brugués" "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 5 22 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 12.45 802.8 0 300 600
"Entosthodon duriaei" "Entosthodon duriaei Mont." "SPECIES" "accepted" "Entosthodon duriaei Mont." "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 2.5 27.5 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.65 616.1 20 435 850
"Entosthodon fascicularis" "Entosthodon fascicularis (Hedw.) Müll.Hal." "SPECIES" "accepted" "Entosthodon fascicularis (Hedw.) Müll.Hal." "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU" "LC" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 10 24 0 NA 0 0 0 0 0 NA 0 2 29 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 6 2 6 4 4 0 6 4 8 3 9.45 717.7 0 700 1400
"Entosthodon hungaricus" "Entosthodon hungaricus (Boros) Loeske" "SPECIES" "accepted" "Entosthodon hungaricus (Boros) Loeske" "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 6 30 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 7 NA 8 NA 5 NA 8 NA 9 NA 9.45 580.2 0 100 200
"Entosthodon kroonkurk" "Entosthodon kroonkurk Dirkse & Brugués" "SPECIES" "accepted" "Entosthodon kroonkurk Dirkse & Brugués" "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1860.4242796701 "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 1.5 23 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 18.25 370.7 50 475 900
"Entosthodon mouretii" "Entosthodon mouretii (Corb.) Jelenc" "SPECIES" "accepted" "Entosthodon mouretii (Corb.) Jelenc" "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 6.5 25.5 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 14.75 876.9 30 415 800
"Entosthodon muhlenbergii" "Entosthodon muhlenbergii (Turner) Fife" "SPECIES" "accepted" "Entosthodon muhlenbergii (Turner) Fife" "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "EN" "NT" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA 1 1 0 "monoicous" "common" 3.3 11 5 23 0 NA 0 0 0 0 0 NA 1 0 13 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 5 1 8 5 3 0 6 4 9 5 9.75 756.8 30 415 800
"Entosthodon obtusus" "Entosthodon obtusus (Hedw.) Lindb." "SPECIES" "accepted" "Entosthodon obtusus (Hedw.) Lindb." "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA "No" "CR" "LC" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 NA 0 0 NA 0 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA 1 1 0 "monoicous" "common" 3.3 6 5 34 0 NA 0 0 0 0 0 NA 1 1 4 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 6 3 4 3 3 0 4 4 8 3 9.55 850.8 0 500 1000
"Entosthodon pulchellus" "Entosthodon pulchellus (H.Philib.) Brugués" "SPECIES" "accepted" "Entosthodon pulchellus (H.Philib.) Brugués" "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "EN" "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA 1 1 0 "monoicous" "common" 3.3 8 5 24 0 NA 0 0 0 0 0 NA 0 0 6 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 5 2 8 4 4 0 8 4 8 4 11.65 790.3 5 1302.5 2600
"Entosthodon schimperi" "Entosthodon schimperi Brugués" "SPECIES" "accepted" "Entosthodon schimperi Brugués" "Entosthodon" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 4 27.5 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.55 555.6 5 502.5 1000
"Ephemerum cohaerens" "Ephemerum cohaerens (Hedw.) Hampe" "SPECIES" "accepted" "Ephemerum cohaerens (Hedw.) Hampe" "Ephemerum" "Ephemeraceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "VU" NA 1 0 NA NA 1 1 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 NA "acrocarpous" "annual" "annual_shuttle" 0 NA 0 1 1 "both" "common" 3.3 NA 1.75 65 0 NA 0 0 0 0 0 NA 0 21 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 7 3 5 NA 4 0 8 4 9 4 9.85 914.5 0 500 1000
"Ephemerum crassinervium" "Ephemerum crassinervium (Schwägr.) Hampe" "SPECIES" "accepted" "Ephemerum crassinervium (Schwägr.) Hampe" "Ephemerum" "Ephemeraceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "annual_shuttle" 0 NA NA NA NA "monoicous" NA 3.3 NA 2 65 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 6 NA 6 NA NA NA 7 NA 9 NA 9.85 743.3 15 187.5 360
"Ephemerum minutissimum" "Ephemerum minutissimum Lindb." "SPECIES" "synonym" "Ephemerum serratum (Schreb. ex Hedw.) Hampe" "Ephemerum" "Ephemeraceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 1.8 50 0 NA 0 0 0 0 0 NA 0 14 66.6666666666667 0 0 0 0 2 0 0 1 2 0 0 0 1 0 0 0 0 0 0 6 3 4 NA 4 0 6 4 7 4 8.65 778.2 0 0 0
"Ephemerum recurvifolium" "Ephemerum recurvifolium (Dicks.) Boulay" "SPECIES" "accepted" "Ephemerum recurvifolium (Dicks.) Boulay" "Ephemerum" "Ephemeraceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 1 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 1.5 40 0 NA 0 0 0 0 0 NA 0 3 8 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 5 3 7 NA 4 0 6 4 8 4 9.65 720 0 500 1000
"Ephemerum serratum" "Ephemerum serratum (Schreb. ex Hedw.) Hampe" "SPECIES" "accepted" "Ephemerum serratum (Schreb. ex Hedw.) Hampe" "Ephemerum" "Ephemeraceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 2.2 65 0 NA 0 0 0 0 0 NA 0 14 66.6666666666667 0 0 0 0 2 0 0 1 2 0 0 0 1 0 0 0 0 0 0 6 3 5 NA 4 0 5 4 7 4 5.75 728 0 0 0
"Ephemerum spinulosum" "Ephemerum spinulosum Bruch & Schimp." "SPECIES" "accepted" "Ephemerum spinulosum Bruch & Schimp." "Ephemerum" "Ephemeraceae" "Pottiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "DD" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "annual_shuttle" 0 NA NA NA NA "monoicous" "common" 3.3 NA 2.2 70 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 6 NA NA 0 NA NA 7 NA 13.75 978.7 20 320 620
"Epipterygium tozeri" "Epipterygium tozeri (Grev.) Lindb." "SPECIES" "accepted" "Epipterygium tozeri (Grev.) Lindb." "Epipterygium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU" "LC" NA 1 0 NA NA 1 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "colonist" 0 NA 1 1 0 "dioicous" "occasional" 6.7 NA 5 17 1 NA 0 1 1 0 0 NA 1 2 2 0 0 0 0 3 2 0 1 0 0 0 0 0 0 0 0 0 0 0 5 3 6 2 NA 0 8 5 4 2 11.65 859.7 0 0 0
"Eremonotus myriocarpus" "Eremonotus myriocarpus (Carrington) Lindb. & Kaal." "SPECIES" "accepted" "Eremonotus myriocarpus (Carrington) Lindb. & Kaal." "Eremonotus" "Jungermanniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "NT" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA NA "foliose" "mat" "shortLived_shuttle" 0 "erect" 0 NA NA "dioicous" "occasional" 6.7 NA 8 12 0 NA 0 0 0 0 0 NA 1 0 0 0 0 0 2 4 33 52 1 1 0 0 0 0 1 2 0 0 0 1 8 4 5 3 4 0 2 3 5 3 1.95 1492.8 50 1250 2450
"Eucladium verticillatum" "Eucladium verticillatum (With.) Bruch & Schimp." "SPECIES" "accepted" "Eucladium verticillatum (With.) Bruch & Schimp." "Eucladium" "Pottiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "erect" 1 1 0 "dioicous" "occasional" 16.7 NA 64.17 13 1 NA 1 0 0 0 0 NA 1 4 3.5 142 5 72 15 1 0 0 1 1 0 0 0 1 0 0 0 3 0 0 7 5 9 5 5 0 7 4 5 2 7.75 701.5 0 0 0
"Eurhynchiastrum diversifolium" "Eurhynchiastrum diversifolium (Schimp.) J.Guerra" "SPECIES" "accepted" "Eurhynchiastrum diversifolium (Schimp.) J.Guerra" "Eurhynchiastrum" "Brachytheciaceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA "LC" NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 3 0 0 0 0 1 0 1 NA 0 NA 0 NA 0 NA 0 NA 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Eurhynchiastrum pulchellum" "Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen" "SPECIES" "accepted" "Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen" "Eurhynchiastrum" "Brachytheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 NA "pleurocarpous" "mat" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 22 40 11 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 4 NA 6 NA 5 0 4 NA 6 NA 5.15 705.9 20 1540 3060
"Eurhynchiastrum pulchellum aggr." "Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen" "AGGREGATE" "accepted" "Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen" "Eurhynchiastrum" "Brachytheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 NA "pleurocarpous" "mat" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 22 40 11 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA 4 NA 6 NA 5 0 4 NA 6 NA 5.15 705.9 20 1540 3060
"Eurhynchiastrum pulchellum var. diversifolium" "Eurhynchiastrum pulchellum var. diversifolium (Schimp.) Ochyra & Żarnowiec" "VARIETY" "synonym" "Eurhynchiastrum diversifolium (Schimp.) J.Guerra" "Eurhynchiastrum" "Brachytheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA "LC" NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 3 0 0 0 0 1 0 1 NA 0 NA 0 NA 0 NA 0 NA 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Eurhynchiastrum pulchellum var. pulchellum" "Eurhynchiastrum pulchellum var. pulchellum" "VARIETY" "accepted" "Eurhynchiastrum pulchellum var. pulchellum" "Eurhynchiastrum" "Brachytheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Eurhynchium angustirete" "Eurhynchium angustirete (Broth.) T.J.Kop." "SPECIES" "accepted" "Eurhynchium angustirete (Broth.) T.J.Kop." "Eurhynchium" "Brachytheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "weft" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 25 50 12 0 NA 0 0 0 0 0 NA 1 16 230 0 1 2 15 1 0 11 1 40 1 18 1 58 0 1 0 0 0 0 4 3 7 NA 4 NA 4 3 5 2 7.35 706.1 0 902.5 1805
"Eurhynchium striatum" "Eurhynchium striatum (Schreb. ex Hedw.) Schimp." "SPECIES" "accepted" "Eurhynchium striatum (Schreb. ex Hedw.) Schimp." "Eurhynchium" "Brachytheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "weft" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 31 116.67 13 0 NA 0 0 0 0 0 NA 1 19 275 1 4 5 29 1 3 16 1 16 1 52 1 106 0 0 0 0 0 0 5 3 6 NA 6 0 6 3 5 2 8.25 759.1 0 400 800
"Eurhynchium striatum aggr." "Eurhynchium striatum (Schreb. ex Hedw.) Schimp." "AGGREGATE" "accepted" "Eurhynchium striatum (Schreb. ex Hedw.) Schimp." "Eurhynchium" "Brachytheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "weft" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 31 116.67 13 0 NA 0 0 0 0 0 NA 1 19 275 1 4 5 29 1 3 16 1 16 1 52 1 106 0 0 0 0 0 0 5 3 6 NA 6 0 6 3 5 2 8.25 759.1 0 400 800
"Exormotheca pustulosa" "Exormotheca pustulosa Mitt." "SPECIES" "accepted" "Exormotheca pustulosa Mitt." "Exormotheca" "Exormothecaceae" "Marchantiales" "Marchantiopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "thalloid" "mat" "shortLived_shuttle" NA "erect" 0 1 NA "both" NA 6.7 NA 7.5 57.5 0 NA 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15.65 727.2 10 355 700
"Exormotheca welwitschii" "Exormotheca welwitschii Steph." "SPECIES" "accepted" "Exormotheca welwitschii Steph." "Exormotheca" "Exormothecaceae" "Marchantiales" "Marchantiopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "thalloid" NA "shortLived_shuttle" 0 "erect" 0 NA NA NA NA 6.7 NA NA 120 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.45 656.4 0 550 1100
"Exsertotheca baetica" "Exsertotheca baetica (J.Guerra, J.F.Jiménez & J.A.Jiménez) Draper, Gonz.-Mancebo, O.Werner, J.Patiño & Ros" "SPECIES" "accepted" "Exsertotheca baetica (J.Guerra, J.F.Jiménez & J.A.Jiménez) Draper, Gonz.-Mancebo, O.Werner, J.Patiño & Ros" "Exsertotheca" "Neckeraceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 1 0 NA NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.66594411774198 "pleurocarpous" NA "perennial" 1 "erect" 1 NA NA "monoicous" "occasional" 16.7 NA 25 19.5 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 0 NA 1 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 17.15 870.7 600 650 700
"Exsertotheca crispa" "Exsertotheca crispa (Hedw.) S.Olsson, Enroth & D.Quandt" "SPECIES" "accepted" "Exsertotheca crispa (Hedw.) S.Olsson, Enroth & D.Quandt" "Exsertotheca" "Neckeraceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "longLived_shuttle" 0 "erect_to_inclined" 1 1 0 "dioicous" "occasional" 16.7 12 148.33 27 1 NA 0 0 0 0 1 "occasional" 1 4 44 0 4 21 146 1 5 16 1 6 1 206 0 21 0 0 0 0 0 0 4 3 7 4 5 0 3 3 3 2 5.85 728 0 850 1700
"Exsertotheca intermedia" "Exsertotheca intermedia (Brid.) S.Olsson, Enroth & D.Quandt" "SPECIES" "accepted" "Exsertotheca intermedia (Brid.) S.Olsson, Enroth & D.Quandt" "Exsertotheca" "Neckeraceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 1 0 NA NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4556.98331636755 "pleurocarpous" NA "perennial" 1 "erect" 1 1 0 "dioicous" "common" 16.7 17 125 19 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 0 NA 1 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.55 1289.05 50 975 1900
"Fabronia ciliaris" "Fabronia ciliaris (Brid.) Brid." "SPECIES" "accepted" "Fabronia ciliaris (Brid.) Brid." "Fabronia" "Fabroniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "DD" "VU" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 NA "pleurocarpous" NA "perennial" 1 "erect" 1 1 NA "monoicous" "common" 16.7 NA 6 15 0 NA 0 0 0 0 0 NA 1 0 0 0 0 0 1 0 1 4 0 0 1 0 0 0 0 0 0 0 0 0 2 2 3 2 NA NA 8 4 8 3 4.05 845.7 100 750 1400
