species Genus Family Order BodyMass_g BodyLength_mm Litter_size Reproductive_mode Age_at_maturity_y First_breeding_y Longevity_max_y Activity Diet Diet_Inv Diet_Vert Diet_Scav Diet_Fruit Diet_Nect Diet_Seed Diet_Plant Fos Ter Aqu Arb Aer Verticality EcoTer EcoFresh EcoMar MajorHabitat_1 MajorHabitat_2 MajorHabitat_3 MajorHabitat_4 MajorHabitat_5 MajorHabitat_6 MajorHabitat_7 MajorHabitat_8 MajorHabitat_9 MajorHabitat_10 MajorHabitat_12 MajorHabitat_13 MajorHabitat_14 MajorHabitat_15 MajorHabitat_16 MajorHabitat_17 MajorHabitatSum HabitatBreadth PropUrbanArea PropCroplandArea PropPastureArea PropRangeLandArea AnnuMeanTemp AnnuPrecip TempSeasonality PrecipSeasonality Elevation Dispersal_km RangeSize_km2 IUCN_status Foraging_strata BMR gbif_accepted gbif_rank gbif_genus gbif_family gbif_order gbif_class gbif_phylum gbif_IUCN
"Pronolagus crassicaudatus" Pronolagus Leporidae Lagomorpha 2089 560 1.5 Viviparous NA NA 2.08333424657534 Nocturnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 3 3 0.006888754 0.091418466 0.362734147 0.030025553 16.69438911 838.4292979 3298.332211 60.25810136 984.8585388 1.627 350900 LEAST_CONCERN 1 NA "Pronolagus crassicaudatus (I.Geoffroy, 1832)" SPECIES Pronolagus Leporidae Lagomorpha Mammalia Chordata LEAST_CONCERN
"Pronolagus randensis" Pronolagus Leporidae Lagomorpha 2335 500 1.175 Viviparous NA NA 2.08333424657534 Nocturnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 4 4 0.005066976 0.059138609 0.059436744 0.294542028 20.28671193 511.4016778 3460.730476 101.5019963 1118.314954 1.714 992200 LEAST_CONCERN 1 NA "Pronolagus randensis Jameson, 1907" SPECIES Pronolagus Leporidae Lagomorpha Mammalia Chordata LEAST_CONCERN
"Pronolagus rupestris" Pronolagus Leporidae Lagomorpha 1754 535 1.875 Viviparous NA NA 2.08333424657534 Nocturnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 3 3 0.001300994 0.122745878 0.116842056 0.206450927 20.2866966 764.3358511 2633.99819 83.29810192 1279.585554 1.593 834900 LEAST_CONCERN 1 NA "Pronolagus rupestris (A.Smith, 1834)" SPECIES Pronolagus Leporidae Lagomorpha Mammalia Chordata LEAST_CONCERN
"Pronolagus saundersiae" Pronolagus Leporidae Lagomorpha 1620 535 NA Viviparous NA NA 2.08333424657534 NA Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 3 3 0.003087281 0.073781833 0.16795141 0.300068638 15.69129085 535.8404377 4256.752384 54.47302924 1197.84014 1.382 750200 LEAST_CONCERN 1 NA "Pronolagus saundersiae Hewitt, 1927" SPECIES Pronolagus Leporidae Lagomorpha Mammalia Chordata LEAST_CONCERN
"Propithecus candidus" Propithecus Indriidae Primates 5750 540 1.01 Viviparous 4.43522191780822 4.25498630136986 11.0583342465753 Diurnal Herbivorous 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.000343481 0.139685841 0.189234614 0 20.77505578 2406.555238 1731.917936 52.5381597 762.0161793 2.774 24200 CRITICALLY_ENDANGERED 3 NA "Propithecus candidus Grandidier, 1871" SPECIES Propithecus Indriidae Primates Mammalia Chordata CRITICALLY_ENDANGERED
"Propithecus coquereli" Propithecus Indriidae Primates 3900 500 1.005 Viviparous 2.94495068493151 4.2 30.5 Diurnal Herbivorous 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.000255042 0.034815802 0.410149947 0 25.52601548 1644.650628 1401.138308 113.5331117 242.1298509 2.152 96800 CRITICALLY_ENDANGERED 3 1012.3 "Propithecus coquereli (Grandidier, 1867)" SPECIES Propithecus Indriidae Primates Mammalia Chordata CRITICALLY_ENDANGERED
"Propithecus coronatus" Propithecus Indriidae Primates 3900 455 1.02 Viviparous 2.58613698630137 2.99161643835616 30.5 Diurnal Herbivorous 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.0000656726 0.013119132 0.499376261 0.0007451 23.38951808 1503.218106 1703.753898 114.9739008 601.116201 2.14 133100 CRITICALLY_ENDANGERED 3 NA "Propithecus coronatus A.Milne-Edwards, 1871" SPECIES Propithecus Indriidae Primates Mammalia Chordata CRITICALLY_ENDANGERED
"Propithecus deckenii" Propithecus Indriidae Primates 4000 475 1.02 Viviparous 2.58613698630137 2.99161643835616 30.5 Diurnal Herbivorous 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.0000122843 0.016507072 0.225916962 0 25.6349751 1449.752708 1243.806494 122.3430597 133.7314825 2.14 133100 CRITICALLY_ENDANGERED 3 NA "Propithecus deckenii Peters, 1870" SPECIES Propithecus Indriidae Primates Mammalia Chordata NOT_EVALUATED
"Propithecus diadema" Propithecus Indriidae Primates 5250 550 1.01 Viviparous 4.43522191780822 4.25498630136986 11.0583342465753 Diurnal Herbivorous 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.000694558 0.084440153 0.322657611 0 19.9223596 2246.312186 2255.382998 66.02006113 820.7281959 2.946 121000 CRITICALLY_ENDANGERED 3 NA "Propithecus diadema Bennett, 1832" SPECIES Propithecus Indriidae Primates Mammalia Chordata CRITICALLY_ENDANGERED
"Propithecus edwardsi" Propithecus Indriidae Primates 5750 520 1.01 Viviparous 4.43522191780822 4.89079178082192 11.0583342465753 Diurnal Herbivorous 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.001035011 0.1155049 0.308468135 0 20.74286314 1692.688599 2426.240761 64.86866415 586.1915368 2.985 36300 ENDANGERED 3 NA "Propithecus edwardsi Grandidier, 1871" SPECIES Propithecus Indriidae Primates Mammalia Chordata ENDANGERED
"Propithecus perrieri" Propithecus Indriidae Primates 4350 470 1.01 Viviparous 4.43522191780822 4.89079178082192 11.0583342465753 Diurnal Herbivorous 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.0000532837 0.097817237 0.321824829 0 24.9098889 1353.374269 1163.022136 98.68272411 168.673103 2.946 12100 CRITICALLY_ENDANGERED 3 NA "Propithecus perrieri Lavauden, 1931" SPECIES Propithecus Indriidae Primates Mammalia Chordata CRITICALLY_ENDANGERED
"Propithecus tattersalli" Propithecus Indriidae Primates 3500 470 1 Viviparous 4.5 4.5 20.4583342465753 Diurnal Herbivorous 0 0 0 1 1 1 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 4 2 0.0000532837 0.097817237 0.321824829 0 24.9098889 1353.374269 1163.022136 98.68272411 168.673103 2.126 12100 CRITICALLY_ENDANGERED 3 NA "Propithecus tattersalli Simons, 1988" SPECIES Propithecus Indriidae Primates Mammalia Chordata CRITICALLY_ENDANGERED
"Propithecus verreauxi" Propithecus Indriidae Primates 3250 475 1.02 Viviparous 2.58613698630137 4.57 30.5 Diurnal Herbivorous 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0.000140295 0.013897789 0.239331923 0.199504633 23.85097887 728.8672998 2309.855849 106.5211604 252.4532709 2.14 229900 CRITICALLY_ENDANGERED 3 641.2 "Propithecus verreauxi Grandidier, 1867" SPECIES Propithecus Indriidae Primates Mammalia Chordata CRITICALLY_ENDANGERED
"Propleopus oscillans" Propleopus Hypsiprymnodontidae Diprotodontia 40000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Propleopus oscillans De Vis, 1888" SPECIES Propleopus Potoroidae Diprotodontia Mammalia Chordata NOT_EVALUATED
"Propraopus punctatus" Propraopus Dasypodidae Cingulata 27250 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Dasypus punctatus (Lund, 1842)" SPECIES Propraopus Dasypodidae Cingulata Mammalia Chordata NOT_EVALUATED
"Propraopus sulcatus" Propraopus Dasypodidae Cingulata 27250 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Dasypus sulcatus (Lund, 1838)" SPECIES Propraopus Dasypodidae Cingulata Mammalia Chordata NOT_EVALUATED
"Prosciurillus abstrusus" Prosciurillus Sciuridae Rodentia 79.2 135 NA Viviparous NA NA NA Diurnal Herbivorous 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.001083204 0.063720709 0.005427535 0 22.95865104 2270.204367 516.1641219 37.82967059 485.9569496 0.263 36300 DATA_DEFICIENT 2 NA "Prosciurillus abstrusus Moore, 1958" SPECIES Prosciurillus Sciuridae Rodentia Mammalia Chordata NEAR_THREATENED
"Prosciurillus alstoni" Prosciurillus Sciuridae Rodentia 128 NA NA Viviparous NA NA 3.99166575342466 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.342 NA NA NA NA "Prosciurillus alstoni (Anderson, 1879)" SPECIES Prosciurillus Sciuridae Rodentia Mammalia Chordata NEAR_THREATENED
"Prosciurillus leucomus" Prosciurillus Sciuridae Rodentia 128 280 NA Viviparous NA NA 3.99166575342466 Diurnal Herbivorous 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.001677465 0.085046037 0.01043462 0 23.79382199 2370.301981 344.9829435 34.27386129 367.3881919 0.342 544500 LEAST_CONCERN 2 NA "Prosciurillus leucomus (Müller & Schlegel, 1844)" SPECIES Prosciurillus Sciuridae Rodentia Mammalia Chordata LEAST_CONCERN
"Prosciurillus murinus" Prosciurillus Sciuridae Rodentia 72.9 135 1 Viviparous NA NA NA Diurnal Herbivorous 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.001401364 0.076369481 0.008649244 0 23.36077445 2414.119819 293.0669421 30.79946293 427.0588906 0.251 423500 LEAST_CONCERN 2 NA "Prosciurillus murinus (Müller & Schlegel, 1844)" SPECIES Prosciurillus Sciuridae Rodentia Mammalia Chordata LEAST_CONCERN
"Prosciurillus rosenbergii" Prosciurillus Sciuridae Rodentia 222.6 280 NA Viviparous NA NA 3.99166575342466 Diurnal Herbivorous 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0.0000295614 0.00646203 0.000575575 0 26.33976958 3417.837508 230.5914333 25.49711073 12.68544987 0.491 24200 LEAST_CONCERN 2 NA "Prosciurillus rosenbergii (Jentink, 1879)" SPECIES Prosciurillus Sciuridae Rodentia Mammalia Chordata ENDANGERED
"Prosciurillus topapuensis" Prosciurillus Sciuridae Rodentia 128 NA NA Viviparous NA NA 3.99166575342466 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.342 NA NA NA NA "Prosciurillus topapuensis (Roux, 1910)" SPECIES Prosciurillus Sciuridae Rodentia Mammalia Chordata NEAR_THREATENED
"Prosciurillus weberi" Prosciurillus Sciuridae Rodentia 132.9 280 NA Viviparous NA NA 3.99166575342466 Diurnal Herbivorous 0 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.002304192 0.097131375 0.012485325 0 23.70216241 2412.59608 288.9697811 31.74727603 378.2362724 0.309 338800 ENDANGERED 2 NA "Prosciurillus weberi (Jentink, 1890)" SPECIES Prosciurillus Sciuridae Rodentia Mammalia Chordata VULNERABLE
"Proteles cristata" Proteles Hyaenidae Carnivora 10000 730 2.64 Viviparous 1.72978082191781 1.96898630136986 25 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 6 0.001776988 0.05764483 0.073456627 0.2816343 22.01736787 524.0107452 2820.001004 88.08225586 937.706805 18.138 7296300 LEAST_CONCERN 1 2076 "Proteles cristata (Sparrman, 1783)" SPECIES Proteles Hyaenidae Carnivora Mammalia Chordata LEAST_CONCERN
"Protemnodon anak" Protemnodon Macropodidae Diprotodontia 131000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Protemnodon anak Owen, 1874" SPECIES Protemnodon Macropodidae Diprotodontia Mammalia Chordata NOT_EVALUATED
"Protemnodon brehus" Protemnodon Macropodidae Diprotodontia 110000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Protemnodon brehus Owen, 1874" SPECIES Protemnodon Macropodidae Diprotodontia Mammalia Chordata NOT_EVALUATED
"Protemnodon hopei" Protemnodon Macropodidae Diprotodontia 45000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Protemnodon hopei Flannery, 1992" SPECIES Protemnodon Macropodidae Diprotodontia Mammalia Chordata NOT_EVALUATED
"Protemnodon nombe" Protemnodon Macropodidae Diprotodontia 40000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Protemnodon roechus" Protemnodon Macropodidae Diprotodontia 166000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Protemnodon tumbuna" Protemnodon Macropodidae Diprotodontia 50000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Protochromys fellowsi" Protochromys Muridae Rodentia 81 180 2.68 Viviparous NA NA NA NA Herbivorous 0 0 0 1 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.00057925 0.017633965 0.003986776 0.0000921436 16.33212902 3058.107049 287.660344 25.51871876 1925.400369 0.262 96800 LEAST_CONCERN 1 NA "Protochromys fellowsi (Hinton, 1943)" SPECIES Protochromys Muridae Rodentia Mammalia Chordata LEAST_CONCERN
"Protocyon troglodytes" Protocyon Canidae Carnivora 16000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Protocyon troglodytes (Lund, 1938)" SPECIES Protocyon Canidae Carnivora Mammalia Chordata NOT_EVALUATED
"Protopithecus brasiliensis" Protopithecus Atelidae Primates 24850 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Protopithecus brasiliensis Lund, 1838" SPECIES Protopithecus Atelidae Primates Mammalia Chordata NOT_EVALUATED
"Protoxerus aubinnii" Protoxerus Sciuridae Rodentia 350 265 NA Viviparous NA NA NA Diurnal Herbivorous 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.008466338 0.241902844 0.237818372 0.000283945 25.48517934 1769.825442 980.6693922 58.64397904 189.3337723 0.665 508200 NEAR_THREATENED 2 NA "Protoxerus aubinnii (Gray, 1873)" SPECIES Protoxerus Sciuridae Rodentia Mammalia Chordata NEAR_THREATENED
"Protoxerus stangeri" Protoxerus Sciuridae Rodentia 621.5 306 1.4775 Viviparous NA NA 5.99166575342466 Diurnal Herbivorous 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 4 0.003321662 0.095774307 0.10254739 0.017714517 23.89758136 1730.438078 807.5968004 52.55458566 481.2789674 0.822 4489100 LEAST_CONCERN 2 434.2 "Protoxerus stangeri (Waterhouse, 1842)" SPECIES Protoxerus Sciuridae Rodentia Mammalia Chordata LEAST_CONCERN
"Psammomys obesus" Psammomys Muridae Rodentia 369.6 185 3.495 Viviparous 0.273972602739726 0.812493150684932 3.2 Cathemeral Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 4 4 0.00238423 0.032119108 0.002096029 0.367536912 22.69182655 108.0325765 6887.900864 87.27664725 698.1978104 0.409 3751000 LEAST_CONCERN 1 74.39 "Psammomys obesus Cretzschmar, 1828" SPECIES Psammomys Muridae Rodentia Mammalia Chordata LEAST_CONCERN
"Psammomys vexillaris" Psammomys Muridae Rodentia NA 130 3.5 Viviparous 0.273972602739726 0.341917808219178 3.2 Nocturnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 3 3 0.002305106 0.076611362 0.0000000617139 0.248812774 20.57310483 163.6979181 7196.550923 56.97612358 301.8065803 0.409 338800 DATA_DEFICIENT 1 NA "Psammomys vexillaris Thomas, 1925" SPECIES Psammomys Muridae Rodentia Mammalia Chordata DATA_DEFICIENT
"Pseudalopex culpaeus" Pseudalopex Canidae Carnivora 9832.4 NA NA Viviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 6 NA 0.001514541 0.027193641 0.060935413 0.171927175 10.36985787 624.3940982 3128.803126 75.95828075 2012.278138 NA 3630000 LEAST_CONCERN NA NA "Lycalopex culpaeus (Molina, 1782)" SPECIES Lycalopex Canidae Carnivora Mammalia Chordata LEAST_CONCERN
"Pseudalopex fulvipes" Pseudalopex Canidae Carnivora 2837.5 NA NA Viviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.001544011 0.030415657 0.041206441 0 10.96230849 1998.146852 2843.647996 51.31240075 115.6750393 NA 157300 ENDANGERED NA NA "Lycalopex fulvipes (Martin, 1837)" SPECIES Lycalopex Canidae Carnivora Mammalia Chordata ENDANGERED
"Pseudalopex griseus" Pseudalopex Canidae Carnivora 8280 NA NA Viviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 4 NA 0.000799538 0.029843582 0.010112595 0.230908915 13.01209347 566.8340807 4713.200974 53.195998 570.2502325 NA 2553100 LEAST_CONCERN NA NA "Lycalopex gymnocercus (G.Fischer, 1814)" SPECIES Lycalopex Canidae Carnivora Mammalia Chordata LEAST_CONCERN
"Pseudalopex gymnocercus" Pseudalopex Canidae Carnivora 4690 NA NA Viviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 4 NA 0.00185618 0.132225994 0.036761388 0.192116333 19.14677027 949.8407653 4268.709431 50.86447937 338.2135693 NA 3400100 LEAST_CONCERN NA NA "Lycalopex gymnocercus (G.Fischer, 1814)" SPECIES Lycalopex Canidae Carnivora Mammalia Chordata LEAST_CONCERN
"Pseudalopex sechurae" Pseudalopex Canidae Carnivora 4234 NA NA Viviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 5 NA 0.004178237 0.053271772 0.028281486 0.047319603 20.78626482 250.6508267 924.0548879 123.2857443 694.5286079 NA 266200 NEAR_THREATENED NA NA "Lycalopex sechurae (Thomas, 1900)" SPECIES Lycalopex Canidae Carnivora Mammalia Chordata NEAR_THREATENED
"Pseudalopex vetulus" Pseudalopex Canidae Carnivora 5350 NA NA Viviparous NA NA NA Diurnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.002800652 0.166694306 0.057465669 0.306290759 24.46811239 1416.231523 1359.505434 77.52907924 521.9385772 NA 2165900 NEAR_THREATENED NA NA "Lycalopex vetulus (Lund, 1842)" SPECIES Lycalopex Canidae Carnivora Mammalia Chordata NEAR_THREATENED
"Pseudantechinus bilarni" Pseudantechinus Dasyuridae Dasyuromorphia 27.5 100 4.75 Viviparous 0.943356164383562 1.05015068493151 3 Nocturnal Carnivorous 1 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 3 0.000116369 0.0080868 0.000103827 0.377827538 26.93957131 1192.175689 2234.302431 109.2965064 122.2569947 1.025 350900 LEAST_CONCERN 3 NA "Pseudantechinus bilarni (Johnson, 1954)" SPECIES Pseudantechinus Dasyuridae Dasyuromorphia Mammalia Chordata LEAST_CONCERN
"Pseudantechinus macdonnellensis" Pseudantechinus Dasyuridae Dasyuromorphia 32.5 105 5.91 Viviparous 0.958904109589041 1.09394520547945 7.9 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 4 4 0.0000170397 0 0 0.147092386 23.3688374 303.0912086 5953.914808 59.37232734 459.4612412 1.342 1210000 LEAST_CONCERN 1 27.15 "Pseudantechinus macdonnellensis (Spencer, 1896)" SPECIES Pseudantechinus Dasyuridae Dasyuromorphia Mammalia Chordata LEAST_CONCERN
"Pseudantechinus mimulus" Pseudantechinus Dasyuridae Dasyuromorphia 17 91 5.94 Viviparous 0.958904109589041 1.08043835616438 7.9 Nocturnal Carnivorous 1 1 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 4 4 0.0000819329 0.00000881396 0 0.706050652 25.07521319 500.8010734 4651.0292 98.04062972 289.2456165 1.342 60500 NEAR_THREATENED 1 NA "Pseudantechinus mimulus (Thomas, 1906)" SPECIES Pseudantechinus Dasyuridae Dasyuromorphia Mammalia Chordata NEAR_THREATENED
"Pseudantechinus ningbing" Pseudantechinus Dasyuridae Dasyuromorphia 20 90 4 Viviparous 0.936246575342466 1.08075342465753 2 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 4 4 0.0000111852 0.001231594 0.000116615 0.64871481 27.228051 862.2823399 2784.153204 113.5836833 220.466845 0.973 459800 LEAST_CONCERN 1 NA "Pseudantechinus ningbing Kitchener, 1988" SPECIES Pseudantechinus Dasyuridae Dasyuromorphia Mammalia Chordata LEAST_CONCERN
"Pseudantechinus roryi" Pseudantechinus Dasyuridae Dasyuromorphia 23.5 90 6 Viviparous NA NA NA Nocturnal Carnivorous 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 2 2 0.0000229123 0 0 0.255146053 25.83600197 294.6802279 5591.5583 79.78545063 387.6774162 1.035 592900 LEAST_CONCERN 1 NA "Pseudantechinus roryi Cooper, Aplin & Adams, 2000" SPECIES Pseudantechinus Dasyuridae Dasyuromorphia Mammalia Chordata LEAST_CONCERN
"Pseudantechinus woolleyae" Pseudantechinus Dasyuridae Dasyuromorphia 40 100 5.9925 Viviparous 0.876904109589041 NA 4 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 3 3 0.0000125186 0.009388438 0 0.488748726 23.442345 262.5964495 5903.599396 62.31568215 432.3022129 1.353 895400 LEAST_CONCERN 1 NA "Pseudantechinus woolleyae Kitchener & Caputi, 1988" SPECIES Pseudantechinus Dasyuridae Dasyuromorphia Mammalia Chordata LEAST_CONCERN
"Pseudoberylmys muongbangensis" Pseudoberylmys Muridae Rodentia NA NA NA Viviparous NA NA NA NA Omnivorous 1 1 0 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA 1 NA "Pseudoberylmys muongbangensis Tran, Viet, Canh & Dang, 2008" SPECIES Pseudoberylmys Muridae Rodentia Mammalia Chordata LEAST_CONCERN
"Pseudocheirus occidentalis" Pseudocheirus Pseudocheiridae Diprotodontia 987.5 NA 1.1 Viviparous 1.01406849315068 1 10.1 Nocturnal Herbivorous 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.001359317 0.072878952 0.041707859 0 15.81431859 924.2937446 2842.682819 64.97968852 87.31070999 1.053 96800 CRITICALLY_ENDANGERED 3 NA "Pseudocheirus peregrinus occidentalis (Thomas, 1888)" SPECIES Pseudocheirus Pseudocheiridae Diprotodontia Mammalia Chordata NOT_FOUND
