"species" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Lophiostoma vicinellum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophiostoma vicinellum Sacc." "SPECIES" "Lophiostoma" "Lophiostomataceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophiostoma vicinum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophiostoma vicinum Sacc." "SPECIES" "Lophiostoma" "Lophiostomataceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophiostoma viridarium" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophiostoma viridarium Cooke" "SPECIES" "Lophiostoma" "Lophiostomataceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophiostoma winteri" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophiopoacea winteri (Sacc.) Thambug., Jayasiri, Kaz.Tanaka & K.D.Hyde" "SPECIES" "Lophiopoacea" "Lophiostomataceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophiotrema boreale" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophiotrema boreale Math." "SPECIES" "Lophiotrema" "Lophiostomataceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophiotrema crenatum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophiostoma angustilabrum (Berk. & Broome) Cooke" "SPECIES" "Lophiostoma" "Lophiostomataceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophiotrema curreyi" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophiotrema curreyi Sacc." "SPECIES" "Lophiotrema" "Lophiostomataceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophiotrema nucula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophiostoma nucula (Fr.) Ces. & De Not." "SPECIES" "Lophiostoma" "Lophiostomataceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophiotrema vagabundum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophiostoma vagabundum Sacc." "SPECIES" "Lophiostoma" "Lophiostomataceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophium mytilinum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophium mytilinum (Pers.) Fr." "SPECIES" "Lophium" "Mytilinidiaceae" "Mytilinidiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermella conjuncta" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermella conjuncta (Darker) Darker" "SPECIES" "Lophodermella" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermella sulcigena" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermella sulcigena (Link) Höhn." "SPECIES" "Lophodermella" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium abietis" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium abietis Rostr." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium actinothyrium" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophodermium actinothyrium (Fuckel) Sacc." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium airarum" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium airarum Fr. ex Hilitzer" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium apiculatum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium apiculatum (Wormsk. ex Fr.) Duby" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium arundinaceum" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium arundinaceum (Schrad.) Chevall." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium brachypodii" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium brachypodii Hilitzer" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium caricinum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium caricinum (Roberge ex Desm.) Duby" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium culmigenum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium culmigenum (Fr.) De Not." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium festucae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium festucae (Roum.) Terrier" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium fusiforme" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium fusiforme P.R.Johnst." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium gramineum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium gramineum (Fr.) Chevall." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium juncinum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium juncinum (Jaap) Terrier" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium juniperinum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium juniperinum (Fr.) De Not." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium laricinum" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium laricinum Duby" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium luzulae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA NA NA NA NA NA NA NA NA
"Lophodermium maculare" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium maculare (Fr.) De Not." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium melaleucum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium melaleucum (Fr.) De Not." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium neesii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium neesii Duby" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium nitidum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium nitidum P.R.Johnst." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium nonramosum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium nonramosum P.R.Johnst." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium oxycocci" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA NA NA NA NA NA NA NA NA
"Lophodermium paeoniae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium paeoniae Rehm" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium petriniae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium petriniae P.R.Johnst." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium piceae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium piceae (Fuckel) Höhn." "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium pini-excelsae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium pini-excelsae S.Ahmad" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium robergei" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium robergei (Desm.) Sacc., 1883" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium schweinitzii" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophodermium schweinitzii M.Wilson & N.F.Robertson" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium seditiosum" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium seditiosum Minter, Staley & Millar" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium sesleriae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium sesleriae Hilitzer" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium tumidulum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA NA NA NA NA NA NA NA NA
"Lophodermium vagulum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium vagulum M.Wilson & N.F.Robertson" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophodermium versicolor" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lophodermium versicolor (Wahlenb.) Rehm" "SPECIES" "Lophodermium" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Lophomerum rhododendri" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lophomerum rhododendri (Ces. ex Rehm) Remler" "SPECIES" "Lophomerum" "Rhytismataceae" "Rhytismatales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Loramyces macrosporus" NA "exposed_hymenium" "ascohymenial" "poricidal" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Loramyces macrosporus Ingold & B.Chapm." "SPECIES" "Loramyces" "Loramycetaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Loreleia marchantiae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "mosses_lichens" NA NA "Loreleia marchantiae (Singer & Clémençon) Redhead, Moncalvo, Vilgalys & Lutzoni" "SPECIES" "Loreleia" "Rickenellaceae" "Hymenochaetales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Loreleia postii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "mosses_lichens" NA NA "Loreleia postii (Fr.) Redhead, Moncalvo, Vilgalys & Lutzoni" "SPECIES" "Loreleia" "Rickenellaceae" "Hymenochaetales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Loweomyces fractipes" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Loweomyces fractipes (Berk. & M.A.Curtis) Jülich" "SPECIES" "Loweomyces" "Steccherinaceae" "Polyporales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Loweomyces wynneae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Loweomyces wynneae (Berk. & Broome) Jülich" "SPECIES" "Loweomyces" "Steccherinaceae" "Polyporales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Loxospora cismonica" NA "exposed_hymenium" "ascohymenial" "rostrate" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Loxospora cismonica (Beltr.) Hafellner" "SPECIES" "Loxospora" "Sarrameanaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Loxospora ochrophaea" NA "exposed_hymenium" "ascohymenial" "rostrate" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Loxospora ochrophaea (Tuck.) R.C.Harris" "SPECIES" "Loxospora" "Sarrameanaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Luellia furcata" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Luellia furcata K.H.Larss. & Hjortstam" "SPECIES" "Luellia" "Hydnodontaceae" "Trechisporales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Luellia lembospora" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Athelopsis lembospora (Bourdot) Oberw." "SPECIES" "Athelopsis" "Atheliaceae" "Atheliales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Luellia recondita" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Luellia recondita (H.S.Jacks.) K.H.Larss. & Hjortstam" "SPECIES" "Luellia" "Hydnodontaceae" "Trechisporales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lulwoana uniseptata" NA "ostiolar" "ascohymenial" "deliquescent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Lulwoana uniseptata (Nakagiri) Kohlm., Volkm.-Kohlm., J.Campb., Spatafora & Gräfenhan" "SPECIES" "Lulwoana" "Lulworthiaceae" "Lulworthiales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Lulwoidea lignoarenaria" NA "ostiolar" "ascohymenial" "deliquescent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Lulwoidea lignoarenaria (Jørg.Koch & E.B.G.Jones) Kohlm., Volkm.-Kohlm., J.Campb., Spatafora & Gräfenhan" "SPECIES" "Lulwoidea" "Lulworthiaceae" "Lulworthiales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Lulworthia grandispora" NA "ostiolar" "ascohymenial" "deliquescent" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Sammeyersia grandispora (Meyers) S.Y.Guo, E.B.G.Jones & K.L.Pang" "SPECIES" "Sammeyersia" "Lulworthiaceae" "Lulworthiales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Lunulospora curvula" NA NA NA NA NA NA NA 13.6 218 16 NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Lunulospora curvula Ingold" "SPECIES" "Lunulospora" NA "Sordariales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Lycogala conicum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lycogala conicum Pers., 1801" "SPECIES" "Lycogala" "Tubiferaceae" "Cribrariales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Lycogala epidendrum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lycogala epidendrum (L.) Fr., 1829" "SPECIES" "Lycogala" "Tubiferaceae" "Cribrariales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Lycogala flavofuscum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lycogala flavofuscum (Ehrenb.) Rostaf., 1873" "SPECIES" "Lycogala" "Tubiferaceae" "Cribrariales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Lycogala terrestre" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Lycogala epidendrum (L.) Fr., 1829" "SPECIES" "Lycogala" "Tubiferaceae" "Cribrariales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Lycoperdon altimontanum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon altimontanum Kreisel" "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon atropurpureum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon atropurpureum Vittad." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon caudatum" "saprobe" NA NA NA 44 NA 0.56 NA 203.78 NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon caudatum J.Schröt." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon decipiens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "sandy_soil" NA NA "Lycoperdon decipiens Durieu & Mont." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon echinatum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon echinatum Pers." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon ericaeum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon ericaeum Bonord." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon foetidum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon nigrescens Pers." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon frigidum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon frigidum Demoulin" "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon lividum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon lividum Pers." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon mammiforme" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon mammiforme Pers." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon marginatum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon marginatum Vittad." "SPECIES" "Lycoperdon" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon molle" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon molle Pers." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon muscorum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon ericaeum Bonord." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon nigrescens" NA NA NA NA 44.05 9 0.52 5.72 220.67 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Lycoperdon nigrescens Pers." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon norvegicum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon norvegicum Demoulin" "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon perlatum" "saprobe" NA NA NA 44 8.125 1.102 6.345 216.842 20.4025 7.6 NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon perlatum Pers." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "LEAST_CONCERN"
"Lycoperdon pratense" NA NA NA NA 44 NA 0.11 NA 1014.88 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Lycoperdon pratense Pers." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon pyriforme" NA NA NA NA 44 4.87 0.2 10.54 568.33 53.92 NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Apioperdon pyriforme (Schaeff.) Vizzini" "SPECIES" "Apioperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon rimulatum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lycoperdon rimulatum Peck" "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon rupicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon rupicola Jeppson, E.Larss. & M.P.Martín" "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon subcretaceum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lycoperdon subcretaceum (Zeller) Jeppson & E.Larss." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon umbrinum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lycoperdon umbrinum Pers." "SPECIES" "Lycoperdon" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lycoperdon utriforme" NA NA NA NA 44 NA 0.39 NA 292.2 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Bovistella utriformis (Bull.) Demoulin & Rebriev" "SPECIES" "Bovistella" "Lycoperdaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum aemiliae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lyophyllum aemiliae Consiglio" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
