"species" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Lyophyllum amariusculum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum amariusculum Clémençon" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum caerulescens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum caerulescens Clémençon ex Kibby" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum conocephalum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum conocephalum (P.Karst.) Clémençon" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum decastes" "saprobe" NA NA NA NA NA NA NA NA NA NA NA 5.8 5.8 102.160404304535 3462.5 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum decastes (Fr.) Singer" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum deliberatum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum deliberatum (Britzelm.) Kreisel" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum eustygium" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum eustygium (Cooke) Clémençon" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum favrei" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Calocybe favrei (R.Haller Aar. & R.Haller Suhr) Bon" "SPECIES" "Calocybe" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "ENDANGERED"
"Lyophyllum fragile" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum fragile Jul.Schäff." "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum fumosum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum decastes (Fr.) Singer" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum helvella" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum helvella (Boud.) Clémençon" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum incarnatobrunneum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Gerhardtia incarnatobrunnea (Ew.Gerhardt) Bon" "SPECIES" "Gerhardtia" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum konradianum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum konradianum (Maire) Kühner & Romagn." "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum leucophaeatum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Calocybe gangraenosa (Fr.) V.Hofst., Moncalvo, Redhead & Vilgalys" "SPECIES" "Calocybe" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum loricatum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum loricatum (Fr.) Kühner" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum maas-geesterani" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum maas-geesterani Clémençon & Winterh." "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum macrosporum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum macrosporum Singer" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum ochraceum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Calocybe ochracea (R.Haller Aar.) Bon" "SPECIES" "Calocybe" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum paelochroum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum paelochroum Clémençon" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum pseudosinuatum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum pseudosinuatum Consiglio, Contu & Saar" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum rhopalopodium" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum rhopalopodium Clémençon" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum schulmannii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum schulmannii (Harmaja) Harmaja" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum semitale" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 4.5 7 74.2201264410589 2500 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum semitale (Fr.) Kühner" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum tenebrosum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum tenebrosum Clémençon" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum transforme" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lyophyllum transforme (Lapl.) Singer" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum turcicum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Lyophyllum turcicum Sesli, Vizzini & Contu" "SPECIES" "Lyophyllum" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lyophyllum ulmarium" NA NA NA NA NA NA NA NA NA NA NA 42.98654867 NA NA NA NA NA NA NA NA 0 NA NA NA "Hypsizygus ulmarius (Bull.) Redhead" "SPECIES" "Hypsizygus" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lysurus cruciatus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lysurus cruciatus (Lepr. & Mont.) Henn." "SPECIES" "Lysurus" "Phallaceae" "Phallales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Lysurus mokusin" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lysurus mokusin (L.) Fr." "SPECIES" "Lysurus" "Phallaceae" "Phallales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macbrideola cornea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Macbrideola cornea (G.Lister & Cran) Alexop., 1967" "SPECIES" "Macbrideola" "Stemonitidaceae" "Stemonitidales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Macroconia setosa" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA NA NA NA NA NA NA NA NA
"Macrocystidia affinis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA NA NA NA NA NA NA NA NA
"Macrocystidia cucumis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA 4.5 8.8 93.3053018116169 900 1 0 NA 0 0 "soil_peat" NA NA "Macrocystidia cucumis (Pers.) Joss." "SPECIES" "Macrocystidia" "Macrocystidiaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrocystidia latifolia" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA NA NA NA NA NA NA NA NA
"Macrocystidia mastoidea" NA NA NA NA NA NA NA NA NA NA NA NA 9.8 14.5 729.153182922679 10000 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA
"Macrocystidia procera" NA NA NA NA NA NA NA NA NA NA NA NA 10 15.3 801.106126665397 40000 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA
"Macrolepiota excoriata" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Macrolepiota excoriata (Schaeff.) Wasser" "SPECIES" "Macrolepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota fuligineosquarrosa" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lepiota fuligineosquarrosa (Malençon) Contu & Luigi Curreli" "SPECIES" "Lepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota gracilenta" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Macrolepiota mastoidea (Fr.) Singer" "SPECIES" "Macrolepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota konradii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Macrolepiota mastoidea (Fr.) Singer" "SPECIES" "Macrolepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota mastoidea" "saprobe" NA NA NA NA NA NA NA NA NA 6.3 NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Macrolepiota mastoidea (Fr.) Singer" "SPECIES" "Macrolepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota nordica" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Macrolepiota nordica Bellù & Lanzoni" "SPECIES" "Macrolepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota olivascens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Macrolepiota olivascens Singer & M.M.Moser" "SPECIES" "Macrolepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota permixta" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Macrolepiota permixta (Barla) Pacioni" "SPECIES" "Macrolepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota phaeodisca" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Lepiota phaeodisca (Bellù) Contu & Luigi Curreli" "SPECIES" "Lepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota procera" "saprobe" NA NA NA 44 NA 1.0237037037037 NA 133.04962962963 NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Macrolepiota procera (Scop.) Singer" "SPECIES" "Macrolepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota prominens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Macrolepiota prominens (Sacc.) M.M.Moser" "SPECIES" "Macrolepiota" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrolepiota rhacodes" NA NA NA NA 44 6.6 1.265 7.78 90.115 12.08 NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Chlorophyllum rhacodes (Vittad.) Vellinga" "SPECIES" "Chlorophyllum" "Agaricaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrophomina phaseolina" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Macrophomina phaseolina (Tassi) Goid." "SPECIES" "Macrophomina" "Botryosphaeriaceae" "Botryosphaeriales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Macrotyphula contorta" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Typhula contorta (Holmsk.) Olariaga" "SPECIES" "Typhula" "Typhulaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrotyphula filiformis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Typhula filiformis (Bull.) Fr." "SPECIES" "Typhula" "Typhulaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrotyphula fistulosa" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Typhula fistulosa (Holmsk.) Olariaga" "SPECIES" "Typhula" "Typhulaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Macrotyphula tremula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Typhula tremula (Berthier) Olariaga" "SPECIES" "Typhula" "Typhulaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Maireina maxima" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Maireina maxima (Massee) W.B.Cooke" "SPECIES" "Maireina" "Niaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Maireina monacha" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Merismodes bresadolae (Grelet) Singer" "SPECIES" "Merismodes" "Niaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe agardhii" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe agardhii (N.Lund) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe arthrocystis" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe arthrocystis (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe fulvipes" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe fulvipes (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe fuscomarginata" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe fuscomarginata (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe gymnocarpa" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe gymnocarpa (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe heimii" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe heimii (Bon) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe leucoblema" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe leucoblema (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe malenconii" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe malenconii (R.Heim) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe paludosa" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe paludosa (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe perbrevis" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe perbrevis (Weinm.) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe plebeia" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe plebeia Bandini, B.Oertel & U.Eberh." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe pseudodulcamara" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe pseudodulcamara (E.Ludw.) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe squarrosoannulata" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe squarrosoannulata (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe subannulata" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe subannulata (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe substraminipes" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe substraminipes (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe terrigena" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe terrigena (Fr.) Matheny, Vizzini & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Mallocybe umbrinofusca" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Mallocybe umbrinofusca (Kühner) Matheny & Esteve-Rav." "SPECIES" "Mallocybe" "Inocybaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Malvipezia emileia" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Malvipezia emileia (Cooke) Van Vooren" "SPECIES" "Malvipezia" "Pezizaceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Malvipezia howsei" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Malvipezia howsei (Roze & Boud.) Van Vooren" "SPECIES" "Malvipezia" "Pezizaceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Malvipezia lividula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Malvipezia lividula (W.Phillips) Van Vooren & Dougoud" "SPECIES" "Malvipezia" "Pezizaceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Malvipezia pauli" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Malvipezia pauli (Medardi, Lantieri & Cacialli) Van Vooren" "SPECIES" "Malvipezia" "Pezizaceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Mamianiella coryli" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Mamianiella coryli (Batsch) Höhn." "SPECIES" "Mamianiella" "Gnomoniaceae" "Diaporthales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Marasmiellus candidus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA NA NA NA NA NA NA NA NA
"Marasmiellus carneopallidus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Marasmiellus carneopallidus (Pouzar) Singer" "SPECIES" "Marasmiellus" "Omphalotaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Marasmiellus humillimus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Marasmiellus humillimus (Quél.) Singer" "SPECIES" "Marasmiellus" "Omphalotaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Marasmiellus lateralis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Marasmiellus lateralis Bas & Noordel." "SPECIES" "Marasmiellus" "Omphalotaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Marasmiellus primulae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Marasmiellus primulae Schmid-Heckel" "SPECIES" "Marasmiellus" "Omphalotaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Marasmiellus ramealis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA 3.5 8.8 56.4439480094966 156 0 0 NA 1 0 "wood" NA NA "Collybiopsis ramealis (Bull.) Millsp." "SPECIES" "Collybiopsis" "Omphalotaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Marasmiellus trabutii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Marasmiellus trabutii (Maire) Singer" "SPECIES" "Marasmiellus" "Omphalotaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Marasmiellus tricolor" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Marasmiellus tricolor (Alb. & Schwein.) Singer" "SPECIES" "Marasmiellus" "Omphalotaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Marasmiellus vaillantii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Collybiopsis vaillantii (Pers.) R.H.Petersen" "SPECIES" "Collybiopsis" "Omphalotaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Marasmiellus volvatus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Marasmiellus volvatus Singer" "SPECIES" "Marasmiellus" "Omphalotaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
