species Genus Family Order BodyMass_g BodyLength_mm Litter_size Reproductive_mode Age_at_maturity_y First_breeding_y Longevity_max_y Activity Diet Diet_Inv Diet_Vert Diet_Scav Diet_Fruit Diet_Nect Diet_Seed Diet_Plant Fos Ter Aqu Arb Aer Verticality EcoTer EcoFresh EcoMar MajorHabitat_1 MajorHabitat_2 MajorHabitat_3 MajorHabitat_4 MajorHabitat_5 MajorHabitat_6 MajorHabitat_7 MajorHabitat_8 MajorHabitat_9 MajorHabitat_10 MajorHabitat_12 MajorHabitat_13 MajorHabitat_14 MajorHabitat_15 MajorHabitat_16 MajorHabitat_17 MajorHabitatSum HabitatBreadth PropUrbanArea PropCroplandArea PropPastureArea PropRangeLandArea AnnuMeanTemp AnnuPrecip TempSeasonality PrecipSeasonality Elevation Dispersal_km RangeSize_km2 IUCN_status Head_length_mm Eye_diameter_mm Interorbital_dist_mm Internarial_dist_mm Eye_nostril_dist_mm gbif_accepted gbif_rank gbif_genus gbif_family gbif_order gbif_class gbif_phylum gbif_IUCN
"Pristimantis mondolfii" Pristimantis Strabomantidae Anura NA 37.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.004639111 0.031028895 0.242666411 0 17.68348814 2077.057473 418.9800474 40.27666295 1788.680144 NA 24200 DATA_DEFICIENT NA NA NA NA NA "Pristimantis mondolfii (Rivero, 1984)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis moro" Pristimantis Strabomantidae Anura NA 25 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.009423088 0.058544537 0.086990753 0 25.04951006 4100.477842 365.1951696 43.15889098 169.8480231 NA 72600 LEAST_CONCERN NA NA NA NA NA "Pristimantis moro (Savage, 1965)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis muchimuk" Pristimantis Strabomantidae Anura NA 20.7 NA NA NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.0000343058 0.000224108 0 0.002159246 22.42260165 2814.817905 520.1245397 48.1039492 869.2370993 NA 24200 VULNERABLE 8.3 2.75 2.55 1.95 2.45 "Pristimantis muchimuk Barrio-Amorós, Mesa, Brewer-Carías & McDiarmid, 2010" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis multicolor" Pristimantis Brachycephaloidea NA NA 30.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.5 3.59 NA NA NA "Pristimantis multicolor Páez & Ron, 2019" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis munozi" Pristimantis Brachycephaloidea NA NA 16.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.8 2.1 NA 1.8 1.7 "Pristimantis munozi Rojas-Runjaic, Delgado C. & Guayasamin, 2014" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis muricatus" Pristimantis Strabomantidae Anura NA 40.7 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.018926194 0.100852757 0.163652857 0.006828039 17.84143159 1912.548371 296.0016027 50.32306086 1562.003508 NA 72600 VULNERABLE 11.6 4.3 2.9 NA 3.9 "Pristimantis muricatus (Lynch & Miyata, 1980)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis muscosus" Pristimantis Strabomantidae Anura NA 46.1 NA Oviparous NA NA NA Diurnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000960598 0.021158766 0.004738923 0.001914485 21.34214796 1930.182918 599.8369279 21.09022937 971.7370511 NA 48400 NEAR_THREATENED 18.5 5.2 5.9 NA 4.2 "Pristimantis muscosus (Duellman & Pramuk, 1999)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata NEAR_THREATENED
"Pristimantis museosus" Pristimantis Strabomantidae Anura NA 40 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.007653372 0.077271141 0.167455996 0 24.1751333 2408.943653 544.191752 58.15558465 286.579582 NA 60500 VULNERABLE NA NA NA NA NA "Pristimantis museosus (Ibáñez, Jaramillo & Arosemena, 1994)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis mutabilis" Pristimantis Brachycephaloidea NA NA 19.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.325 2.6 1.9125 NA NA "Pristimantis mutabilis Guayasamin, Krynak, Krynak, Culebras & Hutter, 2015" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis myersi" Pristimantis Strabomantidae Anura NA 25 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 NA 0.003472177 0.050751272 0.284227782 0 15.7548368 2169.376357 264.5842017 31.43078517 2089.561888 NA 36300 VULNERABLE 8 NA NA NA NA "Pristimantis myersi (Goin & Cochran, 1963)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis myops" Pristimantis Strabomantidae Anura NA 15.6 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001546071 0.014662332 0.097547365 0 22.39616316 4639.520901 232.0113222 20.38627988 842.6768125 NA 48400 ENDANGERED 5.7 1.8 1.7 NA 1.8 "Pristimantis myops (Lynch, 1998)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis nangaritza" Pristimantis Brachycephaloidea NA NA 23.95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.55 3.195 NA NA NA "Pristimantis nangaritza Páez & Ron, 2019" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata CRITICALLY_ENDANGERED
"Pristimantis nelsongalloi" Pristimantis Brachycephaloidea NA NA 17.45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.525 2.325 2.25 1.9 1.9 "Pristimantis nelsongalloi Valencia, Valladares-Suntasig, Tipantiza-Tuguminago & Dueñas, 2019" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata NOT_EVALUATED
"Pristimantis nephophilus" Pristimantis Strabomantidae Anura NA 34 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001265618 0.034425967 0.023611488 0.000213169 19.83751714 1621.999134 638.203546 25.71777459 1298.680895 NA 96800 NEAR_THREATENED 11.4 3 3.3 NA 3 "Pristimantis nephophilus (Duellman & Pramuk, 1999)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata NEAR_THREATENED
"Pristimantis nervicus" Pristimantis Strabomantidae Anura NA 20.65 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 NA 0.020424701 0.065468327 0.358733942 0.017617997 18.02964348 1808.182302 347.1776967 41.35360523 1773.599352 NA 60500 LEAST_CONCERN NA NA NA NA NA "Pristimantis nervicus (Lynch, 1994)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis nicefori" Pristimantis Strabomantidae Anura NA 22.25 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.002091154 0.012595312 0.253385544 0 15.50600215 2041.205714 336.394424 41.7328147 2181.495195 NA 24200 LEAST_CONCERN NA NA NA NA NA "Pristimantis nicefori (Cochran & Goin, 1970)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis nietoi" Pristimantis Brachycephaloidea NA NA 17.45 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.2 2.5 2.25 NA 2.15 "Pristimantis nietoi Arteaga-Navarro, Pyron, Peñafiel, Romero-Barreto, Culebras, Bustamante, Yánez-Muñoz et al., 2016" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis nigrogriseus" Pristimantis Strabomantidae Anura NA 30.2 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.00479769 0.063740122 0.181644146 0.003476154 15.24672172 1901.161723 521.9906067 24.09420075 2185.788308 NA 72600 VULNERABLE NA NA NA NA NA "Pristimantis nigrogriseus (Andersson, 1945)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis nimbus" Pristimantis Brachycephaloidea NA NA 23.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7 1.1 2.5 1.1 4.2 "Pristimantis nimbus Urgilés, Posse, Timbe, Astudillo & Sánchez-Nivicela, 2017" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis nubisilva" Pristimantis Brachycephaloidea NA NA 24.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.4 3.9 3 2.2 3.1 "Pristimantis nubisilva Kaiser, Barrio-Amorós, Rivas-Fuenmayor, Steinlein & Schmid, 2015" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis nyctophylax" Pristimantis Strabomantidae Anura NA 37.8 NA Oviparous NA NA NA Diurnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.012737958 0.136264235 0.232418248 0.010827382 14.95215195 1712.332255 370.0748837 52.09891679 2161.85182 NA 36300 LEAST_CONCERN NA 3.7 3.1 NA 3.4 "Pristimantis nyctophylax (Lynch, 1976)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis obmutescens" Pristimantis Strabomantidae Anura NA 31.9 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.005493545 0.050784889 0.343296526 0 15.48203505 2082.604281 223.4696081 34.32393857 2190.257943 NA 24200 LEAST_CONCERN 10.7 4 3.7 NA 2.9 "Pristimantis obmutescens (Lynch, 1980)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis ocellatus" Pristimantis Strabomantidae Anura NA 45.7 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.009001604 0.053966401 0.154878381 0.003230584 19.41006192 3128.783637 250.7160563 32.15992593 1300.34418 NA 84700 ENDANGERED 18.6 5.5 4.7 NA 5.6 "Pristimantis ocellatus (Lynch & Burrowes, 1990)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis ockendeni" Pristimantis Strabomantidae Anura 1.87 29.5 16.5 Oviparous NA NA NA Cathemeral Carnivorous 1 0 NA 0 0 0 0 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.000245496 0.005720181 0.002242384 0.0000345681 24.40363782 2726.066525 511.1998427 27.98864568 274.4212516 NA 1197900 LEAST_CONCERN NA NA NA NA NA "Pristimantis ockendeni (Boulenger, 1912)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis ocreatus" Pristimantis Strabomantidae Anura NA 20.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 0 0.25 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.002403766 0.048295678 0.1203052 0.000654298 16.86246235 1735.905416 347.9732509 27.29074146 1857.09506 NA 24200 ENDANGERED NA NA NA NA NA "Pristimantis ocreatus (Lynch, 1981)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis olivaceus" Pristimantis Strabomantidae Anura NA 20.7 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001252477 0.014303709 0.054364521 0.002366858 19.96525544 2436.219466 1582.323377 57.44582222 1309.860978 NA 60500 LEAST_CONCERN 6.7 2.9 2.9 NA 2.3 "Pristimantis olivaceus (Köhler, Morales, Lötters, Reichle & Aparicio, 1998)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis omeviridis" Pristimantis Brachycephaloidea NA NA 24.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.75 3 3.35 NA 2.75 "Pristimantis omeviridis Monteros, Morrone, Ron & Cannatella, 2015" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata NOT_EVALUATED
"Pristimantis onorei" Pristimantis Strabomantidae Anura NA 20.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.008447335 0.113782579 0.266140802 0.017622466 10.13912696 1607.956819 366.5284848 35.46946982 3170.982435 NA 24200 DATA_DEFICIENT NA NA NA NA NA "Pristimantis onorei Rödder & Schmitz, 2009" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis orcesi" Pristimantis Strabomantidae Anura NA 36 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.009916963 0.092529421 0.269739258 0.009480457 11.45003114 1590.189955 397.5729234 33.38584207 2921.619934 NA 36300 VULNERABLE NA NA NA NA NA "Pristimantis orcesi (Lynch, 1972)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis orcus" Pristimantis Strabomantidae Anura NA 36.5 NA NA NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000355719 0.003886526 0.0000154058 0 24.81268648 2520.801028 424.8862656 18.8339738 176.4690966 NA 314600 LEAST_CONCERN NA NA NA NA NA "Pristimantis orcus Lehr, Catenazzi & Rodríguez, 2009" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis orestes" Pristimantis Strabomantidae Anura NA 38.1 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.004334558 0.087004379 0.173588187 0.000865384 17.4752021 1138.045306 391.5802186 57.6075221 1738.215411 NA 48400 ENDANGERED 7.8 2.9 2.8 NA NA "Pristimantis orestes (Lynch, 1979)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis ornatissimus" Pristimantis Strabomantidae Anura NA 38.1 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.013526025 0.136517847 0.167680082 0.004743492 19.5906912 1896.926473 368.3760097 63.27684155 1178.508056 NA 60500 ENDANGERED NA NA NA NA NA "Pristimantis ornatissimus (Despax, 1911)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis ornatus" Pristimantis Strabomantidae Anura NA 27.3 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001221233 0.040004503 0.071129178 0.018211512 12.8857377 1600.033197 851.0539617 48.57773224 2747.974488 NA 12100 ENDANGERED 8.4 2.25 2.65 2.6 2.35 "Pristimantis ornatus (Lehr, Lundberg, Aguilar & von May, 2006)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis orpacobates" Pristimantis Strabomantidae Anura NA 43 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.002409334 0.034664167 0.136473653 0 21.91182777 3847.594147 230.0527667 24.45153457 933.9162328 NA 108900 NEAR_THREATENED NA NA NA NA NA "Pristimantis orpacobates (Lynch, Ruiz-Carranza & Ardila-Robayo, 1994)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata NEAR_THREATENED
"Pristimantis orphnolaimus" Pristimantis Strabomantidae Anura NA 34 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000763443 0.007574767 0.006323012 0 24.14028673 4227.173494 474.696395 24.82625398 278.6308297 NA 60500 LEAST_CONCERN NA NA NA NA NA "Pristimantis orphnolaimus (Lynch, 1970)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis ortizi" Pristimantis Strabomantidae Anura NA 29.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000998639 0.034226335 0.051948118 0.000878436 17.61736806 1669.449722 392.5102778 26.16194444 1719.002813 NA 12100 ENDANGERED NA NA NA NA NA "Pristimantis ortizi (Guayasamin, Almeida-Reinoso & Nogales-Sornosa, 2004)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis padiali" Pristimantis Brachycephaloidea NA NA 29.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.002161918 0.004706227 0 0 25.01305312 2781.233985 389.0553031 18.62324209 126.9665176 NA 48400 LEAST_CONCERN 10.15 3.55 4.45 2.45 2.95 "Pristimantis padiali Moravec, Lehr, Perez-Peña, Lopez, Gagliardi-Urrutia & Arista-Tuanama, 2010" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis padrecarlosi" Pristimantis Strabomantidae Anura NA 26.4 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.002040469 0.056818532 0.344969646 0 18.7236875 2346.889236 298.1594444 35.02305556 1611.09691 NA 12100 DATA_DEFICIENT NA NA NA NA NA "Pristimantis padrecarlosi (Mueses-Cisneros, 2006)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis pahuma" Pristimantis Brachycephaloidea NA NA 22.525 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9 NA NA NA NA "Pristimantis pahuma Hutter & Guayasamin, 2015" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis paisa" Pristimantis Strabomantidae Anura NA 25.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 4 NA 0.014373864 0.036364051 0.35793093 0 18.18658941 2470.875261 283.6945015 36.45320537 1691.809937 NA 36300 LEAST_CONCERN NA NA NA NA NA "Pristimantis paisa (Lynch & Ardila-Robayo, 1999)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis palmeri" Pristimantis Strabomantidae Anura NA 28.4 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.005922589 0.045373055 0.18516486 0.0000865751 20.50254901 3645.437559 226.1794123 25.66221202 1241.515198 NA 108900 LEAST_CONCERN NA NA NA NA NA "Pristimantis palmeri (Boulenger, 1912)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis paramerus" Pristimantis Strabomantidae Anura NA 37.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.008295945 0.075304142 0.138482261 0.000762958 20.08422176 1372.142011 420.6752755 43.70778237 1359.151067 NA 12100 ENDANGERED NA NA NA NA NA "Pristimantis paramerus (Rivero, 1984)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis pardalinus" Pristimantis Strabomantidae Anura NA 27.75 NA Oviparous NA NA NA Crepuscular NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001221233 0.040004503 0.071129178 0.018211512 12.8857377 1600.033197 851.0539617 48.57773224 2747.974488 NA 12100 ENDANGERED 10.3 2.7 3.95 2.05 3.2 "Pristimantis pardalinus (Lehr, Lundberg, Aguilar & von May, 2006)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis pardalis" Pristimantis Strabomantidae Anura NA 34.1 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.005614169 0.025367242 0.042111035 0 21.77615007 3003.993824 402.0650338 40.7769766 600.0572143 NA 60500 LEAST_CONCERN NA NA NA NA NA "Pristimantis pardalis (Barbour, 1928)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
"Pristimantis parectatus" Pristimantis Strabomantidae Anura NA 30 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.016297029 0.038191543 0.379273994 0 17.60064299 2354.153728 292.4145098 33.98850071 1834.122697 NA 24200 ENDANGERED NA NA NA NA NA "Pristimantis parectatus (Lynch & Rueda-Almonacid, 1998)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis pariagnomus" Pristimantis Brachycephaloidea NA NA 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5.5 2.1 NA 1.7 1.4 "Pristimantis pariagnomus Kaiser, Barrio-Amorós, Rivas-Fuenmayor, Steinlein & Schmid, 2015" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis parvillus" Pristimantis Strabomantidae Anura NA 25.9 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.008818019 0.12906998 0.128865498 0.001491223 22.49757791 2172.068489 403.72149 66.2765294 563.499118 NA 96800 VULNERABLE 7.6 2.8 2.6 NA 2.5 "Pristimantis parvillus (Lynch, 1976)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata VULNERABLE
"Pristimantis pastazensis" Pristimantis Strabomantidae Anura NA 31.7 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 NA 0.005939563 0.075499305 0.291944882 0.001445764 11.92773416 1587.931956 475.3786501 29.44862259 2847.507188 NA 12100 ENDANGERED NA NA NA NA NA "Pristimantis pastazensis (Andersson, 1945)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata ENDANGERED
"Pristimantis pataikos" Pristimantis Strabomantidae Anura NA 21.6 NA Oviparous NA NA NA Diurnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.002106302 0.087269268 0.047878265 0.000779878 18.41913716 1252.626618 585.1226904 38.40303573 1652.877281 NA 108900 DATA_DEFICIENT 7.8 2.1 2.4 NA 1.5 "Pristimantis pataikos (Duellman & Pramuk, 1999)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata DATA_DEFICIENT
"Pristimantis paulodutrai" Pristimantis Strabomantidae Anura NA 36 NA NA NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.007379845 0.139570793 0.062729415 0.003715168 24.08290978 1342.671471 1370.750132 23.58972637 206.8807917 NA 133100 LEAST_CONCERN NA NA NA NA NA "Pristimantis paulodutrai (Bokermann, 1975)" SPECIES Pristimantis Craugastoridae Anura Amphibia Chordata LEAST_CONCERN
