"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "AnnuMeanTemp" "Migration_type" "Migration_dist" "MISSING_ALL_TRAITS"
"Lebias fasciatus" "Lebias fasciata Valenciennes, 1821" "SPECIES" "synonym" "Aphanius fasciatus (Valenciennes, 1821)" "Aphanius" "Cyprinodontidae" "Cyprinodontiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 924684.719114031 60 3.7433784 0.440706956 0.556986906 0.493565727 0.254195772 0.538670793 0.313797035 0.139757012 1.943765071 NA NA NA "ma1" NA "ls1" "Carnivorous" NA NA NA NA NA NA NA NA "demersal" "wc" NA "limno" "limno" "fbm" NA NA NA "nom" NA "NO"
"Lepomis gibbosus" "Lepomis gibbosus (Linnaeus, 1758)" "SPECIES" "accepted" "Lepomis gibbosus (Linnaeus, 1758)" "Lepomis" "Centrarchidae" "Perciformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "NEO" NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2330320.60012399 400 2.148928303 0.523731719 0.330129489 0.464434835 0.301593427 0.494616905 0.318648272 0.250377931 2.415496154 14000 "fe2" 2 "ma4" 8 "ls2" "Omnivorous" 1 1 1 0 0 1 0 0 "bentic" "wc" "phylith" "limno" "limno" "fre" -7.4 28.6 10.6 "pot" "short" "NO"
"Lethenteron camtschaticum" "Lethenteron camtschaticum (Tilesius, 1811)" "SPECIES" "accepted" "Lethenteron camtschaticum (Tilesius, 1811)" "Lethenteron" "Petromyzontidae" "Petromyzontiformes" "Cephalaspidomorphi" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5681260.12035114 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Lethenteron kessleri" "Lethenteron kessleri (Anikin, 1905)" "SPECIES" "accepted" "Lethenteron kessleri (Anikin, 1905)" "Lethenteron" "Petromyzontidae" "Petromyzontiformes" "Petromyzonti" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA NA 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lethenteron reissneri" "Lethenteron reissneri (Dybowski, 1869)" "SPECIES" "accepted" "Lethenteron reissneri (Dybowski, 1869)" "Lethenteron" "Petromyzontidae" "Petromyzontiformes" "Cephalaspidomorphi" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9284633.76719637 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leucaspius delineatus" "Leucaspius delineatus (Heckel, 1843)" "SPECIES" "accepted" "Leucaspius delineatus (Heckel, 1843)" "Leucaspius" "Cyprinidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "No" "VU" "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4833300.57749635 120 4.33928169 0.433064294 0.472083149 0.47113322 0.472242674 0.680182624 0.12047509 0.15772719 3.089545793 NA "fe1" NA "ma1" NA "ls1" "Omnivorous" NA NA NA NA NA NA NA NA "pelagic" "wc" "phy" "limno" "limno" "frb" NA NA NA "pot" "short" "NO"
"Leucaspius ghigii" "Leucaspius ghigii Gianferrari, 1927" "SPECIES" "homotypic synonym" "Squalius ghigii (Gianferrari, 1927)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1520.62216155093 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA NA NA NA NA NA NA NA "ben" NA "eury" "eury" NA NA NA NA NA NA "NO"
"Leucaspius marathonicus" "Leucaspius marathonicus Vinciguerra, 1921" "SPECIES" "homotypic synonym" "Pelasgus marathonicus (Vinciguerra, 1921)" "Pelasgus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "NT" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10350.3255636947 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leucaspius thesproticus" "Leucaspius thesproticus Stephanidis, 1939" "SPECIES" "homotypic synonym" "Pelasgus thesproticus (Stephanidis, 1939)" "Pelasgus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "NT" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8939.95770242766 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus albidus" "Leuciscus albidus Costa, 1838" "SPECIES" "homotypic synonym" "Alburnus albidus (Costa, 1838)" "Alburnus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 50579.2558514203 200 3.399537805 0.580208499 0.480494606 0.525608122 0.313874884 0.403177451 0.385706012 0.1680655 3.119769486 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "wc" NA "eury" "limno" NA NA NA NA NA NA "NO"
"Leuciscus alburnoides" "Leuciscus alburnoides Steindachner, 1866" "SPECIES" "homotypic synonym" "Squalius alburnoides (Steindachner, 1866)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 318017.140832034 250 4.156183398 0.552124888 0.564294843 0.516949924 0.328277703 0.484616646 0.282984498 0.193581753 2.848021817 NA NA NA "ma2" NA "ls2" "Carnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" NA "eury" "eury" "fre" NA NA NA NA NA "NO"
"Leuciscus albus" "Leuciscus albus Bonaparte, 1838" "SPECIES" "proparte synonym" "Squalius cephalus (Linnaeus, 1758)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "No" "LC" "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7126749.38286684 850 3.572677392 0.608186863 0.359761796 0.532037571 0.46206342 0.356574909 0.344020273 0.172295685 2.6003 NA "fe2" NA "ma3" NA "ls2" "Omnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" "lith" "rheo" "eury" "frb" NA NA NA "pot" "short" "NO"
"Leuciscus aphipsi" "Leuciscus aphipsi Aleksandrov, 1927" "SPECIES" "homotypic synonym" "Squalius aphipsi (Aleksandrov, 1927)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9108.74435899061 160 4.208836501 0.480530029 0.547123036 0.431829929 0.576685726 0.503628174 0.220805112 0.167653105 2.435693548 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus aradensis" "Leuciscus aradensis Coelho, Bogutskaya, Rodrigues & Collares-Pereira, 1998" "SPECIES" "homotypic synonym" "Squalius aradensis (Coelho, Bogutskaya, Rodrigues & Collares-Pereira, 1998)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5611.48450883971 131 3.929315609 0.546272708 0.391304348 0.438762607 0.514652174 0.425623786 0.277611572 0.125214874 2.289302301 NA NA NA NA NA NA "Carnivorous" NA NA NA NA NA NA NA NA NA "wc" NA "eury" "eury" NA NA NA NA NA NA "NO"
"Leuciscus arrigonis" "Leuciscus arrigonis Steindachner, 1866" "SPECIES" "homotypic synonym" "Parachondrostoma arrigonis (Steindachner, 1866)" "Parachondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23959.7536185679 NA NA NA NA NA NA NA NA NA NA NA NA NA "ma2" NA "ls2" NA NA NA NA NA NA NA NA NA "bentic" NA NA NA NA "fre" NA NA NA NA NA "NO"
"Leuciscus aspius" "Leuciscus aspius (Linnaeus, 1758)" "SPECIES" "accepted" "Leuciscus aspius (Linnaeus, 1758)" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "NEO" "No" NA "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7348441.6008353 1200 3.995498524 0.591368334 0.226139983 0.562939922 0.659581401 0.427810753 0.346982617 0.174020601 2.212635366 NA "fe3" NA "ma5" NA "ls2" "Carnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" "lith" "rheo" "rheo" "frb" NA NA NA "pot" "medium" "NO"
"Leuciscus bearnensis" "Leuciscus bearnensis (Blanchard, 1866)" "SPECIES" "accepted" "Leuciscus bearnensis (Blanchard, 1866)" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 16870.1843886057 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus burdigalensis" "Leuciscus burdigalensis Valenciennes, 1844" "SPECIES" "accepted" "Leuciscus burdigalensis Valenciennes, 1844" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 157096.217571546 400 4.088354127 0.497896326 0.408502122 0.319111824 0.369156594 0.485192651 0.250707591 0.166581396 2.993740354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus carolitertii" "Leuciscus carolitertii Doadrio, 1988" "SPECIES" "homotypic synonym" "Squalius carolitertii (Doadrio, 1988)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 148403.506776833 250 4.515510542 0.568493393 0.51422973 0.431718935 0.401783784 0.523741781 0.256874111 0.169546756 3.07828125 NA NA NA "ma2" NA "ls2" "Carnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" NA "eury" "eury" "fre" NA NA NA "nom" NA "NO"
"Leuciscus caspicus" "Leuciscus caspicus Yakovlev, 1870" "SPECIES" "homotypic synonym" "Rutilus caspicus (Yakovlev, 1870)" "Rutilus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 550559.399627873 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus cavedanus" "Leuciscus cavedanus Bonaparte, 1838" "SPECIES" "homotypic synonym" "Squalius cephalus (Linnaeus, 1758)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "No" "LC" "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7126749.38286684 850 3.572677392 0.608186863 0.359761796 0.532037571 0.46206342 0.356574909 0.344020273 0.172295685 2.6003 NA "fe2" NA "ma3" NA "ls2" "Omnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" "lith" "rheo" "eury" "frb" NA NA NA "pot" "short" "NO"
"Leuciscus danilewskii" "Leuciscus danilewskii (Kessler, 1877)" "SPECIES" "accepted" "Leuciscus danilewskii (Kessler, 1877)" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 369604.464426543 240 4.242870476 0.483676336 0.519584333 0.304761815 0.44686251 0.471750587 0.2462078 0.17109058 2.804878049 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus frisii" "Leuciscus frisii Nordmann, 1840" "SPECIES" "homotypic synonym" "Rutilus frisii (Nordmann, 1840)" "Rutilus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1157746.00871088 700 3.795173646 0.564551262 0.210683034 0.456980102 0.421366069 0.435626178 0.341466996 0.136923072 2.74995001 NA NA NA NA NA NA "Carnivorous" NA NA NA NA NA NA NA NA NA "ben" NA "rheo" "eury" NA NA NA NA NA NA "NO"
"Leuciscus genei" "Leuciscus genei Bonaparte, 1839" "SPECIES" "homotypic synonym" "Protochondrostoma genei (Bonaparte, 1839)" "Protochondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 300 4.095264208 0.595900081 0.407511737 0.471747424 0.287354233 0.385198754 0.445670816 0.159646269 3.968935484 NA NA NA "ma2" NA "ls2" NA NA NA NA NA NA NA NA NA "bentic" "ben" NA NA "rheo" "fre" NA NA NA NA NA "NO"
"Leuciscus heckelii" "Leuciscus heckelii Nordmann, 1840" "SPECIES" "homotypic synonym" "Rutilus heckelii (Nordmann, 1840)" "Rutilus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 253187.302522958 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus idus" "Leuciscus idus (Linnaeus, 1758)" "SPECIES" "accepted" "Leuciscus idus (Linnaeus, 1758)" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 850 3.583934434 0.520366586 0.406840754 0.542585138 0.460805228 0.465069806 0.240230979 0.185600454 2.150565321 NA "fe3" NA "ma4" NA "ls2" "Omnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" "phylith" "eury" "rheo" "frb" NA NA NA "pot" "short" "NO"
"Leuciscus keadicus" "Leuciscus keadicus Stephanidis, 1971" "SPECIES" "homotypic synonym" "Squalius keadicus (Stephanidis, 1971)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6241.44585541928 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus lemmingii" "Leuciscus lemmingii Steindachner, 1866" "SPECIES" "homotypic synonym" "Iberochondrostoma lemmingii (Steindachner, 1866)" "Iberochondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 219339.820902617 250 4.904021011 0.315679191 0.450806026 0.226109547 0.330511228 0.466990926 0.231020849 0.139550531 2.15419385 NA NA NA "ma1" NA NA "Omnivorous" NA NA NA NA NA NA NA NA "bentic" "ben" NA "rheo" "limno" "fre" NA NA NA NA NA "NO"
"Leuciscus leuciscus" "Leuciscus leuciscus (Linnaeus, 1758)" "SPECIES" "accepted" "Leuciscus leuciscus (Linnaeus, 1758)" "Leuciscus" "Cyprinidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "Yes" "LC" "LC" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6965307.42875756 400 4.559024887 0.476097198 0.443884164 0.324335707 0.359510662 0.551620454 0.226099646 0.163173148 2.808990347 NA "fe2" NA "ma2" NA "ls2" "Omnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" "phylith" "rheo" "rheo" "frb" NA NA NA "nom" "short" "NO"
"Leuciscus lucumonis" "Leuciscus lucumonis Bianco, 1983" "SPECIES" "homotypic synonym" "Squalius lucumonis (Bianco, 1983)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 44769.5957760023 160 3.714509819 0.558175358 0.472257622 0.514014629 0.384692677 0.385605474 0.375597724 0.164605075 3.19727876 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus macedonicus" "Leuciscus macedonicus Steindachner, 1892" "SPECIES" "homotypic synonym" "Pachychilon macedonicum (Steindachner, 1892)" "Pachychilon" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 33954.6272453211 150 3.204967111 0.489809974 0.487789015 0.387776185 0.218757114 0.432211728 0.23213583 0.130830998 2.053007436 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus macrolepidotus" "Leuciscus macrolepidotus Steindachner, 1866" "SPECIES" NA "unresolved_accepted_11903" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA NA 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Leuciscus meidingeri" "Leuciscus meidingeri Heckel, 1851" "SPECIES" "homotypic synonym" "Rutilus meidingeri (Heckel, 1851)" "Rutilus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 91.4245783457049 700 4.018395848 0.4836218 0.29705243 0.359633663 0.382144448 0.450087512 0.28100615 0.169397734 2.852695135 NA NA NA "ma4" NA "ls3" "Omnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" "lith" NA "rheo" "fre" NA NA NA "pot" "medium" "NO"
"Leuciscus montenigrinus" "Leuciscus montenigrinus Vukovic, 1963" "SPECIES" "homotypic synonym" "Telestes montenigrinus (Vukovic, 1963)" "Telestes" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19627.2254566366 160 3.896519012 0.436997256 0.433044309 0.346444532 0.370692614 0.525339083 0.193038024 0.165772302 2.953275793 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus moreoticus" "Leuciscus moreoticus Stephanidis, 1971" "SPECIES" "homotypic synonym" "Squalius moreoticus (Stephanidis, 1971)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6566.84631349477 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus muticellus" "Leuciscus muticellus Bonaparte, 1837" "SPECIES" "homotypic synonym" "Telestes muticellus (Bonaparte, 1837)" "Telestes" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "Yes" "NT" "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 214773.169806131 170 3.82672 0.622733333 0.485294118 0.490853333 0.374926471 0.453333333 0.362653333 0.226880113 2.317515181 NA NA NA NA NA NA "Carnivorous" NA NA NA NA NA NA NA NA NA "ben" NA "rheo" "rheo" NA NA NA NA NA NA "NO"
"Leuciscus oxyrrhis" "Leuciscus oxyrrhis (La Blanchère, 1873)" "SPECIES" "accepted" "Leuciscus oxyrrhis (La Blanchère, 1873)" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35325.9084755053 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus pamvoticus" "Leuciscus pamvoticus Stephanidis, 1939" "SPECIES" "homotypic synonym" "Squalius pamvoticus (Stephanidis, 1939)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7014.40352024804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Leuciscus parva" "Leuciscus parvus Temminck & Schlegel, 1846" "SPECIES" "synonym" "Pseudorasbora parva (Temminck & Schlegel, 1846)" "Pseudorasbora" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "NEO" NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2237482.28691118 125 4.215011163 0.496265565 0.4223579 0.510742615 0.277717671 0.515789975 0.255900356 0.150239916 2.273507293 NA "fe1" NA "ma1" NA "ls1" "Omnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" "phylith" "eury" "eury" "fre" NA NA NA "nom" "short" "NO"
"Leuciscus peloponensis" "Leuciscus peloponensis Valenciennes, 1844" "SPECIES" "homotypic synonym" "Squalius peloponensis (Valenciennes, 1844)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18524.438715323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
