"species" "scientificName" "taxonRank" "gbif_status" "gbif_accepted" "genus" "family" "order" "class" "phylum" "group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "CH_status"
"Micarea pseudomicrococca" "Micarea pseudomicrococca Launis & Myllys" "SPECIES" "accepted" "Micarea pseudomicrococca Launis & Myllys" "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Micarea pusilla" "Micarea pusilla Launis, Malíček & Myllys" "SPECIES" "accepted" "Micarea pusilla Launis, Malíček & Myllys" "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Micarea rhabdogena" "Micarea rhabdogena (Norman) Hedl." "SPECIES" "accepted" "Micarea rhabdogena (Norman) Hedl." "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Micarea soralifera" "Micarea soralifera Guzow-Krzem., Czarnota, Łubek & Kukwa" "SPECIES" "accepted" "Micarea soralifera Guzow-Krzem., Czarnota, Łubek & Kukwa" "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Micarea stipitata" "Micarea stipitata Coppins & P.James" "SPECIES" "accepted" "Micarea stipitata Coppins & P.James" "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "CRITICALLY_ENDANGERED" 1 0 0 NA 1 0 1 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 NA 3 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA
"Micarea subnigrata" "Micarea subnigrata (Nyl.) Coppins & H.Kilias" "SPECIES" "accepted" "Micarea subnigrata (Nyl.) Coppins & H.Kilias" "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 1 NA 0 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Micarea subviridescens" "Micarea subviridescens (Nyl.) Hedl." "SPECIES" "accepted" "Micarea subviridescens (Nyl.) Hedl." "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Micarea sylvicola" "Micarea sylvicola (Flot. ex Körb.) Vĕzda & V.Wirth" "SPECIES" "synonym" "Brianaria sylvicola (Flot. ex Körb.) S.Ekman & M.Svenss." "Brianaria" "Psoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "NE" NA NA 1 0 0 0 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 1 NA 0 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 1 0.333333333333333 0.333333333333333 0.666666666666667 0.333333333333333 0.125 "NE"
"Micarea ternaria" "Micarea ternaria (Nyl.) Vĕzda" "SPECIES" "accepted" "Micarea ternaria (Nyl.) Vĕzda" "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 1 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 NA 1 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Micarea tuberculata" "Micarea tuberculata (Sommerf.) R.A.Anderson" "SPECIES" "synonym" "Brianaria tuberculata (Sommerf.) S.Ekman & M.Svenss." "Brianaria" "Psoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 1 NA 0 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Micarea turfosa" "Micarea turfosa (A.Massal.) Du Rietz" "SPECIES" "accepted" "Micarea turfosa (A.Massal.) Du Rietz" "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 1 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 NA 0 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA
"Micarea viridileprosa" "Micarea viridileprosa Coppins & van den Boom" "SPECIES" "accepted" "Micarea viridileprosa Coppins & van den Boom" "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "DATA_DEFICIENT" 1 0 0 NA 1 0 1 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent, present" "absent, present" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 1 0 0 0 NA NA NA NA NA NA
"Micarea xanthonica" "Micarea xanthonica Coppins & Tønsberg" "SPECIES" "accepted" "Micarea xanthonica Coppins & Tønsberg" "Micarea" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_APPLICABLE" 1 0 0 NA 1 0 1 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 1 0 1 0 0 0 0 0 NA NA NA NA NA NA
"Microcalicium arenarium" "Microcalicium arenarium (Hampe ex A.Massal.) Tibell" "SPECIES" "accepted" "Microcalicium arenarium (Hampe ex A.Massal.) Tibell" "Microcalicium" "Microcaliciaceae" "Pertusariales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "NE" NA "LEAST_CONCERN" 1 0 0 0 1 0 1 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 1 0 0 0 0 0 1 NA NA 0 0 0 1 0 0 0 0 0 0 0 0 "present" 1 0 3 NA 1 0 0 0 1 0 "absent" NA NA NA NA 0 0 1 0 1 "G" 0 0 0 0 1 1 1 1 0 0.222222222222222 0.444444444444444 0.555555555555556 0.333333333333333 0 "NE"
"Microcalicium disseminatum" "Microcalicium disseminatum (Ach.) Vain." "SPECIES" "accepted" "Microcalicium disseminatum (Ach.) Vain." "Microcalicium" "Microcaliciaceae" "Pertusariales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "NE" NA "LEAST_CONCERN" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Miriquidica aeneovirens" "Miriquidica aeneovirens (Müll.Arg.) Hafellner" "SPECIES" "accepted" "Miriquidica aeneovirens (Müll.Arg.) Hafellner" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Miriquidica atrofulva" "Miriquidica atrofulva (Sommerf.) A.J.Schwab & Rambold" "SPECIES" "accepted" "Miriquidica atrofulva (Sommerf.) A.J.Schwab & Rambold" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 1 1 0 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Miriquidica complanata" "Miriquidica complanata (Körb.) Hertel & Rambold" "SPECIES" "accepted" "Miriquidica complanata (Körb.) Hertel & Rambold" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Miriquidica deusta" "Miriquidica deusta (Stenh.) Hertel & Rambold" "SPECIES" "accepted" "Miriquidica deusta (Stenh.) Hertel & Rambold" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NEAR_THREATENED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 "epruinose" NA 1 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 1 NA 0 0 1 0 0 0 1 1 0 NA NA NA NA NA NA
"Miriquidica garovaglii" "Miriquidica garovaglii (Schaer.) Hertel & Rambold" "SPECIES" "accepted" "Miriquidica garovaglii (Schaer.) Hertel & Rambold" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA
"Miriquidica griseoatra" "Miriquidica griseoatra (Hoffm.) Hertel & Rambold" "SPECIES" "synonym" "Miriquidica subplumbea (Anzi) Cl.Roux" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 1 1 0 0 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Miriquidica instrata" "Miriquidica instrata (Nyl.) Hertel & Rambold" "SPECIES" "accepted" "Miriquidica instrata (Nyl.) Hertel & Rambold" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_APPLICABLE" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "epruinose" NA 1 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Miriquidica intrudens" "Miriquidica intrudens (H.Magn.) Hertel & Rambold" "SPECIES" "accepted" "Miriquidica intrudens (H.Magn.) Hertel & Rambold" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent, present" 0 1 0 0 0 0 1 1 NA 0 0 1 0 0 0 1 1 0 NA NA NA NA NA NA
"Miriquidica leucophaea subsp. leucophaea" "Miriquidica leucophaea var. leucophaea" "SUBSPECIES" "synonym" "Miriquidica leucophaea (Flörke ex Rabenh.) Hertel & Rambold" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Miriquidica leucophaea var. leucophaea" "Miriquidica leucophaea var. leucophaea" "VARIETY" "synonym" "Miriquidica leucophaea (Flörke ex Rabenh.) Hertel & Rambold" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "FaunaEuropeae" NA NA NA NA NA 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Miriquidica lulensis" "Miriquidica lulensis (Hellb.) Hertel & Rambold" "SPECIES" "accepted" "Miriquidica lulensis (Hellb.) Hertel & Rambold" "Miriquidica" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 1 0 0 0 0 1 1 0 NA NA NA NA NA NA
