"species" "scientificName" "taxonRank" "gbif_status" "gbif_accepted" "genus" "family" "order" "class" "phylum" "group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyMass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Verticality" "MajorHabitatSum" "HabitatBreadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "Foraging_strata" "BMR"
"Equus ferus" "Equus ferus Boddaert, 1785" "SPECIES" "accepted" "Equus ferus Boddaert, 1785" "Equus" "Equidae" "Perissodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "ENDANGERED" 1 0 0 0 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 0 0 NA NA 0 217800 250000 2800 1 "Viviparous" 2.5041095890411 2 62 "Cathemeral" "Herbivorous" 0 0 0 0 0 0 1 0.5 2 2 0.000274209 0.014022024 0.001346024 0.266961508 5.759072862 107.2594265 12759.58989 78.02036319 1277.48474 22.089 1 NA
"Equus hemionus" "Equus hemionus Pallas, 1775" "SPECIES" "accepted" "Equus hemionus Pallas, 1775" "Equus" "Equidae" "Perissodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "NEAR_THREATENED" 1 0 0 0 1 0 1 0 0 0 0 1 0 NA NA NA NA NA NA 0 1 NA NA 0 1234200 230000 2200 1 "Viviparous" 3.16986301369863 3.5 38.8 "Crepuscular" "Herbivorous" 0 0 0 0 0 0 1 0.5 4 4 0.000205814 0.021910767 0.000479338 0.27174163 8.217778752 128.406503 12424.22599 100.0381437 1079.417044 21.099 1 NA
"Erignathus barbatus" "Erignathus barbatus (Erxleben, 1777)" "SPECIES" "accepted" "Erignathus barbatus (Erxleben, 1777)" "Erignathus" "Phocidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 20727300 283333.33 2500 1 "Viviparous" 5.42177808219178 6 31.452501369863 "Diurnal" NA NA NA NA NA NA NA NA 0.5 4 NA 1.02837e-05 5.95668e-05 6.4448e-05 3.56103e-06 -9.708423258 342.0209437 11221.12316 48.86329086 61.95577507 NA NA NA
"Erinaceus algirus" "Erinaceus algirus Lereboullet, 1842" "SPECIES" "homotypic synonym" "Atelerix algirus (Lereboullet, 1842)" "Atelerix" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus algirus subsp. algirus" "Erinaceus algirus Lereboullet, 1842" "SUBSPECIES" "synonym" "Atelerix algirus (Lereboullet, 1842)" "Erinaceus" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus auritus" "Erinaceus auritus Gmelin, 1770" "SPECIES" "homotypic synonym" "Hemiechinus auritus (Gmelin, 1770)" "Hemiechinus" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus caniculus subsp. caniculus" "Erinaceus caniculus Thomas, 1915" "SUBSPECIES" NA "unresolved_accepted_8133" "Erinaceus" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus concolor" "Erinaceus concolor Martin, 1838" "SPECIES" "accepted" "Erinaceus concolor Martin, 1838" "Erinaceus" "Erinaceidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 1 1 NA NA 0 1875500 719 300 4.865 "Viviparous" 0.638427397260274 0.642027397260274 14 "Nocturnal" "Carnivorous" 1 1 0 0 0 0 0 0.5 3 8 0.006385528 0.186681813 0.066924266 0.049720002 12.18135296 552.9718815 8241.620696 57.61516 1073.734083 5.722 1 347
"Erinaceus concolor subsp. concolor" "Erinaceus concolor concolor" "SUBSPECIES" "accepted" "Erinaceus concolor concolor Martin, 1838" "Erinaceus" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus concolor subsp. nesiotes" "Erinaceus concolor nesiotes Bate, 1906" "SUBSPECIES" "accepted" "Erinaceus concolor nesiotes Bate, 1906" "Erinaceus" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus concolor subsp. rhodius" "Erinaceus concolor rhodius Festa, 1914" "SUBSPECIES" "accepted" "Erinaceus concolor rhodius Festa, 1914" "Erinaceus" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus europaeus" "Erinaceus europaeus Linnaeus, 1758" "SPECIES" "accepted" "Erinaceus europaeus Linnaeus, 1758" "Erinaceus" "Erinaceidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "Yes" "NT" "LC" "NEAR_THREATENED" 1 0 0 0 1 0 0 0 0 0 0 1 1 NA NA NA NA NA NA 1 0 NA NA 0 6001600 771 300 4.43 "Viviparous" 0.728219178082192 0.958328767123288 14 "Nocturnal" "Carnivorous" 1 1 0 0 0 0 0 0.5 3 7 0.007827546 0.115328502 0.051317914 6.03913e-06 8.533407269 790.5572631 6675.041522 28.3464935 317.9607132 5.748 1 430.216666666667
"Erinaceus europaeus subsp. europaeus" "Erinaceus europaeus europaeus" "SUBSPECIES" "synonym" "Erinaceus europaeus Linnaeus, 1758" "Erinaceus" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus europaeus subsp. hispanicus" "Erinaceus europaeus hispanicus Barrett-Hamilton, 1900" "SUBSPECIES" "accepted" "Erinaceus europaeus hispanicus Barrett-Hamilton, 1900" "Erinaceus" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus europaeus subsp. italicus" "Erinaceus europaeus italicus Barrett-Hamilton, 1900" "SUBSPECIES" "accepted" "Erinaceus europaeus italicus Barrett-Hamilton, 1900" "Erinaceus" "Erinaceidae" "Erinaceomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Erinaceus roumanicus" "Erinaceus roumanicus Barrett-Hamilton, 1900" "SPECIES" "accepted" "Erinaceus roumanicus Barrett-Hamilton, 1900" "Erinaceus" "Erinaceidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 1 1 NA NA 0 7477800 745 300 4.5 "Viviparous" 0.638427397260274 0.735994520547945 14 "Nocturnal" "Carnivorous" 1 1 0 0 0 0 0 0.5 3 6 0.003875058 0.176081542 0.055898336 0.05709333 6.350707673 561.8578251 9997.411432 32.73972289 251.4624028 5.722 1 NA
"Eschrichtius robustus" "Eschrichtius robustus (Lilljeborg, 1861)" "SPECIES" "accepted" "Eschrichtius robustus (Lilljeborg, 1861)" "Eschrichtius" "Eschrichtiidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "RE" "LEAST_CONCERN" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 9982500 27300000 15000 1 "Viviparous" 8.00547945205479 9.06698630136986 77 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 2 NA 0.004426795 0.017367896 0.005121034 0.003001658 6.55445658 1197.792032 7447.28527 50.15288991 107.0842887 NA NA NA
"Eubalaena glacialis" "Eubalaena glacialis (Müller, 1776)" "SPECIES" "accepted" "Eubalaena glacialis (Müller, 1776)" "Eubalaena" "Balaenidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "CR" "REGIONALLY_EXTINCT" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 18960700 2.3e+07 15800 1 "Viviparous" 9.17249315068493 9.5 67 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 2 NA 0.000491759 0.00192765 0.000980329 0.000145296 8.559794009 1123.038623 5262.232414 31.44814119 16.55586784 NA NA NA
"Felis chaus" "Felis chaus Schreber, 1777" "SPECIES" "accepted" "Felis chaus Schreber, 1777" "Felis" "Felidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 0 0 0 1 1 1 0 0 1 0 1 1 NA NA NA NA NA NA 0 1 NA NA 0 10769000 7393 1120 2.97 "Viviparous" 1.04980821917808 1.21813698630137 20 "Nocturnal" "Carnivorous" 0 1 0 0 0 0 0 0.5 6 14 0.005547127 0.288425283 0.02361088 0.048235089 22.15597204 1000.353674 5460.569067 101.4717608 612.5628316 20.087 1 NA
"Felis lynx" "Felis lynx Linnaeus, 1758" "SPECIES" "homotypic synonym" "Lynx lynx (Linnaeus, 1758)" "Lynx" "Felidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Felis lynx subsp. lynx" "Felis lynx Linnaeus, 1758" "SUBSPECIES" "synonym" "Lynx lynx (Linnaeus, 1758)" "Felis" "Felidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Felis pardinus" "Felis pardina Temminck, 1827" "SPECIES" "synonym" "Lynx pardinus (Temminck, 1827)" "Lynx" "Felidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "VULNERABLE" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Felis silvestris" "Felis silvestris Schreber, 1777" "SPECIES" "accepted" "Felis silvestris Schreber, 1777" "Felis" "Felidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "NT" "LC" "REGIONALLY_EXTINCT" 1 0 0 0 1 1 1 0 0 1 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 41382000 5500 750 3.64 "Viviparous" 0.843375342465753 1 28 "Nocturnal" "Carnivorous" 1 1 0 0 0 0 0 0.5 6 12 0.001719751 0.074300224 0.051770705 0.133163556 22.03172326 421.3769239 5364.759501 111.2349354 673.72517 14.354 1 NA
"Felis silvestris subsp. grampia" "Felis silvestris grampia Miller, 1907" "SUBSPECIES" "accepted" "Felis silvestris grampia Miller, 1907" "Felis" "Felidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Felis silvestris subsp. lybica" "Felis silvestris lybica Forster, 1780" "SUBSPECIES" "accepted" "Felis silvestris lybica Forster, 1780" "Felis" "Felidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Viviparous" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 983.8
"Felis silvestris subsp. silvestris" "Felis silvestris silvestris" "SUBSPECIES" "accepted" "Felis silvestris silvestris Schreber, 1777" "Felis" "Felidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Felis silvestris subsp. tartessia" "Felis silvestris tartessia Miller, 1907" "SUBSPECIES" "accepted" "Felis silvestris tartessia Miller, 1907" "Felis" "Felidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Galemys pyrenaicus" "Galemys pyrenaicus (É.Geoffroy Saint-Hilaire, 1811)" "SPECIES" "accepted" "Galemys pyrenaicus (É.Geoffroy Saint-Hilaire, 1811)" "Galemys" "Talpidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "VU" "ENDANGERED" 1 1 0 0 1 1 0 0 0 1 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 363000 60.2 156 3.5925 "Viviparous" 1.5091698630137 2 5 "Nocturnal" "Carnivorous" 1 1 0 0 0 0 0 0.5 1 1 0.007490426 0.113816093 0.054821965 0 11.89320738 1008.181706 5055.692492 35.46987851 615.5834034 1.647 1 NA
"Genetta genetta" "Genetta genetta (Linnaeus, 1758)" "SPECIES" "accepted" "Genetta genetta (Linnaeus, 1758)" "Genetta" "Viverridae" "Carnivora" "Mammalia" "Chordata" "Mammals" "InfoSpecies" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 0 1 NA NA NA NA NA NA 1 1 NA NA 0 18029000 1800 528 2.29 "Viviparous" 4.05205479452055 3.66802739726027 34 "Nocturnal" "Carnivorous" 1 1 0 0 0 0 0 1 5 12 0.002194877 0.114617378 0.073468199 0.237940411 23.54241596 554.4289101 3301.578624 103.5755062 720.5134168 1.494 3 NA
"Genetta genetta subsp. balearica" "Genetta genetta balearica Thomas, 1902" "SUBSPECIES" "accepted" "Genetta genetta balearica Thomas, 1902" "Genetta" "Viverridae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Genetta genetta subsp. genetta" "Genetta genetta genetta" "SUBSPECIES" "accepted" "Genetta genetta genetta (Linnaeus, 1758)" "Genetta" "Viverridae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Genetta genetta subsp. isabelae" "Genetta genetta isabelae Delibes, 1977" "SUBSPECIES" "accepted" "Genetta genetta isabelae Delibes, 1977" "Genetta" "Viverridae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Genetta genetta subsp. rhodanica" "Genetta genetta rhodanica Matschie, 1902" "SUBSPECIES" "synonym" "Genetta genetta genetta (Linnaeus, 1758)" "Genetta" "Viverridae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Glis glis" "Glis glis (Linnaeus, 1766)" "SPECIES" "accepted" "Glis glis (Linnaeus, 1766)" "Glis" "Gliridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 0 0 0 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 1 1 NA NA 0 5602300 125 200 4.95 "Viviparous" 0.883895890410959 0.874986301369863 9 "Nocturnal" "Herbivorous" 0 0 0 1 0 1 0 1 3 5 0.007705741 0.185737523 0.070129149 0.005901453 9.358797379 739.9153101 7547.964676 29.21990244 408.5055541 0.36 3 112.895
"Glis zemni" "Glis zemni Erxleben, 1777" "SPECIES" "homotypic synonym" "Spalax zemni (Erxleben, 1777)" "Spalax" "Spalacidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Globicephala melas" "Globicephala melas (Traill, 1809)" "SPECIES" "accepted" "Globicephala melas (Traill, 1809)" "Globicephala" "Delphinidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "DD" "LEAST_CONCERN" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 138073100 1060000 8500 1 "Viviparous" 6.77263561643836 8.03980821917808 60 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 1 NA 0.000218361 0.001660502 0.00140169 0.000756548 10.06757268 1041.929915 3993.961023 34.03064241 8.10666564 NA NA NA
"Grampus griseus" "Grampus griseus (G.Cuvier, 1812)" "SPECIES" "accepted" "Grampus griseus (G.Cuvier, 1812)" "Grampus" "Delphinidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "DD" "LEAST_CONCERN" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 256483700 425000 4000 1 "Viviparous" 10.0068493150685 11.0071671232877 42.5 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 1 NA 0.000453348 0.00859609 0.004075714 0.017726948 22.08125251 1472.814252 2945.197409 53.38494204 31.14694964 NA NA NA
"Gulo gulo" "Gulo gulo (Linnaeus, 1758)" "SPECIES" "accepted" "Gulo gulo (Linnaeus, 1758)" "Gulo" "Mustelidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "VU" "ENDANGERED" 1 0 0 0 1 0 1 0 0 0 1 1 1 NA NA NA NA NA NA 0 1 NA NA 0 30588800 17012.6 780 2.84 "Viviparous" 2.07287671232877 2.3423698630137 19.5 "Nocturnal" "Omnivorous" 0 1 1 1 0 0 0 0.5 4 7 0.000207068 0.014984914 0.004581689 0.021785841 -4.855715857 442.5541613 13610.81679 56.36979128 456.1163447 4.307 1 5842
"Halichoerus grypus" "Halichoerus grypus (Fabricius, 1791)" "SPECIES" "accepted" "Halichoerus grypus (Fabricius, 1791)" "Halichoerus" "Phocidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "VULNERABLE" 1 0 1 0 1 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 1 6098400 197570.01 2300 1 "Viviparous" 4.10770684931507 5 46.672501369863 "Diurnal" NA NA NA NA NA NA NA NA 0.5 5 NA 0.003393401 0.0230571 0.025400965 2.00151e-05 6.716875384 1057.233183 5700.464741 21.8818958 45.43572078 NA NA 34796.8
"Hemiechinus auritus" "Hemiechinus auritus (Gmelin, 1770)" "SPECIES" "accepted" "Hemiechinus auritus (Gmelin, 1770)" "Hemiechinus" "Erinaceidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 0 NA NA NA NA NA NA 1 1 NA NA 0 11071500 342 245 3.87 "Viviparous" 0.583632876712329 0.687917808219178 7.6 "Nocturnal" "Omnivorous" 1 1 1 1 0 1 0 0.5 3 5 0.001666592 0.053893954 0.016707252 0.254553411 10.15395555 223.4081104 10774.93034 67.69553498 889.41582 0.613 1 NA
"Herpestes auropunctatus" "Herpestes auropunctatus (Hodgson, 1836)" "SPECIES" "synonym" "Herpestes javanicus auropunctatus (Hodgson, 1836)" "Herpestes" "Herpestidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 483.5 NA 2.3 "Viviparous" 0.824657534246575 0.590630136986301 16.6 "Diurnal" "Carnivorous" 1 1 0 0 0 0 1 NA NA 8 NA NA NA NA NA NA NA NA NA 5.737 1 NA
"Herpestes ichneumon" "Herpestes ichneumon (Linnaeus, 1758)" "SPECIES" "accepted" "Herpestes ichneumon (Linnaeus, 1758)" "Herpestes" "Herpestidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 1 1 0 0 1 0 1 1 NA NA NA NA NA NA 0 1 NA NA 0 17653900 5175 608 2.9775 "Viviparous" 2.00062191780822 2.20527397260274 20 "Nocturnal" "Carnivorous" 1 1 0 1 0 0 0 0.5 5 9 0.002646092 0.1299361 0.130992 0.097859815 23.6095686 967.6026963 2443.562095 94.44543176 677.6624574 1.922 1 NA
"Herpestes ichneumon subsp. widdringtonii" "Herpestes ichneumon widdringtonii Gray, 1842" "SUBSPECIES" "accepted" "Herpestes ichneumon widdringtonii Gray, 1842" "Herpestes" "Herpestidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Hydropotes inermis" "Hydropotes inermis Swinhoe, 1870" "SPECIES" "accepted" "Hydropotes inermis Swinhoe, 1870" "Hydropotes" "Cervidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "VULNERABLE" 1 1 0 0 1 1 1 0 1 1 0 1 1 NA NA NA NA NA NA 0 1 NA NA 0 423500 14000 1050 3 "Viviparous" 0.583704109589041 0.876712328767123 13.9166657534247 "Cathemeral" "Herbivorous" 0 0 0 0 0 0 1 0.5 6 7 0.021338462 0.22880707 0.0910215 0.000279053 15.38025276 1280.929669 8657.131235 60.66032087 99.8017757 4.301 1 NA
"Hyperoodon ampullatus" "Hyperoodon ampullatus (Forster, 1770)" "SPECIES" "accepted" "Hyperoodon ampullatus (Forster, 1770)" "Hyperoodon" "Ziphiidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "DD" "NEAR_THREATENED" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 27333900 5350000 11000 1 "Viviparous" 9.80838356164383 11.0054794520548 37 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 1 NA 0.000634516 0.004158757 0.004496595 1.53245e-05 6.526210684 1017.756408 5214.39672 30.48684175 16.8606733 NA NA NA
"Hypsugo savii" "Hypsugo savii (Bonaparte, 1837)" "SPECIES" "accepted" "Hypsugo savii (Bonaparte, 1837)" "Hypsugo" "Vespertilionidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" NA "NT" NA "LEAST_CONCERN" NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA 6.4 NA 2 "Viviparous" 0.215506849315068 NA 1.25 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 NA NA 12 NA NA NA NA NA NA NA NA NA NA 4 NA
