"species" "scientificName" "taxonRank" "gbif_status" "gbif_accepted" "genus" "family" "order" "class" "phylum" "group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyMass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Verticality" "MajorHabitatSum" "HabitatBreadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "Foraging_strata" "BMR"
"Mus betulina" "Mus betulinus Pallas, 1779" "SPECIES" "synonym" "Sicista betulina (Pallas, 1779)" "Sicista" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus bobak" "Mus bobak Müller, 1776" "SPECIES" "homotypic synonym" "Marmota bobak (Müller, 1776)" "Marmota" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus citellus" "Mus citellus Linnaeus, 1766" "SPECIES" "homotypic synonym" "Spermophilus citellus (Linnaeus, 1766)" "Spermophilus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus coypus" "Mus coypus Molina, 1782" "SPECIES" "homotypic synonym" "Myocastor coypus (Molina, 1782)" "Myocastor" "Myocastoridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus cricetus" "Mus cricetus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Cricetus cricetus (Linnaeus, 1758)" "Cricetus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus cricetus subsp. cricetus" "Mus cricetus Linnaeus, 1758" "SUBSPECIES" "synonym" "Cricetus cricetus (Linnaeus, 1758)" "Mus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus cypriacus" "Mus cypriacus Cucchi, Orth, Auffray, Renaud, Fabre, Catalan, Hadjisterkotis, Bonhomme & Vigne, 2006" "SPECIES" "accepted" "Mus cypriacus Cucchi, Orth, Auffray, Renaud, Fabre, Catalan, Hadjisterkotis, Bonhomme & Vigne, 2006" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 0 NA 0 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 0 1 NA NA 0 60500 50.6 NA 6 "Viviparous" NA NA NA "Nocturnal" "Herbivorous" 1 0 0 0 0 0 1 0.5 2 2 0.001353959 0.023783348 0 0 18.92646829 517.2809925 5542.375023 85.65559229 77.64244815 0.205 1 NA
"Mus domesticus" "Mus domesticus Rutty, 1772" "SPECIES" "synonym" "Mus musculus domesticus Schwarz & Schwarz, 1943" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" NA "LC" NA "NOT_FOUND" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Viviparous" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24.1375
"Mus flavicollis" "Mus flavicollis Melchior, 1834" "SPECIES" "homotypic synonym" "Apodemus flavicollis (Melchior, 1834)" "Apodemus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus glareolus" "Mus glareolus Schreber, 1780" "SPECIES" "homotypic synonym" "Myodes glareolus (Schreber, 1780)" "Myodes" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus gregalis" "Mus gregalis Pallas, 1779" "SPECIES" "homotypic synonym" "Microtus gregalis (Pallas, 1779)" "Microtus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus gregarius subsp. gregarius" "Mus gregarius Linnaeus, 1766" "SUBSPECIES" NA "unresolved_accepted_13794" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus guentheri" "Mus guentheri Danford & Alston, 1880" "SPECIES" "homotypic synonym" "Microtus guentheri (Danford & Alston, 1880)" "Microtus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus lagurus" "Mus lagurus Pallas, 1773" "SPECIES" "homotypic synonym" "Lagurus lagurus (Pallas, 1773)" "Lagurus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus lemmus" "Mus lemmus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Lemmus lemmus (Linnaeus, 1758)" "Lemmus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus macedonicus" "Mus macedonicus Petrov & Ruzic, 1983" "SPECIES" "accepted" "Mus macedonicus Petrov & Ruzic, 1983" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 0 NA NA NA NA NA NA 1 1 NA NA 1 1996500 15 95 6.07 "Viviparous" 0.146178082191781 0.199876712328767 6 "Nocturnal" "Herbivorous" 1 0 0 0 0 1 1 0.5 4 6 0.006094878 0.186652869 0.070114145 0.053346086 12.71233695 544.9472387 8096.966181 56.57947512 933.730002 0.125 1 22.755
"Mus major" "Mus major Pallas, 1778" "SPECIES" NA "unresolved_accepted_13795" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus marmota" "Mus marmota Linnaeus, 1758" "SPECIES" "homotypic synonym" "Marmota marmota (Linnaeus, 1758)" "Marmota" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus marmota subsp. marmota" "Mus marmota Linnaeus, 1758" "SUBSPECIES" "synonym" "Marmota marmota (Linnaeus, 1758)" "Mus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus meridianus" "Mus meridianus Pallas, 1773" "SPECIES" "homotypic synonym" "Meriones meridianus (Pallas, 1773)" "Meriones" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus migratorius" "Mus migratorius Pallas, 1773" "SPECIES" "homotypic synonym" "Cricetulus migratorius (Pallas, 1773)" "Cricetulus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus minutus" "Mus minutus Pallas, 1771" "SPECIES" "homotypic synonym" "Micromys minutus (Pallas, 1771)" "Micromys" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus minutus subsp. minutus" "Mus minutus Pallas, 1771" "SUBSPECIES" "synonym" "Micromys minutus (Pallas, 1771)" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus musculus" "Mus musculus Linnaeus, 1758" "SPECIES" "accepted" "Mus musculus Linnaeus, 1758" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "NEAR_THREATENED" 1 0 0 0 1 1 1 0 0 1 0 1 0 NA NA NA NA NA NA 1 1 NA NA 1 107932000 16.1 100 5.805 "Viviparous" 0.146178082191781 0.382191780821918 6 "Nocturnal" "Herbivorous" 1 0 0 0 0 1 1 0.5 5 19 0.003888 0.101038703 0.038952653 0.122888721 13.77483485 843.2888633 7088.858746 64.37943276 697.4019188 0.125 1 34.27625
"Mus mystacinus" "Mus mystacinus Danford & Alston, 1877" "SPECIES" "homotypic synonym" "Apodemus mystacinus (Danford & Alston, 1877)" "Apodemus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus nitedula" "Mus nitedula Pallas, 1778" "SPECIES" "homotypic synonym" "Dryomys nitedula (Pallas, 1778)" "Dryomys" "Gliridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus norvegicus" "Mus norvegicus Berkenhout, 1769" "SPECIES" "homotypic synonym" "Rattus norvegicus (Berkenhout, 1769)" "Rattus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus obscurus" "Mus obscurus Eversmann, 1841" "SPECIES" NA "unresolved_accepted_13796" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus oeconomus" "Mus oeconomus Pallas, 1776" "SPECIES" "homotypic synonym" "Microtus oeconomus (Pallas, 1776)" "Microtus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus oeconomus subsp. oeconomus" "Mus oeconomus Pallas, 1776" "SUBSPECIES" "synonym" "Microtus oeconomus (Pallas, 1776)" "Mus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus pygmaeus" "Mus pygmaeus Pallas, 1778" "SPECIES" NA "unresolved_accepted_13797" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus quercinus" "Mus quercinus Linnaeus, 1766" "SPECIES" "homotypic synonym" "Eliomys quercinus (Linnaeus, 1766)" "Eliomys" "Gliridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus rattus" "Mus rattus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Rattus rattus (Linnaeus, 1758)" "Rattus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus rutilus" "Mus rutilus Pallas, 1779" "SPECIES" "homotypic synonym" "Myodes rutilus (Pallas, 1779)" "Myodes" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus sagitta" "Mus sagitta Pallas, 1773" "SPECIES" "homotypic synonym" "Dipus sagitta (Pallas, 1773)" "Dipus" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus scherman subsp. scherman" "Mus scherman Shaw, 1801" "SUBSPECIES" NA "unresolved_accepted_13798" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus sibiricus" "Mus sibiricus Kerr, 1792" "SPECIES" "homotypic synonym" "Lemmus sibiricus (Kerr, 1792)" "Lemmus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus socialis" "Mus socialis Pallas, 1773" "SPECIES" NA "unresolved_accepted_13799" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus spicilegus" "Mus spicilegus Petényi, 1882" "SPECIES" "accepted" "Mus spicilegus Petényi, 1882" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 1 0 NA NA 0 1282600 14 95 6.38 "Viviparous" 0.177287671232877 0.230986301369863 6 "Nocturnal" "Herbivorous" 1 0 0 0 0 1 1 0.5 2 3 0.005677438 0.296046377 0.073756767 0.003754766 9.792927729 578.2593578 8639.540611 27.53958896 203.834026 0.123 1 NA
"Mus spretus" "Mus spretus Lataste, 1883" "SPECIES" "accepted" "Mus spretus Lataste, 1883" "Mus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 1 1 NA NA NA NA NA NA 1 1 NA NA 0 1802900 12.8 88 5.4775 "Viviparous" 0.115068493150685 0.168767123287671 6 "Nocturnal" "Herbivorous" 1 0 0 0 0 1 1 0.5 5 10 0.006355563 0.227907248 0.046344435 0.020753478 15.79136881 522.4574565 5854.969628 52.13379472 580.4889928 0.123 1 61.91
"Mus subtilis" "Mus subtilis Pallas, 1773" "SPECIES" "homotypic synonym" "Sicista subtilis (Pallas, 1773)" "Sicista" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.75 NA NA "Viviparous" NA NA 3.90833424657534 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.092 NA NA
"Mus suslicus" "Mus suslicus Guldenstaedt, 1770" "SPECIES" "homotypic synonym" "Spermophilus suslicus (Güldenstaedt, 1770)" "Spermophilus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus sylvaticus" "Mus sylvaticus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Apodemus sylvaticus (Linnaeus, 1758)" "Apodemus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus talpinus" "Mus talpinus Pallas, 1770" "SPECIES" "homotypic synonym" "Ellobius talpinus (Pallas, 1770)" "Ellobius" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus tamariscinus" "Mus tamariscinus Pallas, 1773" "SPECIES" "homotypic synonym" "Meriones tamariscinus (Pallas, 1773)" "Meriones" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus terrestris" "Mus terrestris Linnaeus, 1758" "SPECIES" "heterotypic synonym" "Arvicola amphibius (Linnaeus, 1758)" "Arvicola" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus terrestris subsp. terrestris" "Mus terrestris Linnaeus, 1758" "SUBSPECIES" "synonym" "Arvicola amphibius (Linnaeus, 1758)" "Mus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus torquatus" "Mus torquatus Pallas, 1778" "SPECIES" "homotypic synonym" "Dicrostonyx torquatus (Pallas, 1778)" "Dicrostonyx" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mus uralensis" "Mus uralensis Pallas, 1811" "SPECIES" "homotypic synonym" "Apodemus uralensis (Pallas, 1811)" "Apodemus" "Muridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Muscardinus avellanarius" "Muscardinus avellanarius (Linnaeus, 1758)" "SPECIES" "accepted" "Muscardinus avellanarius (Linnaeus, 1758)" "Muscardinus" "Gliridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "VU" "LC" "CRITICALLY_ENDANGERED" 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 5082000 27.5 85 4.3 "Viviparous" 0.948246575342466 1.01395890410959 6 "Nocturnal" "Herbivorous" 1 0 0 1 1 0 1 1 1 1 0.008415913 0.181244439 0.068256664 9.55376e-05 8.933350999 738.4604423 7377.654049 28.13539501 328.715666 0.146 3 63.895
"Mustela erminea" "Mustela erminea Linnaeus, 1758" "SPECIES" "accepted" "Mustela erminea Linnaeus, 1758" "Mustela" "Mustelidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 50457000 119.4 310 6.7475 "Viviparous" 0.260219178082192 0.404835616438356 12.5 "Nocturnal" "Carnivorous" 1 1 0 0 0 0 0 0.5 6 14 0.001932076 0.050632555 0.017671312 0.053953051 -1.161634432 509.0547666 11836.04126 49.47412453 620.2076299 2.207 1 335.166666666667
"Mustela erminea subsp. aestiva" "Mustela erminea aestiva Kerr, 1792" "SUBSPECIES" "accepted" "Mustela erminea aestiva Kerr, 1792" "Mustela" "Mustelidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Mustela erminea subsp. erminea" "Mustela erminea erminea" "SUBSPECIES" "accepted" "Mustela erminea erminea Linnaeus, 1758" "Mustela" "Mustelidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
