"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "CH_status" "MISSING_ALL_TRAITS"
"Sporodictyon schaererianum" "Sporodictyon schaererianum A.Massal." "SPECIES" "accepted" "Sporodictyon schaererianum A.Massal." "Sporodictyon" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 12363945.3465074 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 1 0 0 0 "absent" 8 0 0 0 0 0 0 1 0 0 0 1 0 "present" 0 1 8.44 7.996 4.96 1 0 0 0 0 "present" "present" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.688888888888889 0.524444444444444 0.555555555555556 0.693333333333334 0.425 "NE" "NO"
"Sporodictyon terrestre" "Sporodictyon terrestre (Th.Fr.) Savić & Tibell" "SPECIES" "accepted" "Sporodictyon terrestre (Th.Fr.) Savić & Tibell" "Sporodictyon" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 NA 15882530.2855618 0 0 0 1 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 1 0 0 0 "absent" 8 1 0 0 0 1 1 0 0 0 0 0 0 "present" 0 1 11.08 10.04 7.68 1 0 0 0 0 "present" "present" 0 1 0 0 0 0 1 0 "E" 0 1 0 0 0 1 1 1 0 0.653333333333334 0.493333333333333 0.617777777777778 0.608888888888889 0.29 "DD" "NO"
"Squamarina cartilaginea" "Squamarina cartilaginea (With.) P.James" "SPECIES" "accepted" "Squamarina cartilaginea (With.) P.James" "Squamarina" "Stereocaulaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "NT" NA "ENDANGERED" 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 NA 12381695.7403846 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "epruinose, pruinose" "absent" 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 7.56 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 3.04 1.08 1.32 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.888888888888889 0.555555555555556 0.111111111111111 0.888888888888889 0.25 "NT" "NO"
"Squamarina concrescens" "Squamarina concrescens (Müll.Arg.) Poelt" "SPECIES" "accepted" "Squamarina concrescens (Müll.Arg.) Poelt" "Squamarina" "Stereocaulaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 11409140.5252961 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8.32 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 4.36 1.72 2.12 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.751111111111111 0.524444444444444 0.608888888888889 0.502222222222222 0.34 "NE" "YES"
"Squamarina gypsacea" "Squamarina gypsacea (Sm.) Poelt" "SPECIES" "accepted" "Squamarina gypsacea (Sm.) Poelt" "Squamarina" "Stereocaulaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "CRITICALLY_ENDANGERED" 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 NA 11269833.3332579 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 "epruinose, pruinose" "absent" 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 2.72 1.04 0.68 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.875555555555556 0.902222222222222 0.253333333333333 0.857777777777778 0.55 "NE" "NO"
"Squamarina gypsacea aggr." "Squamarina gypsacea (Sm.) Poelt" "AGGREGATE" "accepted" "Squamarina gypsacea (Sm.) Poelt" "Squamarina" "Stereocaulaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 NA 10938477.8031 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 "epruinose, pruinose" "absent" 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 1 0 1 0 0 "present" 7.76 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 3 1.08 0.84 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.848888888888889 0.928888888888889 0.288888888888889 0.875555555555556 0.54 "NE" "NO"
"Squamarina lamarckii" "Squamarina lamarckii (DC.) Poelt" "SPECIES" "accepted" "Squamarina lamarckii (DC.) Poelt" "Squamarina" "Stereocaulaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 11558098.6632358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 11.68 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 4.28 1.64 1.88 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.751111111111111 0.506666666666666 0.528888888888889 0.493333333333333 0.215 "NE" "YES"
"Squamarina lentigera" "Squamarina lentigera (Weber) Poelt" "SPECIES" "accepted" "Squamarina lentigera (Weber) Poelt" "Squamarina" "Stereocaulaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "VU" NA "ENDANGERED" 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 NA 10879968.891118 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 "epruinose, pruinose" "absent" 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 7.84 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 5 1.08 2.04 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 0 0 1 0.888888888888889 0.888888888888889 0 0.777777777777778 0.125 "VU" "NO"
"Squamarina nivalis" "Squamarina nivalis" "SPECIES" "synonym" "Squamarina lentigera (Weber) Poelt" "Squamarina" "Stereocaulaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "VU" NA "ENDANGERED" 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 NA 9295821.18933273 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 "epruinose, pruinose" "absent" 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 19.68 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 4.24 1 2.28 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 0 0 1 0.888888888888889 0.888888888888889 0 0.777777777777778 0.125 "VU" "NO"
"Squamarina pachylepidea" "Squamarina pachylepidea (Hellb.) Poelt" "SPECIES" "accepted" "Squamarina pachylepidea (Hellb.) Poelt" "Squamarina" "Stereocaulaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "CRITICALLY_ENDANGERED" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 12951932.3667027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 11.24 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 5.6 1.92 2.4 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.76 0.404444444444444 0.551111111111111 0.404444444444444 0.265 "NE" "YES"
"Squamarina subcetrarioides" NA "SPECIES" NA "unresolved_accepted_20232" "Squamarina" "Stereocaulaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 10983348.9570027 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 11.68 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 5.24 2.04 2.64 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.72 0.533333333333333 0.662222222222222 0.413333333333333 0.295 "NE" "YES"
"Staurothele alpina" NA "SPECIES" NA "unresolved_accepted_20383" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 12521657.6499573 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 0 1 0 0 0 "absent" 7.76 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 6.96 2.72 4.16 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.662222222222222 0.582222222222222 0.502222222222222 0.657777777777778 0.44 "DD" "YES"
"Staurothele ambrosiana" "Staurothele ambrosiana (A.Massal.) Lettau" "SPECIES" "accepted" "Staurothele ambrosiana (A.Massal.) Lettau" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 12754274.6439429 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 1 0 0 0 "absent" 7.12 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 8.36 5.04 5.56 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.666666666666667 0.524444444444444 0.502222222222222 0.635555555555556 0.33 "DD" "YES"
"Staurothele arctica" "Staurothele arctica Lynge" "SPECIES" "accepted" "Staurothele arctica Lynge" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 13609916.0242492 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "absent" "absent, present" 0 0 1 0 0 1 0 0 "absent" 2 0 0 0 0 0 0 0 0 0 0 1 0 "present" 0 1 8.88 9.48 5.24 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 0 0.653333333333334 0.524444444444444 0.537777777777778 0.671111111111111 0.42 "NE" "NO"
"Staurothele areolata" "Staurothele areolata (Ach.) Lettau" "SPECIES" "accepted" "Staurothele areolata (Ach.) Lettau" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "VULNERABLE" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 10309599.7778215 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 0 0 0 0 "absent" 2 0 0 0 0 0 0 1 0 0 0 1 0 "present" 0 1 16 9.56 7.24 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 0 0.653333333333334 0.44 0.635555555555556 0.671111111111111 0.425 "NE" "NO"
"Staurothele bacilligera" "Staurothele bacilligera (Arnold) Arnold" "SPECIES" "accepted" "Staurothele bacilligera (Arnold) Arnold" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 10838771.4119997 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 0 0 0 0 "absent" 3.52 1 0 0 0 1 0 1 0 0 0 1 0 "present" 0 1 8 10.28 7 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 1 0.648888888888889 0.657777777777778 0.551111111111111 0.786666666666667 0.485 "NE" "NO"
"Staurothele caesia" "Staurothele caesia (Arnold) Arnold" "SPECIES" "accepted" "Staurothele caesia (Arnold) Arnold" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 11013847.3489311 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 0 0 0 0 "absent" 5.24 1 0 0 0 1 1 0 0 0 0 0 0 "present" 0 1 7.76 9.36 4.96 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 1 0.657777777777778 0.684444444444445 0.528888888888889 0.822222222222222 0.5 "NE" "NO"
"Staurothele clopima" "Staurothele clopima (Wahlenb. ex Ach.) Th.Fr." "SPECIES" "accepted" "Staurothele clopima (Wahlenb. ex Ach.) Th.Fr." "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 10951147.7062513 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 0 0 0 0 "absent" 2 0 0 0 0 0 0 0 0 0 0 1 0 "present" 0 1 12.16 8.56 5.92 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 0 0.688888888888889 0.466666666666667 0.573333333333333 0.662222222222223 0.415 "NE" "NO"
"Staurothele clopimoides" "Staurothele clopimoides (Arnold) J.Steiner" "SPECIES" "accepted" "Staurothele clopimoides (Arnold) J.Steiner" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 10591703.5611401 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 0 0 0 0 "absent" 2 0 0 0 0 0 0 1 0 0 0 1 0 "present" 0 1 11.48 9.36 7.24 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 0.684444444444445 0.422222222222222 0.582222222222222 0.724444444444445 0.46 "NE" "NO"
"Staurothele fissa" "Staurothele fissa (Taylor) Zwackh" "SPECIES" "accepted" "Staurothele fissa (Taylor) Zwackh" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "NE" NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 13406599.7544623 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 1 0 0 0 "absent" 2 0 0 0 0 1 0 1 0 0 0 1 0 "present" 0 1 15.72 9.36 7.88 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 0 0.444444444444444 0.333333333333333 0.555555555555556 0.666666666666667 0.25 "NE" "NO"
"Staurothele frustulenta" "Staurothele frustulenta Vain." "SPECIES" "accepted" "Staurothele frustulenta Vain." "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "DATA_DEFICIENT" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 9343204.67572585 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 0 0 0 0 "absent" 2 0 0 0 0 1 0 1 0 0 0 0 0 "present" 0 1 10.96 10 5.76 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 1 0.675555555555556 0.635555555555556 0.604444444444444 0.826666666666667 0.475 "NE" "NO"
"Staurothele fuliginea" "Staurothele fuliginea Zschacke, 1934" "SPECIES" "accepted" "Staurothele fuliginea Zschacke, 1934" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 10631145.9808177 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 1 0 0 0 "absent" 6.92 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 1 7.6 5.72 5.04 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.653333333333334 0.551111111111111 0.475555555555555 0.613333333333333 0.45 "NE" "YES"
"Staurothele fuscoargillacea" NA "SPECIES" NA "unresolved_accepted_20384" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 10775723.5258207 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 1 1 0 0 0 "absent" 11.24 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 6.4 3.12 3.76 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.68 0.68 0.622222222222222 0.693333333333333 0.43 "DD" "YES"
"Staurothele geoica" "Staurothele geoica Zschacke" "SPECIES" "accepted" "Staurothele geoica Zschacke" "Staurothele" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "DD" NA "NOT_EVALUATED" 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA 13300383.5732035 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 1 0 "absent" "absent" "absent, present" 0 0 1 0 1 0 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 11.24 8.836 8.52 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 0 0 0 0.648888888888889 0.462222222222222 0.568888888888889 0.528888888888889 0.19 "DD" "NO"
