"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "AnnuMeanTemp" "Migration_type" "Migration_dist" "MISSING_ALL_TRAITS"
"Coregonus muksun" "Coregonus muksun (Pallas, 1814)" "SPECIES" "accepted" "Coregonus muksun (Pallas, 1814)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2865413.33814748 900 4.331857806 0.481558996 0.395735355 0.374394972 0.30727517 0.385946066 0.314330518 0.145628135 3.214216262 25283.16 "fe2" 3.06 "ma3" 8.16 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "limno" "fre" -8.124 29.908 9.992 "dia" "long" "NO"
"Coregonus nasus" "Coregonus nasus (Pallas, 1776)" "SPECIES" "accepted" "Coregonus nasus (Pallas, 1776)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 624126.9001932 710 4.460251354 0.447189769 0.473164508 0.346817528 0.315070169 0.421766852 0.184867136 0.120629648 2.603707561 46948.64 "fe2" 2.8 "ma3" 8.2 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "pel" "rheo" "limno" "fre" -8.268 29.872 10.262 "dia" "long" "NO"
"Coregonus nilssoni" "Coregonus nilssoni Valenciennes, 1848" "SPECIES" "accepted" "Coregonus nilssoni Valenciennes, 1848" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 323605.031311598 583.12 4.27368358964 0.49489373588 0.40432372972 0.38342259632 0.45013507248 0.43328511288 0.22741635032 0.13195036428 2.8804328396 195824.8 "fe2" 3.04 "ma3" 7.68 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "limno" "fre" -8.232 29.924 10.636 "nom" "long" "NO"
"Coregonus nobilis" "Coregonus nobilis Haack, 1882" "SPECIES" "accepted" "Coregonus nobilis Haack, 1882" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 102.220744208366 569.24 4.104386062 0.49154954268 0.43171302132 0.415597456 0.45233299436 0.39381491484 0.25301091084 0.13581872436 3.04801219596 35508.64 "fe2" 3.04 "ma3" 9.98 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -8.532 29.624 10.116 "nom" "long" "NO"
"Coregonus oxyrinchus" "Coregonus oxyrinchus (Linnaeus, 1758)" "SPECIES" "accepted" "Coregonus oxyrinchus (Linnaeus, 1758)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EX" "EXTINCT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 42273.7668629053 500 4.308684017 0.519562454 0.421875 0.40853014 0.466140625 0.428179568 0.24835084 0.117487217 2.860710637 71299.64 "fe2" 3.44 "ma3" 11 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fbm" -8.116 28.78 10.46 "dia" "long" "NO"
"Coregonus palaea" "Coregonus palaea Cuvier, 1829" "SPECIES" "accepted" "Coregonus palaea Cuvier, 1829" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 267.47192186469 509.88 4.2108810134 0.49107768504 0.42863176108 0.40982460408 0.48528824456 0.40479460668 0.25913048332 0.13929148604 2.96311504656 16946.76 "fe2" 2.88 "ma3" 5.92 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -8.068 29.82 10.358 "nom" "short" "NO"
"Coregonus pallasii" "Coregonus pallasii Valenciennes, 1848" "SPECIES" "accepted" "Coregonus pallasii Valenciennes, 1848" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 45624.3391251469 600 4.321642857 0.455360714 0.405339675 0.331260714 0.489488191 0.396492857 0.232171429 0.143768078 2.182252383 23202.92 "fe2" 3.48 "ma3" 6.4 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "limno" "fre" -8.924 29.9 11.078 "nom" "long" "NO"
"Coregonus peled" "Coregonus peled (Gmelin, 1789)" "SPECIES" "accepted" "Coregonus peled (Gmelin, 1789)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4670940.61109781 500 3.45834526 0.565086078 0.48 0.494108575 0.37576 0.292088491 0.343198135 0.12748584 3.442519231 191624.68 "fe1" 5.2 "ma5" 9.22 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "wc" "pel" "limno" "limno" "fbm" -7.92 29.268 10.08 "dia" "long" "NO"
"Coregonus pennantii" "Coregonus pennantii Valenciennes, 1848" "SPECIES" "accepted" "Coregonus pennantii Valenciennes, 1848" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2001.73149672179 600.64 4.31087370456 0.49820377284 0.41489309268 0.40167804288 0.48076354616 0.41359710524 0.26048666412 0.12938700968 2.864320023 12280.36 "fe2" 3.26 "ma3" 7.54 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -7.368 30.304 11.578 "nom" "long" "NO"
"Coregonus pidschian" "Coregonus pidschian (Gmelin, 1789)" "SPECIES" "accepted" "Coregonus pidschian (Gmelin, 1789)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1127449.13073246 500 4.529806904 0.498044308 0.523211568 0.426023839 0.551631469 0.325031307 0.266144118 0.107195697 2.914296654 99168.16 "fe2" 3.68 "ma3" 10.7 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "wc" "pel" "limno" "limno" "fre" -8.128 30.196 11.572 "dia" "long" "NO"
"Coregonus pollan" "Coregonus pollan Thompson, 1835" "SPECIES" "accepted" "Coregonus pollan Thompson, 1835" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 783.842045306742 350 4.069680727 0.486108574 0.508989809 0.400032752 0.384711186 0.359073359 0.25842272 0.125599917 2.562299521 180942.96 "fe2" 3.12 "ma3" 7.88 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "demersal" "wc" "lith" "limno" "limno" "fre" -8.108 28.824 10.246 "nom" "short" "NO"
"Coregonus profundus" "Coregonus profundus Selz, Dönz, Vonlanthen & Seehausen, 2020" "SPECIES" "accepted" "Coregonus profundus Selz, Dönz, Vonlanthen & Seehausen, 2020" "Coregonus" "Coregonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "InfoSpecies" "IEN" NA NA NA NA 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 626975.577180948 362.4 4.66874207916 0.5897758098 0.38883447988 0.43878179168 0.53935438908 0.55398262724 0.38729996532 0.17823497012 2.98101912572 7614.68 "fe1" 3 "ma1" 6.44 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.448 29.884 10.442 "nom" "short" "YES"
"Coregonus renke" "Coregonus renke (Schrank, 1783)" "SPECIES" "accepted" "Coregonus renke (Schrank, 1783)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2973.01541911421 290 4.493950707 0.326521896 0.454081633 0.293583994 0.527007731 0.422883484 0.136184564 0.131953536 3.912062752 268955.84 "fe2" 4.92 "ma3" 12.36 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "pel" "rheo" "limno" "fre" -8.22 28.62 10.35 "nom" "long" "NO"
"Coregonus restrictus" "Coregonus restrictus Fatio, 1885" "SPECIES" "accepted" "Coregonus restrictus Fatio, 1885" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EX" "EXTINCT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 21.2080253162964 578.92 4.30754621544 0.4953271196 0.42035194836 0.402656316 0.55162177252 0.41005784568 0.252582803 0.13390512684 2.83498985564 46442 "fe1" 2.86 "ma3" 7.1 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -7.072 30.208 11.954 "nom" "long" "NO"
"Coregonus sardinella" "Coregonus sardinella Valenciennes, 1848" "SPECIES" "accepted" "Coregonus sardinella Valenciennes, 1848" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9858094.69236636 470 4.88403589 0.427357373 0.490124464 0.402530896 0.396164048 0.414846792 0.215752497 0.126516464 3.1112 165806.48 "fe2" 3.2 "ma3" 12.78 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "wc" "lith" "limno" "limno" "fbm" -8.308 29.548 10.252 "dia" "short" "NO"
"Coregonus steinmanni" "Coregonus steinmanni Selz, Dönz, Vonlanthen & Seehausen, 2020" "SPECIES" "accepted" "Coregonus steinmanni Selz, Dönz, Vonlanthen & Seehausen, 2020" "Coregonus" "Coregonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "InfoSpecies" "IEN" NA NA NA NA 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1801326.08772378 340.36 4.9630750078 0.601189007 0.36439808576 0.42230369276 0.5656534404 0.582800364 0.40609328904 0.17594900716 2.89709402848 5537.04 "fe1" 2.42 "ma1" 6.7 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -8.552 29.444 10.034 "nom" "short" "YES"
"Coregonus stigmaticus" "Coregonus stigmaticus Regan, 1908" "SPECIES" "accepted" "Coregonus stigmaticus Regan, 1908" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2342.90087260319 487.4 4.19304870096 0.4777343766 0.42213530128 0.38709970676 0.48903955204 0.43462627712 0.23445742036 0.13077517376 3.0113352634 15311.68 "fe1" 2.7 "ma3" 6.34 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -7.72 29.452 10.65 "nom" "short" "NO"
"Coregonus suidteri" "Coregonus suidteri Fatio, 1885" "SPECIES" "accepted" "Coregonus suidteri Fatio, 1885" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 568.146171618326 593.08 4.08036518832 0.49359658312 0.40838589248 0.4050906344 0.4976276564 0.40116100396 0.2630507038 0.13718967744 2.89835244512 24317.2 "fe2" 2.9 "ma3" 6.44 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -7.012 29.896 11.164 "nom" "short" "NO"
"Coregonus trybomi" "Coregonus trybomi Svärdson, 1979" "SPECIES" "accepted" "Coregonus trybomi Svärdson, 1979" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6634.51775966775 478.08 4.23925911824 0.5090303432 0.44723366552 0.4104818378 0.4859263068 0.44477607276 0.25391282144 0.14033276228 2.9390780952 33827.12 "fe1" 2.7 "ma3" 6.28 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -8.144 30.268 10.896 "nom" "short" "NO"
"Coregonus vandesius" "Coregonus vandesius Richardson, 1836" "SPECIES" "accepted" "Coregonus vandesius Richardson, 1836" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2285.02076481248 588.96 4.25055506928 0.50164317908 0.42687366588 0.41048580784 0.50403856596 0.41362973888 0.25569145136 0.13296068876 3.01153829532 13236.52 "fe2" 3.46 "ma3" 8.44 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -7.672 30.08 10.938 "nom" "short" "NO"
"Coregonus vessicus" "Coregonus vessicus Dryagin, 1932" "SPECIES" "accepted" "Coregonus vessicus Dryagin, 1932" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" NA 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 640491.944902004 567.6 4.30128148896 0.48130559904 0.42966536668 0.39882945136 0.48133291576 0.42672876116 0.25717215096 0.13351268148 2.94728494076 180856.92 "fe2" 4 "ma3" 6.62 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -7.908 29.6 10.962 "nom" "short" "YES"
"Coregonus wartmanni" "Coregonus wartmanni (Bloch, 1784)" "SPECIES" "accepted" "Coregonus wartmanni (Bloch, 1784)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 517.865571712522 676.28 4.16425163496 0.48589641108 0.42224562672 0.43205184716 0.51023411796 0.39426270504 0.25913271072 0.13757315912 3.17871099944 163955.92 "fe2" 3.2 "ma3" 8.32 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 "pelagic" "wc" "lith" "limno" "limno" "fre" -8.064 29.748 11 "nom" "short" "NO"
"Coregonus widegreni" "Coregonus widegreni Malmgren, 1863" "SPECIES" "accepted" "Coregonus widegreni Malmgren, 1863" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 524048.12079591 652.8 4.13802501428 0.4936285476 0.40937862872 0.39840827788 0.48995495424 0.4155914512 0.25302925512 0.13400434708 3.04850186916 211346.76 "fe1" 3.04 "ma3" 8.3 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "wc" "lith" "limno" "limno" "fre" -7.616 29.616 10.16 "nom" "short" "NO"
"Coregonus zuerichensis" "Coregonus zuerichensis Nüsslin, 1882" "SPECIES" "accepted" "Coregonus zuerichensis Nüsslin, 1882" "Coregonus" "Coregonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "InfoSpecies" "IEN" "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1136.4794940129 440 3.970081268 0.592637304 0.482404614 0.519694839 0.378332054 0.348527087 0.398128212 0.14660815 4.234106383 178471.8 "fe2" 2.56 "ma3" 5.2 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "limno" "fre" -9.2 29.292 10.454 "nom" "short" "NO"
"Coregonus zugensis" "Coregonus zugensis Nüsslin, 1882" "SPECIES" "accepted" "Coregonus zugensis Nüsslin, 1882" "Coregonus" "Coregonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "InfoSpecies" "IEN" "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 570.356361461248 331.8 4.36128127636 0.57011903844 0.4052183526 0.44701679816 0.50744691424 0.53234693528 0.37468287532 0.17243797672 2.84484703736 66626.52 "fe1" 2.12 "ma1" 5.7 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -8.296 29.484 10.682 "nom" "short" "NO"
"Cottus aturi" "Cottus aturi Freyhof, Kottelat & Nolte, 2005" "SPECIES" "accepted" "Cottus aturi Freyhof, Kottelat & Nolte, 2005" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9743.16248665588 332 4.30010402928 0.58485703144 0.411669879 0.42252235804 0.49790034268 0.52921074636 0.36428064996 0.18272980516 3.0186150218 17939.92 "fe1" 2.44 "ma3" 6.14 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -8.056 29.384 10.494 "nom" "short" "NO"
"Cottus duranii" "Cottus duranii Freyhof, Kottelat & Nolte, 2005" "SPECIES" "accepted" "Cottus duranii Freyhof, Kottelat & Nolte, 2005" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 31042.9620922315 373.6 4.55478799488 0.60067343564 0.39185465164 0.42451243568 0.5288280758 0.561277322 0.40100600604 0.19095428184 2.84451323688 21342.88 "fe1" 2.22 "ma3" 5.96 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.368 30.052 10.892 "nom" "short" "NO"
"Cottus gobio" "Cottus gobio Linnaeus, 1758" "SPECIES" "accepted" "Cottus gobio Linnaeus, 1758" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "Yes" "NT" "LC" "REGIONALLY_EXTINCT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1361128.7963908 180 5.987026227 0.702836958 0.402236592 0.5019123 0.490233659 0.779231573 0.497334468 0.229832325 2.699277598 20498.76 "fe1" 2.32 "ma3" 12.16 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "spel" "rheo" "rheo" "frb" -8.172 28.744 9.912 "nom" "short" "NO"
"Cottus haemusi" "Cottus haemusi Marinov & Dikov, 1986" "SPECIES" "accepted" "Cottus haemusi Marinov & Dikov, 1986" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3082.21553906494 328.2 4.50195375064 0.59526298468 0.40526747968 0.42677096028 0.54959131924 0.56036061252 0.38654338232 0.18839638656 2.9599611932 184820.64 "fe1" 2.92 "ma1" 7.1 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -8.212 29.188 10.162 "nom" "short" "NO"
"Cottus hispaniolensis" "Cottus hispaniolensis Băcescu & Băcescu-Meşter, 1964" "SPECIES" "accepted" "Cottus hispaniolensis Băcescu & Băcescu-Meşter, 1964" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9075.60065437569 277.48 4.83437598012 0.63282553256 0.42556863776 0.46947494012 0.59226483712 0.5846231708 0.47662091396 0.20552090056 3.12842153332 247500.12 "fe1" 2.96 "ma3" 8.78 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -8.8 28.924 10.262 "nom" "short" "NO"
"Cottus koshewnikowi" "Cottus koshewnikowi Gratzianov, 1907" "SPECIES" "accepted" "Cottus koshewnikowi Gratzianov, 1907" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3061275.87430818 545.28 4.32258495464 0.55556479952 0.36892832148 0.403074652 0.56646592452 0.5384397802 0.3634225364 0.18004606992 2.92250732948 79820.28 "fe1" 4.2 "ma5" 11.54 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -8.2 28.796 10.676 "pot" "short" "NO"
"Cottus metae" "Cottus metae Freyhof, Kottelat & Nolte, 2005" "SPECIES" "accepted" "Cottus metae Freyhof, Kottelat & Nolte, 2005" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4064.11265927883 266 4.65742167628 0.62051837324 0.4018017596 0.44453586532 0.53921988976 0.60499161836 0.41360177456 0.20190459028 3.07588136336 217339 "fe1" 2.3 "ma1" 6.3 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -8.336 29.208 10.252 "nom" "short" "NO"
"Cottus microstomus" "Cottus microstomus Heckel, 1837" "SPECIES" "accepted" "Cottus microstomus Heckel, 1837" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 420932.717831522 354.8 5.00200257808 0.61051944552 0.3863504074 0.438544871 0.54362802876 0.6050475174 0.41060179804 0.20066430992 2.90390338656 308497.84 "fe1" 2.48 "ma1" 7.94 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -7.78 29.228 10.228 "nom" "short" "NO"
"Cottus perifretum" "Cottus perifretum Freyhof, Kottelat & Nolte, 2005" "SPECIES" "accepted" "Cottus perifretum Freyhof, Kottelat & Nolte, 2005" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 590917.116988006 348.8 4.47843945156 0.58105982776 0.39667608512 0.42366782068 0.54675076436 0.58799355988 0.39080380776 0.19441994832 2.89713421948 25526.36 "fe1" 2.3 "ma1" 5.98 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -8.04 28.968 10.038 "nom" "short" "NO"
"Cottus petiti" "Cottus petiti Băcescu & Băcescu-Meşter, 1964" "SPECIES" "accepted" "Cottus petiti Băcescu & Băcescu-Meşter, 1964" "Cottus" "Cottidae" "Scorpaeniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 321.988515683572 64 4.637808467 0.641396876 0.38759832 0.456520263 0.506832422 0.679284582 0.514500792 0.270409857 1.975639673 41618.84 "fe1" 1.58 "ma1" 4.48 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "spel" "rheo" "rheo" "frb" -8 28.508 10.102 "nom" "short" "NO"
