"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "AnnuMeanTemp" "Migration_type" "Migration_dist" "MISSING_ALL_TRAITS"
"Sander lucioperca" "Sander lucioperca (Linnaeus, 1758)" "SPECIES" "accepted" "Sander lucioperca (Linnaeus, 1758)" "Sander" "Percidae" "Perciformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "NEO" "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7420143.9322852 1000 4.436274074 0.388211694 0.493332767 0.228995964 0.653749788 0.380940055 0.34755846 0.146019498 3.388258784 179202.76 "fe3" 4.08 "ma4" 13.68 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 "pelagic" "wc" "phylith" "eury" "eury" "frb" -8.356 29.804 11.14 "pot" "short" "NO"
"Sander volgensis" "Sander volgensis (Gmelin, 1789)" "SPECIES" "accepted" "Sander volgensis (Gmelin, 1789)" "Sander" "Percidae" "Perciformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3203357.27752192 400 4.228184711 0.411617785 0.478388135 0.287411181 0.667479754 0.422416209 0.371300922 0.123116244 1.976688823 183226.76 "fe3" 3.42 "ma3" 9.76 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "phylith" "eury" "rheo" "frb" -7.472 29.824 11.41 "nom" "short" "NO"
"Scardinius acarnanicus" "Scardinius acarnanicus Economidis, 1991" "SPECIES" "accepted" "Scardinius acarnanicus Economidis, 1991" "Scardinius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2221.60592254063 251.48 3.61490386224 0.5275983274 0.44375982396 0.45580069216 0.3864198576 0.45492195892 0.27503429224 0.16277173776 2.57202992564 19031.28 "fe1" 2.18 "ma2" 5.88 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "eury" "limno" "fre" -7.608 30.428 10.992 "nom" "short" "NO"
"Scardinius dergle" "Scardinius dergle Heckel & Kner, 1858" "SPECIES" "accepted" "Scardinius dergle Heckel & Kner, 1858" "Scardinius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7611.2426686043 238.04 3.85669960228 0.53175125692 0.43766387568 0.44436793232 0.39916699232 0.46621805908 0.2733432624 0.16110390236 2.50454544852 16372.44 "fe1" 2.18 "ma2" 6.22 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "eury" "fre" -8.496 30.5 11.02 "nom" "short" "NO"
"Scardinius erythrophthalmus" "Scardinius erythrophthalmus (Linnaeus, 1758)" "SPECIES" "accepted" "Scardinius erythrophthalmus (Linnaeus, 1758)" "Scardinius" "Cyprinidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 8529344.46373663 510 3.005719096 0.517721457 0.443946643 0.511645125 0.342106838 0.442462444 0.292714738 0.179402632 3.098780467 31814.84 "fe3" 2.92 "ma2" 9.26 "ls3" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phy" "limno" "limno" "frb" -8.52 29.148 9.928 "pot" "short" "NO"
"Scardinius graecus" "Scardinius graecus Stephanidis, 1937" "SPECIES" "accepted" "Scardinius graecus Stephanidis, 1937" "Scardinius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 39.6315486246183 327.12 3.66758885576 0.5239993132 0.42424695256 0.4457414842 0.37369538596 0.4596399858 0.27688133092 0.1652480222 2.58367920416 12417.88 "fe1" 2.38 "ma2" 5.62 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phy" "limno" "limno" "fre" -7.736 29.76 10.986 "nom" "short" "NO"
"Scardinius hesperidicus" "Scardinius hesperidicus Bonaparte, 1845" "SPECIES" "accepted" "Scardinius hesperidicus Bonaparte, 1845" "Scardinius" "Cyprinidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "Yes" "VU" "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 116409.969717923 223.04 4.00476942408 0.5306991808 0.44646974532 0.432628022 0.36475898764 0.4710789544 0.2572284952 0.16604243248 2.54465464244 47641.4 "fe1" 2.84 "ma2" 6.32 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -7.908 29.548 11.02 "nom" "short" "NO"
"Scardinius knezevici" "Scardinius knezevici Bianco & Kottelat, 2005" "SPECIES" "accepted" "Scardinius knezevici Bianco & Kottelat, 2005" "Scardinius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 724.492704544183 295 2.872544894 0.484558104 0.352841551 0.495659254 0.437711705 0.388901595 0.245579208 0.178596621 2.195897608 14704.32 "fe2" 2.86 "ma2" 6.78 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "limno" "eury" "fre" -8.684 29.828 10.976 "pot" "short" "NO"
"Scardinius plotizza" "Scardinius plotizza Heckel & Kner, 1858" "SPECIES" "accepted" "Scardinius plotizza Heckel & Kner, 1858" "Scardinius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 16695.3079061279 238.36 3.69140170664 0.5145295544 0.4539276818 0.40698321688 0.39091970488 0.4679519238 0.25847987792 0.16209158948 2.42623795608 29557.2 "fe1" 1.94 "ma2" 5.54 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "eury" "fre" -7.8 29.844 11.226 "nom" "short" "NO"
"Scardinius racovitzai" "Scardinius racovitzai Müller, 1958" "SPECIES" "accepted" "Scardinius racovitzai Müller, 1958" "Scardinius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7894.39360087922 251.8 3.63654343992 0.5239077304 0.43663475924 0.44923668724 0.38864190468 0.45894496424 0.27801879896 0.16228613424 2.54515917852 19543 "fe2" 2.26 "ma2" 5.4 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "eury" "fre" -9.14 30.468 10.312 "nom" "short" "NO"
"Scardinius scardafa" "Scardinius scardafa (Bonaparte, 1837)" "SPECIES" "accepted" "Scardinius scardafa (Bonaparte, 1837)" "Scardinius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 50333.9455404665 350 2.959627476 0.490885146 0.389800795 0.477300191 0.425382438 0.363489606 0.237439344 0.170661065 2.579491936 163882.36 "fe2" 3.42 "ma2" 7.8 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "eury" "fre" -9.208 29.004 10.086 "pot" "short" "NO"
"Silurus aristotelis" "Silurus aristotelis Garman, 1890" "SPECIES" "accepted" "Silurus aristotelis Garman, 1890" "Silurus" "Siluridae" "Siluriformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 8942.48610911756 980 4.47090775296 0.56736671488 0.32333787472 0.44831252888 0.67566599832 0.4837198326 0.28488497036 0.15264648216 2.85928639944 289972.72 "fe1" 3.78 "ma2" 11.6 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "eury" "limno" "fre" -5.4 31.212 13 "nom" "short" "NO"
"Silurus glanis" "Silurus glanis Linnaeus, 1758" "SPECIES" "accepted" "Silurus glanis Linnaeus, 1758" "Silurus" "Siluridae" "Siluriformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "No" "LC" "LC" "REGIONALLY_EXTINCT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7737604.0813125 5000 5.83994642 0.57179471 0.210233364 0.526157027 0.379009648 0.511623001 0.423543433 0.106003825 2.200067986 1599879.2 "fe3" 7.64 "ma5" 25.2 "ls3" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "phy" "eury" "eury" "frb" -5.604 31.22 12.478 "nom" "short" "NO"
"Silurus melas" "Silurus melas Rafinesque, 1820" "SPECIES" "homotypic synonym" "Ameiurus melas (Rafinesque, 1820)" "Ameiurus" "Ictaluridae" "Siluriformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "NEO" NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4468895.89694886 660 4.10148913 0.48507337 0.210539107 0.404241848 0.326590325 0.570236413 0.389497283 0.157155275 2.213600411 5495 "fe2" 2.5 "ma3" 5.5 "ls2" "Omnivorous" 1 1 0 1 1 1 0 0 "demersal" "ben" "lith" "limno" "limno" "fre" -7.7 32 12.15 "nom" "short" "NO"
"Silurus punctatus" "Silurus punctatus Rafinesque, 1818" "SPECIES" NA "unresolved_accepted_19873" "Silurus" "Siluridae" "Siluriformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA NA 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3004427.17555455 955.8 5.41654584504 0.6077349788 0.35904202244 0.42828391012 0.58448675396 0.57373293452 0.37091385324 0.15480078564 3.07279011444 293322.52 "fe1" 4.82 "ma2" 14.1 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "rheo" "rheo" "fre" -8.572 30.264 11.988 "nom" "short" "YES"
"Squalius albus" "Squalius albus (Bonaparte, 1838)" "SPECIES" "accepted" "Squalius albus (Bonaparte, 1838)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 121.144331496787 286.56 3.80523502184 0.53220562976 0.43796652944 0.4576538332 0.42911619144 0.4682119528 0.27615741944 0.16055690384 2.4574122446 22147.44 "fe1" 3.06 "ma2" 6.12 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -8.44 29.704 10.56 "nom" "short" "NO"
"Squalius aphipsi" "Squalius aphipsi (Aleksandrov, 1927)" "SPECIES" "accepted" "Squalius aphipsi (Aleksandrov, 1927)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9108.74435899061 160 4.208836501 0.480530029 0.547123036 0.431829929 0.576685726 0.503628174 0.220805112 0.167653105 2.435693548 6086.12 "fe1" 1.48 "ma1" 4.18 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -8.608 30.504 10.79 "nom" "short" "NO"
"Squalius aradensis" "Squalius aradensis (Coelho, Bogutskaya, Rodrigues & Collares-Pereira, 1998)" "SPECIES" "accepted" "Squalius aradensis (Coelho, Bogutskaya, Rodrigues & Collares-Pereira, 1998)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5611.48450883971 131 3.929315609 0.546272708 0.391304348 0.438762607 0.514652174 0.425623786 0.277611572 0.125214874 2.289302301 40652.08 "fe1" 1.74 "ma1" 6.6 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "eury" "eury" "fre" -4.844 31.304 13.566 "nom" "short" "NO"
"Squalius aula" "Squalius aula Bonaparte, 1841" "SPECIES" "homotypic synonym" "Leucos aula (Bonaparte, 1841)" "Leucos" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "Yes" "CR" "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 176015.254197967 260 3.473006983 0.514879952 0.47761194 0.444419551 0.275208955 0.500354729 0.268294687 0.162200867 2.958416667 7178.36 "fe1" 1.18 "ma1" 3.84 "ls1" "Carnivorous" 1 1 1 0 0 0 0 0 "bentic" "wc" "phylith" "limno" "limno" "fre" -7.652 29.008 10.226 "pot" "short" "NO"
"Squalius bearnensis" "Squalius bearnensis Blanchard, 1866" "SPECIES" "homotypic synonym" "Leuciscus bearnensis (Blanchard, 1866)" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 16870.1843886057 350.4 3.94677479092 0.45438823076 0.39171335108 0.28327667544 0.35949951676 0.47602692624 0.24383359768 0.1572603792 2.31119225964 83846.56 "fe1" 2.04 "ma3" 6.28 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -7.552 29.764 10.236 "pot" "short" "NO"
"Squalius borysthenicus" "Squalius borysthenicus Kessler, 1859" "SPECIES" "homotypic synonym" "Petroleuciscus borysthenicus (Kessler, 1859)" "Petroleuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 268282.098098155 400 3.595132698 0.592000275 0.430470393 0.567973564 0.501889511 0.468190424 0.261319748 0.157129972 2.789562503 14785.52 "fe1" 3.04 "ma3" 5.38 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "eury" "limno" "fre" -7.716 30.764 11.8 "pot" "short" "NO"
"Squalius carolitertii" "Squalius carolitertii (Doadrio, 1988)" "SPECIES" "accepted" "Squalius carolitertii (Doadrio, 1988)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 148403.506776833 250 4.515510542 0.568493393 0.51422973 0.431718935 0.401783784 0.523741781 0.256874111 0.169546756 3.07828125 26579.92 "fe1" 2.48 "ma2" 4.76 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -8.316 30.848 12.116 "nom" "short" "NO"
"Squalius castellanus" "Squalius castellanus Doadrio, Perea & Alonso, 2007" "SPECIES" "accepted" "Squalius castellanus Doadrio, Perea & Alonso, 2007" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 9394.26841443942 226.64 3.88004480876 0.54128934832 0.48098943004 0.48374867736 0.39335143064 0.44629082404 0.295417763 0.16127423612 2.57813391608 28995.08 "fe2" 2.32 "ma2" 5.04 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "eury" "eury" "fre" -7.84 29.904 12.038 "nom" "short" "NO"
"Squalius cavedanus" "Squalius cavedanus (Bonaparte, 1838)" "SPECIES" "homotypic synonym" "Squalius cephalus (Linnaeus, 1758)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "No" "LC" "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7126749.38286684 850 3.572677392 0.608186863 0.359761796 0.532037571 0.46206342 0.356574909 0.344020273 0.172295685 2.6003 24679.68 "fe2" 3.72 "ma3" 11.24 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "eury" "frb" -8.672 30.9 10.702 "pot" "short" "NO"
"Squalius cephalus" "Squalius cephalus (Linnaeus, 1758)" "SPECIES" "accepted" "Squalius cephalus (Linnaeus, 1758)" "Squalius" "Cyprinidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7126749.38286684 850 3.572677392 0.608186863 0.359761796 0.532037571 0.46206342 0.356574909 0.344020273 0.172295685 2.6003 32676.28 "fe2" 4.18 "ma3" 12.56 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "eury" "frb" -8.852 30.336 10.012 "pot" "short" "NO"
"Squalius cii" "Squalius cii (Richardson, 1857)" "SPECIES" "accepted" "Squalius cii (Richardson, 1857)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "EN" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1138970.40121255 350.2 3.77881851244 0.55747845704 0.43839343964 0.45340933516 0.40335408772 0.45421687236 0.29808128192 0.16689580832 2.58047699128 68799.24 "fe1" 2.48 "ma1" 5.92 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "eury" "fre" -8.044 29.944 11.322 "nom" "short" "YES"
"Squalius danilewskii" "Squalius danilewskii Kessler, 1877" "SPECIES" "homotypic synonym" "Leuciscus danilewskii (Kessler, 1877)" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 369604.464426543 240 4.242870476 0.483676336 0.519584333 0.304761815 0.44686251 0.471750587 0.2462078 0.17109058 2.804878049 21248.04 "fe1" 1.78 "ma2" 3.82 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -8.12 29.372 10.278 "pot" "short" "NO"
"Squalius delineatus" "Squalius delineatus Heckel, 1843" "SPECIES" "homotypic synonym" "Leucaspius delineatus (Heckel, 1843)" "Leucaspius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "No" "VU" "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4833300.57749635 120 4.33928169 0.433064294 0.472083149 0.47113322 0.472242674 0.680182624 0.12047509 0.15772719 3.089545793 25130 "fe1" 1.1 "ma1" 5.14 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 "pelagic" "wc" "phy" "limno" "limno" "frb" -8.384 28.296 10.184 "pot" "short" "NO"
"Squalius illyricus" "Squalius illyricus Heckel & Kner, 1858" "SPECIES" "accepted" "Squalius illyricus Heckel & Kner, 1858" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 13945.9169402048 219.36 4.0314847956 0.54993887836 0.46112975888 0.44196087064 0.36594866068 0.4727471936 0.2848797166 0.16301962812 2.680746054 28532.76 "fe1" 2.46 "ma2" 5.96 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -7.816 30.22 10.982 "nom" "short" "NO"
"Squalius janae" "Squalius janae Bogutskaya & Zupančič, 2010" "SPECIES" "accepted" "Squalius janae Bogutskaya & Zupančič, 2010" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2014.40701552307 218.4 3.94616217656 0.5532154466 0.42998636796 0.46574801192 0.40919473752 0.46743159476 0.2789569518 0.15980424356 2.64932624284 162492.8 "fe1" 2.24 "ma1" 5.74 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "rheo" "fre" -7.096 30.18 11.284 "nom" "short" "NO"
"Squalius keadicus" "Squalius keadicus (Stephanidis, 1971)" "SPECIES" "accepted" "Squalius keadicus (Stephanidis, 1971)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6241.44585541928 225.32 4.00504632172 0.56222883612 0.43299998348 0.47096219788 0.43645715656 0.48056877048 0.30802872276 0.16222475396 2.56328026796 26905.76 "fe1" 2.88 "ma1" 5.3 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -7.864 30.788 11.818 "nom" "short" "NO"
"Squalius laietanus" "Squalius laietanus Doadrio, Kottelat & de Sostoa, 2007" "SPECIES" "accepted" "Squalius laietanus Doadrio, Kottelat & de Sostoa, 2007" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 102875.924282283 235.6 3.9325078916 0.56609805624 0.4731999152 0.45150569312 0.38760718968 0.47099065 0.30190686524 0.1686939988 2.64310712656 20379 "fe1" 2.34 "ma2" 5.62 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "eury" "fre" -6.624 30.5 11.186 "nom" "short" "NO"
"Squalius lucumonis" "Squalius lucumonis (Bianco, 1983)" "SPECIES" "accepted" "Squalius lucumonis (Bianco, 1983)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 44769.5957760023 160 3.714509819 0.558175358 0.472257622 0.514014629 0.384692677 0.385605474 0.375597724 0.164605075 3.19727876 36999.44 "fe2" 2.36 "ma2" 5.68 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "eury" "eury" "fre" -6.888 30.56 11.826 "nom" "short" "NO"
"Squalius malacitanus" "Squalius malacitanus Doadrio & Carmona, 2006" "SPECIES" "accepted" "Squalius malacitanus Doadrio & Carmona, 2006" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1029.02886525599 278.2 3.88260798204 0.55887662984 0.42355038984 0.4585466376 0.41118290328 0.45992344236 0.29814271232 0.16293267892 2.617109882 40632.76 "fe1" 2.58 "ma2" 6.38 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -7.392 30.232 11.81 "nom" "short" "NO"
"Squalius microlepis" "Squalius microlepis Heckel, 1843" "SPECIES" "accepted" "Squalius microlepis Heckel, 1843" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 24687.299333256 253.76 3.6820742508 0.53151512008 0.45158459584 0.44247473136 0.3857392942 0.44626226128 0.2825638324 0.16577542756 2.65150407012 22914.16 "fe1" 2.52 "ma2" 7.68 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -8.7 29.26 10.63 "nom" "short" "NO"
